,sal,rooz,Month,zarrineh_Debi
443,1383,10,1,47.5
444,1383,11,1,42.0
445,1383,12,1,40.6
446,1383,13,1,46.0
447,1383,14,1,61.3
448,1383,15,1,90.7
449,1383,16,1,93.0
450,1383,17,1,93.8
451,1383,18,1,93.8
452,1383,19,1,94.6
453,1383,20,1,93.8
454,1383,21,1,93.8
455,1383,22,1,81.1
456,1383,23,1,72.0
457,1383,24,1,68.7
458,1383,25,1,66.1
459,1383,26,1,59.9
460,1383,27,1,108.0
461,1383,28,1,166.0
462,1383,29,1,154.0
463,1383,30,1,129.0
464,1383,31,1,120.0
1333,1383,1,2,115.0
1334,1383,2,2,103.0
1335,1383,3,2,89.2
1336,1383,4,2,73.3
1337,1383,5,2,62.9
1338,1383,6,2,64.2
1339,1383,7,2,61.1
1340,1383,8,2,59.9
1341,1383,9,2,41.5
1342,1383,10,2,41.5
1343,1383,11,2,37.0
1344,1383,12,2,33.0
1345,1383,13,2,35.7
1346,1383,14,2,45.0
1347,1383,15,2,51.3
1348,1383,16,2,48.6
1349,1383,17,2,42.5
1350,1383,18,2,34.8
1351,1383,19,2,31.8
1352,1383,20,2,28.6
1353,1383,21,2,23.3
1354,1383,22,2,17.1
1355,1383,23,2,11.4
1356,1383,24,2,8.2
1357,1383,25,2,9.9
1358,1383,26,2,7.8
1359,1383,27,2,5.3
1360,1383,28,2,5.3
1361,1383,29,2,5.2
1362,1383,30,2,5.2
1363,1383,31,2,5.2
2232,1383,1,3,5.1
2233,1383,2,3,5.1
2234,1383,3,3,5.1
2235,1383,4,3,5.0
2236,1383,5,3,5.0
2237,1383,6,3,4.9
2238,1383,7,3,4.9
2239,1383,8,3,4.9
2240,1383,9,3,4.8
2241,1383,10,3,4.8
2242,1383,11,3,4.8
2243,1383,12,3,4.7
2244,1383,13,3,4.7
2245,1383,14,3,4.6
2246,1383,15,3,4.6
2247,1383,16,3,4.6
2248,1383,17,3,4.5
2249,1383,18,3,4.5
2250,1383,19,3,4.4
2251,1383,20,3,4.4
2252,1383,21,3,4.4
2253,1383,22,3,4.3
2254,1383,23,3,4.3
2255,1383,24,3,4.3
2256,1383,25,3,4.2
2257,1383,26,3,4.1
2258,1383,27,3,4.0
2259,1383,28,3,3.9
2260,1383,29,3,3.8
2261,1383,30,3,3.7
2262,1383,31,3,3.7
3131,1383,1,4,3.6
3132,1383,2,4,3.5
3133,1383,3,4,3.4
3134,1383,4,4,3.3
3135,1383,5,4,3.2
3136,1383,6,4,3.1
3137,1383,7,4,3.0
3138,1383,8,4,2.9
3139,1383,9,4,2.8
3140,1383,10,4,2.7
3141,1383,11,4,2.6
3142,1383,12,4,2.5
3143,1383,13,4,2.4
3144,1383,14,4,2.3
3145,1383,15,4,2.2
3146,1383,16,4,2.2
3147,1383,17,4,2.1
3148,1383,18,4,2.0
3149,1383,19,4,1.9
3150,1383,20,4,1.8
3151,1383,21,4,1.7
3152,1383,22,4,1.6
3153,1383,23,4,1.5
3154,1383,24,4,1.4
3155,1383,25,4,1.3
3156,1383,26,4,1.2
3157,1383,27,4,1.1
3158,1383,28,4,1.0
3159,1383,29,4,1.0
3160,1383,30,4,1.0
3161,1383,31,4,1.0
4030,1383,1,5,1.0
4031,1383,2,5,1.0
4032,1383,3,5,1.0
4033,1383,4,5,1.0
4034,1383,5,5,1.0
4035,1383,6,5,1.0
4036,1383,7,5,0.9
4037,1383,8,5,0.9
4038,1383,9,5,0.9
4039,1383,10,5,0.9
4040,1383,11,5,0.9
4041,1383,12,5,0.9
4042,1383,13,5,0.9
4043,1383,14,5,0.9
4044,1383,15,5,0.9
4045,1383,16,5,0.9
4046,1383,17,5,0.9
4047,1383,18,5,0.9
4048,1383,19,5,0.9
4049,1383,20,5,0.9
4050,1383,21,5,1.0
4051,1383,22,5,1.0
4052,1383,23,5,1.0
4053,1383,24,5,1.1
4054,1383,25,5,1.1
4055,1383,26,5,1.1
4056,1383,27,5,1.1
4057,1383,28,5,1.2
4058,1383,29,5,1.2
4059,1383,30,5,1.2
4060,1383,31,5,1.2
4929,1383,1,6,1.3
4930,1383,2,6,1.3
4931,1383,3,6,1.3
4932,1383,4,6,1.3
4933,1383,5,6,1.4
4934,1383,6,6,1.4
4935,1383,7,6,1.4
4936,1383,8,6,1.4
4937,1383,9,6,1.5
4938,1383,10,6,1.5
4939,1383,11,6,1.5
4940,1383,12,6,1.5
4941,1383,13,6,1.6
4942,1383,14,6,1.6
4943,1383,15,6,1.6
4944,1383,16,6,1.6
4945,1383,17,6,1.7
4946,1383,18,6,1.7
4947,1383,19,6,1.7
4948,1383,20,6,1.7
4949,1383,21,6,1.8
4950,1383,22,6,1.8
4951,1383,23,6,1.8
4952,1383,24,6,1.8
4953,1383,25,6,1.9
4954,1383,26,6,1.9
4955,1383,27,6,1.9
4956,1383,28,6,1.9
4957,1383,29,6,2.0
4958,1383,30,6,2.0
4959,1383,31,6,2.0
5828,1383,1,7,0.0
5829,1383,2,7,0.1
5830,1383,3,7,0.3
5831,1383,4,7,0.4
5832,1383,5,7,0.5
5833,1383,6,7,0.7
5834,1383,7,7,0.8
5835,1383,8,7,0.9
5836,1383,9,7,1.1
5837,1383,10,7,1.2
5838,1383,11,7,1.4
5839,1383,12,7,1.5
5840,1383,13,7,1.6
5841,1383,14,7,1.8
5842,1383,15,7,1.9
5843,1383,16,7,2.0
5844,1383,17,7,2.2
5845,1383,18,7,2.3
5846,1383,19,7,2.4
5847,1383,20,7,2.6
5848,1383,21,7,3.1
5849,1383,22,7,3.7
5850,1383,23,7,4.2
5851,1383,24,7,4.8
5852,1383,25,7,5.4
5853,1383,26,7,5.9
5854,1383,27,7,6.5
5855,1383,28,7,6.6
5856,1383,29,7,6.7
5857,1383,30,7,6.8
5858,1383,31,7,
6727,1383,1,8,6.8
6728,1383,2,8,6.9
6729,1383,3,8,7.0
6730,1383,4,8,7.1
6731,1383,5,8,7.2
6732,1383,6,8,7.3
6733,1383,7,8,7.4
6734,1383,8,8,7.5
6735,1383,9,8,7.6
6736,1383,10,8,7.6
6737,1383,11,8,7.7
6738,1383,12,8,7.8
6739,1383,13,8,7.9
6740,1383,14,8,8.0
6741,1383,15,8,8.1
6742,1383,16,8,8.2
6743,1383,17,8,8.3
6744,1383,18,8,8.4
6745,1383,19,8,8.4
6746,1383,20,8,8.5
6747,1383,21,8,8.6
6748,1383,22,8,8.7
6749,1383,23,8,8.8
6750,1383,24,8,8.9
6751,1383,25,8,9.0
6752,1383,26,8,9.1
6753,1383,27,8,9.2
6754,1383,28,8,9.2
6755,1383,29,8,9.3
6756,1383,30,8,9.4
6757,1383,31,8,
7626,1383,1,9,9.5
7627,1383,2,9,9.6
7628,1383,3,9,9.7
7629,1383,4,9,9.8
7630,1383,5,9,9.9
7631,1383,6,9,10.0
7632,1383,7,9,10.0
7633,1383,8,9,10.1
7634,1383,9,9,10.2
7635,1383,10,9,10.3
7636,1383,11,9,10.4
7637,1383,12,9,10.5
7638,1383,13,9,10.6
7639,1383,14,9,10.7
7640,1383,15,9,10.7
7641,1383,16,9,10.8
7642,1383,17,9,10.9
7643,1383,18,9,11.0
7644,1383,19,9,11.1
7645,1383,20,9,11.2
7646,1383,21,9,11.3
7647,1383,22,9,11.4
7648,1383,23,9,11.5
7649,1383,24,9,11.5
7650,1383,25,9,11.6
7651,1383,26,9,11.7
7652,1383,27,9,11.8
7653,1383,28,9,11.9
7654,1383,29,9,12.6
7655,1383,30,9,12.2
7656,1383,31,9,
8525,1383,1,10,11.5
8526,1383,2,10,10.9
8527,1383,3,10,10.7
8528,1383,4,10,10.5
8529,1383,5,10,10.5
8530,1383,6,10,10.7
8531,1383,7,10,10.3
8532,1383,8,10,9.9
8533,1383,9,10,10.1
8534,1383,10,10,10.9
8535,1383,11,10,10.9
8536,1383,12,10,10.7
8537,1383,13,10,10.5
8538,1383,14,10,10.5
8539,1383,15,10,10.3
8540,1383,16,10,10.1
8541,1383,17,10,9.9
8542,1383,18,10,9.5
8543,1383,19,10,9.5
8544,1383,20,10,9.5
8545,1383,21,10,9.5
8546,1383,22,10,9.5
8547,1383,23,10,9.1
8548,1383,24,10,8.7
8549,1383,25,10,8.7
8550,1383,26,10,9.1
8551,1383,27,10,9.1
8552,1383,28,10,8.7
8553,1383,29,10,8.7
8554,1383,30,10,8.9
8555,1383,31,10,
9424,1383,1,11,8.9
9425,1383,2,11,9.7
9426,1383,3,11,10.4
9427,1383,4,11,11.2
9428,1383,5,11,12.0
9429,1383,6,11,12.8
9430,1383,7,11,13.5
9431,1383,8,11,14.3
9432,1383,9,11,15.1
9433,1383,10,11,15.9
9434,1383,11,11,16.7
9435,1383,12,11,17.4
9436,1383,13,11,16.9
9437,1383,14,11,16.4
9438,1383,15,11,15.9
9439,1383,16,11,17.0
9440,1383,17,11,20.3
9441,1383,18,11,21.9
9442,1383,19,11,24.3
9443,1383,20,11,27.1
9444,1383,21,11,32.7
9445,1383,22,11,39.7
9446,1383,23,11,48.1
9447,1383,24,11,53.5
9448,1383,25,11,56.9
9449,1383,26,11,58.7
9450,1383,27,11,60.5
9451,1383,28,11,63.5
9452,1383,29,11,64.2
9453,1383,30,11,64.8
9454,1383,31,11,
10323,1383,1,12,66.7
10324,1383,2,12,69.3
10325,1383,3,12,70.6
10326,1383,4,12,74.0
10327,1383,5,12,82.4
10328,1383,6,12,94.6
10329,1383,7,12,97.8
10330,1383,8,12,100.0
10331,1383,9,12,107.0
10332,1383,10,12,115.0
10333,1383,11,12,123.0
10334,1383,12,12,125.0
10335,1383,13,12,126.0
10336,1383,14,12,127.0
10337,1383,15,12,143.0
10338,1383,16,12,141.0
10339,1383,17,12,124.0
10340,1383,18,12,122.0
10341,1383,19,12,131.0
10342,1383,20,12,150.0
10343,1383,21,12,166.0
10344,1383,22,12,188.0
10345,1383,23,12,175.0
10346,1383,24,12,165.0
10347,1383,25,12,156.0
10348,1383,26,12,145.0
10349,1383,27,12,132.0
10350,1383,28,12,121.0
10351,1383,29,12,119.0
10352,1383,30,12,116.0
10353,1383,31,12,
465,1384,1,1,120.0
466,1384,2,1,113.0
467,1384,3,1,110.0
468,1384,4,1,106.0
469,1384,5,1,104.0
470,1384,6,1,100.0
471,1384,7,1,95.3
472,1384,8,1,90.3
473,1384,9,1,87.9
474,1384,10,1,87.1
475,1384,11,1,84.7
476,1384,12,1,82.3
477,1384,13,1,81.5
478,1384,14,1,79.2
479,1384,15,1,78.4
480,1384,16,1,77.7
481,1384,17,1,75.4
482,1384,18,1,73.2
483,1384,19,1,74.7
484,1384,20,1,74.7
485,1384,21,1,77.7
486,1384,22,1,83.9
487,1384,23,1,85.5
488,1384,24,1,88.7
489,1384,25,1,89.5
490,1384,26,1,86.3
491,1384,27,1,83.9
492,1384,28,1,85.5
493,1384,29,1,112.0
494,1384,30,1,128.0
495,1384,31,1,119.0
1364,1384,1,2,113.0
1365,1384,2,2,109.0
1366,1384,3,2,108.0
1367,1384,4,2,102.0
1368,1384,5,2,98.8
1369,1384,6,2,93.7
1370,1384,7,2,95.3
1371,1384,8,2,88.7
1372,1384,9,2,99.4
1373,1384,10,2,108.0
1374,1384,11,2,99.4
1375,1384,12,2,90.3
1376,1384,13,2,83.1
1377,1384,14,2,76.9
1378,1384,15,2,78.4
1379,1384,16,2,90.4
1380,1384,17,2,117.0
1381,1384,18,2,157.0
1382,1384,19,2,153.0
1383,1384,20,2,146.0
1384,1384,21,2,128.0
1385,1384,22,2,116.0
1386,1384,23,2,98.9
1387,1384,24,2,69.6
1388,1384,25,2,45.5
1389,1384,26,2,36.3
1390,1384,27,2,24.6
1391,1384,28,2,10.9
1392,1384,29,2,6.9
1393,1384,30,2,12.4
1394,1384,31,2,8.6
2263,1384,1,3,6.1
2264,1384,2,3,5.6
2265,1384,3,3,4.5
2266,1384,4,3,3.2
2267,1384,5,3,2.3
2268,1384,6,3,1.7
2269,1384,7,3,1.8
2270,1384,8,3,2.1
2271,1384,9,3,2.3
2272,1384,10,3,3.0
2273,1384,11,3,3.3
2274,1384,12,3,4.1
2275,1384,13,3,5.4
2276,1384,14,3,5.6
2277,1384,15,3,6.5
2278,1384,16,3,6.1
2279,1384,17,3,6.3
2280,1384,18,3,5.8
2281,1384,19,3,6.5
2282,1384,20,3,5.8
2283,1384,21,3,6.3
2284,1384,22,3,5.6
2285,1384,23,3,4.9
2286,1384,24,3,4.1
2287,1384,25,3,3.3
2288,1384,26,3,4.3
2289,1384,27,3,4.3
2290,1384,28,3,2.6
2291,1384,29,3,2.3
2292,1384,30,3,2.0
2293,1384,31,3,2.1
3162,1384,1,4,2.5
3163,1384,2,4,2.8
3164,1384,3,4,2.6
3165,1384,4,4,2.5
3166,1384,5,4,2.8
3167,1384,6,4,2.1
3168,1384,7,4,1.7
3169,1384,8,4,1.7
3170,1384,9,4,1.7
3171,1384,10,4,1.6
3172,1384,11,4,1.6
3173,1384,12,4,1.6
3174,1384,13,4,1.6
3175,1384,14,4,1.6
3176,1384,15,4,1.6
3177,1384,16,4,1.5
3178,1384,17,4,1.5
3179,1384,18,4,1.5
3180,1384,19,4,1.5
3181,1384,20,4,1.5
3182,1384,21,4,1.5
3183,1384,22,4,1.6
3184,1384,23,4,1.7
3185,1384,24,4,1.8
3186,1384,25,4,2.0
3187,1384,26,4,2.1
3188,1384,27,4,2.2
3189,1384,28,4,2.3
3190,1384,29,4,2.5
3191,1384,30,4,2.6
3192,1384,31,4,2.7
4061,1384,1,5,2.8
4062,1384,2,5,3.0
4063,1384,3,5,3.1
4064,1384,4,5,3.2
4065,1384,5,5,3.3
4066,1384,6,5,3.5
4067,1384,7,5,3.6
4068,1384,8,5,3.7
4069,1384,9,5,3.9
4070,1384,10,5,4.0
4071,1384,11,5,4.1
4072,1384,12,5,4.3
4073,1384,13,5,5.6
4074,1384,14,5,8.9
4075,1384,15,5,11.4
4076,1384,16,5,12.6
4077,1384,17,5,11.4
4078,1384,18,5,10.5
4079,1384,19,5,9.9
4080,1384,20,5,8.8
4081,1384,21,5,6.5
4082,1384,22,5,5.2
4083,1384,23,5,4.3
4084,1384,24,5,3.4
4085,1384,25,5,2.5
4086,1384,26,5,1.6
4087,1384,27,5,1.6
4088,1384,28,5,1.6
4089,1384,29,5,1.6
4090,1384,30,5,1.6
4091,1384,31,5,1.6
4960,1384,1,6,1.6
4961,1384,2,6,1.6
4962,1384,3,6,1.6
4963,1384,4,6,1.6
4964,1384,5,6,1.5
4965,1384,6,6,1.5
4966,1384,7,6,1.5
4967,1384,8,6,1.5
4968,1384,9,6,1.5
4969,1384,10,6,1.5
4970,1384,11,6,1.5
4971,1384,12,6,1.5
4972,1384,13,6,1.5
4973,1384,14,6,1.4
4974,1384,15,6,1.4
4975,1384,16,6,1.4
4976,1384,17,6,1.4
4977,1384,18,6,1.4
4978,1384,19,6,1.4
4979,1384,20,6,1.4
4980,1384,21,6,1.4
4981,1384,22,6,1.4
4982,1384,23,6,1.3
4983,1384,24,6,1.3
4984,1384,25,6,1.3
4985,1384,26,6,1.3
4986,1384,27,6,1.3
4987,1384,28,6,1.3
4988,1384,29,6,1.3
4989,1384,30,6,1.3
4990,1384,31,6,1.2
5859,1384,1,7,1.7
5860,1384,2,7,1.8
5861,1384,3,7,1.6
5862,1384,4,7,1.4
5863,1384,5,7,1.1
5864,1384,6,7,1.2
5865,1384,7,7,1.5
5866,1384,8,7,1.3
5867,1384,9,7,1.5
5868,1384,10,7,1.6
5869,1384,11,7,1.4
5870,1384,12,7,1.3
5871,1384,13,7,1.5
5872,1384,14,7,1.6
5873,1384,15,7,1.9
5874,1384,16,7,1.9
5875,1384,17,7,2.3
5876,1384,18,7,2.2
5877,1384,19,7,1.8
5878,1384,20,7,0.8
5879,1384,21,7,0.6
5880,1384,22,7,0.4
5881,1384,23,7,0.4
5882,1384,24,7,0.3
5883,1384,25,7,0.4
5884,1384,26,7,0.4
5885,1384,27,7,0.4
5886,1384,28,7,0.4
5887,1384,29,7,0.4
5888,1384,30,7,0.4
5889,1384,31,7,
6758,1384,1,8,0.4
6759,1384,2,8,0.4
6760,1384,3,8,0.4
6761,1384,4,8,0.3
6762,1384,5,8,0.2
6763,1384,6,8,0.1
6764,1384,7,8,0.1
6765,1384,8,8,0.1
6766,1384,9,8,0.1
6767,1384,10,8,0.1
6768,1384,11,8,0.1
6769,1384,12,8,0.2
6770,1384,13,8,0.6
6771,1384,14,8,1.0
6772,1384,15,8,2.2
6773,1384,16,8,3.0
6774,1384,17,8,4.0
6775,1384,18,8,5.2
6776,1384,19,8,4.4
6777,1384,20,8,3.2
6778,1384,21,8,2.5
6779,1384,22,8,2.3
6780,1384,23,8,2.4
6781,1384,24,8,3.4
6782,1384,25,8,16.2
6783,1384,26,8,17.9
6784,1384,27,8,19.4
6785,1384,28,8,19.8
6786,1384,29,8,16.2
6787,1384,30,8,12.3
6788,1384,31,8,
7657,1384,1,9,10.5
7658,1384,2,9,8.8
7659,1384,3,9,8.6
7660,1384,4,9,7.3
7661,1384,5,9,6.5
7662,1384,6,9,6.3
7663,1384,7,9,5.8
7664,1384,8,9,6.1
7665,1384,9,9,5.8
7666,1384,10,9,5.6
7667,1384,11,9,5.4
7668,1384,12,9,5.2
7669,1384,13,9,4.3
7670,1384,14,9,3.3
7671,1384,15,9,3.1
7672,1384,16,9,3.1
7673,1384,17,9,2.8
7674,1384,18,9,1.7
7675,1384,19,9,2.0
7676,1384,20,9,2.3
7677,1384,21,9,2.1
7678,1384,22,9,2.5
7679,1384,23,9,2.8
7680,1384,24,9,3.0
7681,1384,25,9,2.6
7682,1384,26,9,2.0
7683,1384,27,9,1.8
7684,1384,28,9,1.8
7685,1384,29,9,2.3
7686,1384,30,9,2.6
7687,1384,31,9,
8556,1384,1,10,2.5
8557,1384,2,10,1.8
8558,1384,3,10,2.0
8559,1384,4,10,2.3
8560,1384,5,10,1.7
8561,1384,6,10,1.5
8562,1384,7,10,1.5
8563,1384,8,10,0.0
8564,1384,9,10,0.0
8565,1384,10,10,0.0
8566,1384,11,10,0.0
8567,1384,12,10,0.0
8568,1384,13,10,0.0
8569,1384,14,10,0.0
8570,1384,15,10,0.0
8571,1384,16,10,0.0
8572,1384,17,10,0.0
8573,1384,18,10,0.0
8574,1384,19,10,0.1
8575,1384,20,10,0.2
8576,1384,21,10,0.2
8577,1384,22,10,0.3
8578,1384,23,10,0.2
8579,1384,24,10,0.4
8580,1384,25,10,0.7
8581,1384,26,10,1.0
8582,1384,27,10,1.4
8583,1384,28,10,1.8
8584,1384,29,10,1.9
8585,1384,30,10,2.1
8586,1384,31,10,
9455,1384,1,11,1.5
9456,1384,2,11,1.1
9457,1384,3,11,1.4
9458,1384,4,11,1.6
9459,1384,5,11,1.9
9460,1384,6,11,2.1
9461,1384,7,11,2.3
9462,1384,8,11,2.6
9463,1384,9,11,2.8
9464,1384,10,11,2.7
9465,1384,11,11,2.6
9466,1384,12,11,2.5
9467,1384,13,11,2.4
9468,1384,14,11,2.3
9469,1384,15,11,3.9
9470,1384,16,11,5.9
9471,1384,17,11,12.0
9472,1384,18,11,18.0
9473,1384,19,11,17.8
9474,1384,20,11,32.5
9475,1384,21,11,41.7
9476,1384,22,11,55.3
9477,1384,23,11,70.3
9478,1384,24,11,40.3
9479,1384,25,11,21.8
9480,1384,26,11,19.1
9481,1384,27,11,17.6
9482,1384,28,11,15.6
9483,1384,29,11,13.7
9484,1384,30,11,12.5
9485,1384,31,11,
10354,1384,1,12,11.6
10355,1384,2,12,10.2
10356,1384,3,12,15.4
10357,1384,4,12,26.4
10358,1384,5,12,31.9
10359,1384,6,12,38.3
10360,1384,7,12,42.2
10361,1384,8,12,45.0
10362,1384,9,12,54.0
10363,1384,10,12,69.6
10364,1384,11,12,74.7
10365,1384,12,12,76.9
10366,1384,13,12,81.5
10367,1384,14,12,81.5
10368,1384,15,12,81.5
10369,1384,16,12,83.1
10370,1384,17,12,80.8
10371,1384,18,12,87.9
10372,1384,19,12,95.3
10373,1384,20,12,101.0
10374,1384,21,12,109.0
10375,1384,22,12,129.0
10376,1384,23,12,134.0
10377,1384,24,12,137.0
10378,1384,25,12,141.0
10379,1384,26,12,145.0
10380,1384,27,12,140.0
10381,1384,28,12,144.0
10382,1384,29,12,128.0
10383,1384,30,12,
10384,1384,31,12,
496,1385,1,1,6.11
497,1385,2,1,6.66
498,1385,3,1,7.08
499,1385,4,1,7.51
500,1385,5,1,8.43
501,1385,6,1,10.4
502,1385,7,1,12.2
503,1385,8,1,10.9
504,1385,9,1,12.4
505,1385,10,1,9.55
506,1385,11,1,9.06
507,1385,12,1,9.22
508,1385,13,1,9.22
509,1385,14,1,9.39
510,1385,15,1,9.55
511,1385,16,1,9.55
512,1385,17,1,10.4
513,1385,18,1,11.8
514,1385,19,1,14.9
515,1385,20,1,37.4
516,1385,21,1,66.1
517,1385,22,1,129.0
518,1385,23,1,154.0
519,1385,24,1,243.0
520,1385,25,1,309.0
521,1385,26,1,358.0
522,1385,27,1,363.0
523,1385,28,1,362.0
524,1385,29,1,396.0
525,1385,30,1,523.0
526,1385,31,1,586.0
1395,1385,1,2,579.0
1396,1385,2,2,536.0
1397,1385,3,2,464.0
1398,1385,4,2,425.0
1399,1385,5,2,394.0
1400,1385,6,2,378.0
1401,1385,7,2,361.0
1402,1385,8,2,333.0
1403,1385,9,2,292.0
1404,1385,10,2,243.0
1405,1385,11,2,181.0
1406,1385,12,2,177.0
1407,1385,13,2,174.0
1408,1385,14,2,170.0
1409,1385,15,2,167.0
1410,1385,16,2,163.0
1411,1385,17,2,160.0
1412,1385,18,2,156.0
1413,1385,19,2,153.0
1414,1385,20,2,149.0
1415,1385,21,2,146.0
1416,1385,22,2,142.0
1417,1385,23,2,139.0
1418,1385,24,2,135.0
1419,1385,25,2,132.0
1420,1385,26,2,128.0
1421,1385,27,2,125.0
1422,1385,28,2,121.0
1423,1385,29,2,118.0
1424,1385,30,2,114.0
1425,1385,31,2,111.0
2294,1385,1,3,107.0
2295,1385,2,3,104.0
2296,1385,3,3,100.0
2297,1385,4,3,96.7
2298,1385,5,3,93.2
2299,1385,6,3,89.6
2300,1385,7,3,86.1
2301,1385,8,3,15.6
2302,1385,9,3,79.1
2303,1385,10,3,75.6
2304,1385,11,3,72.1
2305,1385,12,3,68.6
2306,1385,13,3,65.0
2307,1385,14,3,61.5
2308,1385,15,3,58.0
2309,1385,16,3,54.5
2310,1385,17,3,51.0
2311,1385,18,3,47.5
2312,1385,19,3,44.0
2313,1385,20,3,40.4
2314,1385,21,3,36.9
2315,1385,22,3,33.4
2316,1385,23,3,29.9
2317,1385,24,3,26.4
2318,1385,25,3,22.9
2319,1385,26,3,19.4
2320,1385,27,3,15.8
2321,1385,28,3,12.3
2322,1385,29,3,8.82
2323,1385,30,3,5.3
2324,1385,31,3,1.79
3193,1385,1,4,1.94
3194,1385,2,4,2.09
3195,1385,3,4,2.24
3196,1385,4,4,2.39
3197,1385,5,4,2.54
3198,1385,6,4,2.69
3199,1385,7,4,2.65
3200,1385,8,4,2.62
3201,1385,9,4,2.58
3202,1385,10,4,2.55
3203,1385,11,4,2.51
3204,1385,12,4,2.48
3205,1385,13,4,2.44
3206,1385,14,4,2.41
3207,1385,15,4,2.37
3208,1385,16,4,2.34
3209,1385,17,4,2.3
3210,1385,18,4,2.27
3211,1385,19,4,2.23
3212,1385,20,4,2.19
3213,1385,21,4,2.16
3214,1385,22,4,2.12
3215,1385,23,4,2.09
3216,1385,24,4,2.05
3217,1385,25,4,2.02
3218,1385,26,4,1.98
3219,1385,27,4,1.95
3220,1385,28,4,1.91
3221,1385,29,4,1.88
3222,1385,30,4,1.84
3223,1385,31,4,1.81
4092,1385,1,5,1.77
4093,1385,2,5,1.74
4094,1385,3,5,1.7
4095,1385,4,5,1.69
4096,1385,5,5,1.68
4097,1385,6,5,1.67
4098,1385,7,5,1.66
4099,1385,8,5,1.65
4100,1385,9,5,1.64
4101,1385,10,5,1.63
4102,1385,11,5,1.62
4103,1385,12,5,1.61
4104,1385,13,5,1.6
4105,1385,14,5,1.59
4106,1385,15,5,1.59
4107,1385,16,5,1.58
4108,1385,17,5,1.57
4109,1385,18,5,1.56
4110,1385,19,5,1.55
4111,1385,20,5,1.54
4112,1385,21,5,1.53
4113,1385,22,5,1.52
4114,1385,23,5,1.51
4115,1385,24,5,1.5
4116,1385,25,5,1.49
4117,1385,26,5,1.48
4118,1385,27,5,1.47
4119,1385,28,5,1.46
4120,1385,29,5,1.45
4121,1385,30,5,1.44
4122,1385,31,5,1.43
4991,1385,1,6,1.42
4992,1385,2,6,1.41
4993,1385,3,6,1.4
4994,1385,4,6,1.39
4995,1385,5,6,1.38
4996,1385,6,6,1.38
4997,1385,7,6,1.37
4998,1385,8,6,1.36
4999,1385,9,6,1.35
5000,1385,10,6,1.34
5001,1385,11,6,1.33
5002,1385,12,6,1.32
5003,1385,13,6,1.31
5004,1385,14,6,1.3
5005,1385,15,6,1.29
5006,1385,16,6,1.28
5007,1385,17,6,1.27
5008,1385,18,6,1.28
5009,1385,19,6,1.28
5010,1385,20,6,1.29
5011,1385,21,6,1.3
5012,1385,22,6,1.31
5013,1385,23,6,1.31
5014,1385,24,6,1.32
5015,1385,25,6,1.33
5016,1385,26,6,1.33
5017,1385,27,6,1.34
5018,1385,28,6,1.35
5019,1385,29,6,1.36
5020,1385,30,6,1.36
5021,1385,31,6,1.37
5890,1385,1,7,1.23
5891,1385,2,7,1.22
5892,1385,3,7,1.2
5893,1385,4,7,1.19
5894,1385,5,7,1.18
5895,1385,6,7,1.17
5896,1385,7,7,1.15
5897,1385,8,7,1.14
5898,1385,9,7,1.13
5899,1385,10,7,1.12
5900,1385,11,7,1.1
5901,1385,12,7,1.09
5902,1385,13,7,1.08
5903,1385,14,7,1.07
5904,1385,15,7,1.06
5905,1385,16,7,1.05
5906,1385,17,7,1.03
5907,1385,18,7,1.02
5908,1385,19,7,1.01
5909,1385,20,7,0.999
5910,1385,21,7,0.987
5911,1385,22,7,0.975
5912,1385,23,7,0.964
5913,1385,24,7,0.952
5914,1385,25,7,0.94
5915,1385,26,7,0.928
5916,1385,27,7,0.917
5917,1385,28,7,0.905
5918,1385,29,7,0.893
5919,1385,30,7,0.882
5920,1385,31,7,
6789,1385,1,8,0.87
6790,1385,2,8,0.858
6791,1385,3,8,0.846
6792,1385,4,8,0.835
6793,1385,5,8,0.823
6794,1385,6,8,0.811
6795,1385,7,8,1.88
6796,1385,8,8,4.53
6797,1385,9,8,10.1
6798,1385,10,8,15.4
6799,1385,11,8,20.3
6800,1385,12,8,19.8
6801,1385,13,8,15.8
6802,1385,14,8,13.5
6803,1385,15,8,11.6
6804,1385,16,8,13.9
6805,1385,17,8,8.74
6806,1385,18,8,6.95
6807,1385,19,8,5.72
6808,1385,20,8,4.74
6809,1385,21,8,4.06
6810,1385,22,8,3.14
6811,1385,23,8,3.13
6812,1385,24,8,3.53
6813,1385,25,8,3.85
6814,1385,26,8,4.39
6815,1385,27,8,5.23
6816,1385,28,8,6.53
6817,1385,29,8,9.23
6818,1385,30,8,10.4
6819,1385,31,8,
7688,1385,1,9,12.2
7689,1385,2,9,12.9
7690,1385,3,9,13.3
7691,1385,4,9,12.9
7692,1385,5,9,13.3
7693,1385,6,9,12.6
7694,1385,7,9,12.6
7695,1385,8,9,12.2
7696,1385,9,9,11.8
7697,1385,10,9,11.6
7698,1385,11,9,11.8
7699,1385,12,9,11.6
7700,1385,13,9,11.6
7701,1385,14,9,11.4
7702,1385,15,9,12.2
7703,1385,16,9,12.0
7704,1385,17,9,12.6
7705,1385,18,9,13.3
7706,1385,19,9,12.6
7707,1385,20,9,12.2
7708,1385,21,9,12.8
7709,1385,22,9,12.4
7710,1385,23,9,12.2
7711,1385,24,9,12.0
