,sal,rooz,Month,zarrineh_Debi
10186,1378,19,12,2.2
10187,1378,20,12,2.21
10188,1378,21,12,2.21
10189,1378,22,12,2.22
10190,1378,23,12,2.23
10191,1378,24,12,2.24
10192,1378,25,12,2.24
10193,1378,26,12,2.25
10194,1378,27,12,2.26
10195,1378,28,12,2.27
10196,1378,29,12,2.27
10197,1378,30,12,
10198,1378,31,12,
310,1379,1,1,3.06
311,1379,2,1,13.3
312,1379,3,1,3.06
313,1379,4,1,15.54
314,1379,5,1,15.75
315,1379,6,1,14.54
316,1379,7,1,13.66
317,1379,8,1,10.48
318,1379,9,1,7.3
319,1379,10,1,4.12
320,1379,11,1,4.12
321,1379,12,1,4.12
322,1379,13,1,3.06
323,1379,14,1,3.06
324,1379,15,1,3.06
325,1379,16,1,3.06
326,1379,17,1,3.06
327,1379,18,1,3.06
328,1379,19,1,3.06
329,1379,20,1,3.06
330,1379,21,1,3.06
331,1379,22,1,3.06
332,1379,23,1,3.06
333,1379,24,1,3.06
334,1379,25,1,3.06
335,1379,26,1,3.06
336,1379,27,1,3.06
337,1379,28,1,0.05
338,1379,29,1,0.05
339,1379,30,1,0.05
340,1379,31,1,0.05
1209,1379,1,2,0.05
1210,1379,2,2,0.05
1211,1379,3,2,0.05
1212,1379,4,2,0.05
1213,1379,5,2,0.05
1214,1379,6,2,0.05
1215,1379,7,2,0.05
1216,1379,8,2,0.05
1217,1379,9,2,0.05
1218,1379,10,2,0.05
1219,1379,11,2,0.05
1220,1379,12,2,18.15
1221,1379,13,2,17.63
1222,1379,14,2,12.95
1223,1379,15,2,0.05
1224,1379,16,2,0.05
1225,1379,17,2,0.05
1226,1379,18,2,0.05
1227,1379,19,2,0.05
1228,1379,20,2,0.05
1229,1379,21,2,0.05
1230,1379,22,2,0.05
1231,1379,23,2,0.05
1232,1379,24,2,0.05
1233,1379,25,2,7.03
1234,1379,26,2,14.01
1235,1379,27,2,13.66
1236,1379,28,2,13.3
1237,1379,29,2,10.74
1238,1379,30,2,8.18
1239,1379,31,2,5.62
2108,1379,1,3,3.06
2109,1379,2,3,3.06
2110,1379,3,3,0.05
2111,1379,4,3,0.05
2112,1379,5,3,0.05
2113,1379,6,3,0.05
2114,1379,7,3,7.19
2115,1379,8,3,14.72
2116,1379,9,3,14.72
2117,1379,10,3,13.3
2118,1379,11,3,0.05
2119,1379,12,3,0.05
2120,1379,13,3,0.05
2121,1379,14,3,0.05
2122,1379,15,3,0.05
2123,1379,16,3,0.05
2124,1379,17,3,0.05
2125,1379,18,3,0.05
2126,1379,19,3,0.05
2127,1379,20,3,0.05
2128,1379,21,3,0.05
2129,1379,22,3,0.05
2130,1379,23,3,0.05
2131,1379,24,3,0.05
2132,1379,25,3,0.05
2133,1379,26,3,0.05
2134,1379,27,3,0.05
2135,1379,28,3,0.05
2136,1379,29,3,0.05
2137,1379,30,3,0.05
2138,1379,31,3,0.05
3007,1379,1,4,0.05
3008,1379,2,4,0.05
3009,1379,3,4,0.05
3010,1379,4,4,0.05
3011,1379,5,4,0.05
3012,1379,6,4,0.05
3013,1379,7,4,0.05
3014,1379,8,4,0.05
3015,1379,9,4,0.05
3016,1379,10,4,0.05
3017,1379,11,4,0.05
3018,1379,12,4,0.05
3019,1379,13,4,0.05
3020,1379,14,4,0.05
3021,1379,15,4,0.05
3022,1379,16,4,0.05
3023,1379,17,4,0.05
3024,1379,18,4,0.05
3025,1379,19,4,0.05
3026,1379,20,4,0.05
3027,1379,21,4,0.05
3028,1379,22,4,0.05
3029,1379,23,4,0.05
3030,1379,24,4,0.05
3031,1379,25,4,0.05
3032,1379,26,4,0.05
3033,1379,27,4,0.05
3034,1379,28,4,0.05
3035,1379,29,4,0.05
3036,1379,30,4,0.05
3037,1379,31,4,0.05
3906,1379,1,5,0.05
3907,1379,2,5,0.05
3908,1379,3,5,0.05
3909,1379,4,5,0.05
3910,1379,5,5,0.05
3911,1379,6,5,0.05
3912,1379,7,5,0.05
3913,1379,8,5,0.05
3914,1379,9,5,0.05
3915,1379,10,5,0.05
3916,1379,11,5,0.05
3917,1379,12,5,0.05
3918,1379,13,5,0.05
3919,1379,14,5,0.05
3920,1379,15,5,0.05
3921,1379,16,5,0.05
3922,1379,17,5,0.05
3923,1379,18,5,0.05
3924,1379,19,5,0.05
3925,1379,20,5,0.05
3926,1379,21,5,0.05
3927,1379,22,5,0.05
3928,1379,23,5,0.05
3929,1379,24,5,0.05
3930,1379,25,5,0.05
3931,1379,26,5,0.05
3932,1379,27,5,0.05
3933,1379,28,5,0.05
3934,1379,29,5,0.05
3935,1379,30,5,0.05
3936,1379,31,5,0.05
4805,1379,1,6,0.05
4806,1379,2,6,0.05
4807,1379,3,6,0.05
4808,1379,4,6,0.05
4809,1379,5,6,0.05
4810,1379,6,6,0.05
4811,1379,7,6,0.05
4812,1379,8,6,0.05
4813,1379,9,6,0.05
4814,1379,10,6,0.05
4815,1379,11,6,0.05
4816,1379,12,6,0.05
4817,1379,13,6,0.05
4818,1379,14,6,0.05
4819,1379,15,6,0.05
4820,1379,16,6,0.05
4821,1379,17,6,0.05
4822,1379,18,6,0.05
4823,1379,19,6,0.05
4824,1379,20,6,0.05
4825,1379,21,6,0.05
4826,1379,22,6,0.05
4827,1379,23,6,0.05
4828,1379,24,6,0.05
4829,1379,25,6,0.05
4830,1379,26,6,0.05
4831,1379,27,6,0.05
4832,1379,28,6,0.05
4833,1379,29,6,0.05
4834,1379,30,6,0.05
4835,1379,31,6,0.05
5704,1379,1,7,15.75
5705,1379,2,7,17.29
5706,1379,3,7,18.13
5707,1379,4,7,19.61
5708,1379,5,7,18.47
5709,1379,6,7,17.63
5710,1379,7,7,14.72
5711,1379,8,7,14.01
5712,1379,9,7,13.3
5713,1379,10,7,13.13
5714,1379,11,7,8.63
5715,1379,12,7,4.12
5716,1379,13,7,3.06
5717,1379,14,7,3.0
5718,1379,15,7,2.93
5719,1379,16,7,2.87
5720,1379,17,7,2.8
5721,1379,18,7,2.74
5722,1379,19,7,2.67
5723,1379,20,7,2.61
5724,1379,21,7,2.54
5725,1379,22,7,2.48
5726,1379,23,7,2.41
5727,1379,24,7,2.35
5728,1379,25,7,2.28
5729,1379,26,7,2.22
5730,1379,27,7,2.15
5731,1379,28,7,2.09
5732,1379,29,7,2.02
5733,1379,30,7,1.96
5734,1379,31,7,
6603,1379,1,8,3.06
6604,1379,2,8,3.06
6605,1379,3,8,3.06
6606,1379,4,8,8.89
6607,1379,5,8,14.72
6608,1379,6,8,13.66
6609,1379,7,8,13.13
6610,1379,8,8,12.95
6611,1379,9,8,13.3
6612,1379,10,8,13.3
6613,1379,11,8,4.12
6614,1379,12,8,4.06
6615,1379,13,8,4.0
6616,1379,14,8,3.93
6617,1379,15,8,3.87
6618,1379,16,8,3.81
6619,1379,17,8,3.75
6620,1379,18,8,3.69
6621,1379,19,8,3.62
6622,1379,20,8,3.56
6623,1379,21,8,3.5
6624,1379,22,8,3.44
6625,1379,23,8,3.38
6626,1379,24,8,3.31
6627,1379,25,8,3.25
6628,1379,26,8,3.19
6629,1379,27,8,3.13
6630,1379,28,8,3.07
6631,1379,29,8,3.0
6632,1379,30,8,2.94
6633,1379,31,8,
7502,1379,1,9,2.88
7503,1379,2,9,2.82
7504,1379,3,9,2.76
7505,1379,4,9,2.69
7506,1379,5,9,2.63
7507,1379,6,9,2.57
7508,1379,7,9,2.51
7509,1379,8,9,2.45
7510,1379,9,9,2.38
7511,1379,10,9,2.32
7512,1379,11,9,2.26
7513,1379,12,9,2.2
7514,1379,13,9,2.14
7515,1379,14,9,2.07
7516,1379,15,9,2.01
7517,1379,16,9,1.95
7518,1379,17,9,1.89
7519,1379,18,9,1.83
7520,1379,19,9,1.75
7521,1379,20,9,1.74
7522,1379,21,9,1.74
7523,1379,22,9,1.73
7524,1379,23,9,1.73
7525,1379,24,9,1.72
7526,1379,25,9,1.72
7527,1379,26,9,1.71
7528,1379,27,9,1.71
7529,1379,28,9,1.7
7530,1379,29,9,1.7
7531,1379,30,9,1.69
7532,1379,31,9,
8401,1379,1,10,1.69
8402,1379,2,10,1.68
8403,1379,3,10,1.68
8404,1379,4,10,1.67
8405,1379,5,10,1.67
8406,1379,6,10,1.66
8407,1379,7,10,1.66
8408,1379,8,10,1.65
8409,1379,9,10,1.65
8410,1379,10,10,1.64
8411,1379,11,10,1.63
8412,1379,12,10,1.63
8413,1379,13,10,1.62
8414,1379,14,10,1.62
8415,1379,15,10,1.61
8416,1379,16,10,1.61
8417,1379,17,10,1.6
8418,1379,18,10,1.6
8419,1379,19,10,1.59
8420,1379,20,10,1.59
8421,1379,21,10,1.58
8422,1379,22,10,1.58
8423,1379,23,10,1.57
8424,1379,24,10,1.57
8425,1379,25,10,1.56
8426,1379,26,10,1.56
8427,1379,27,10,1.55
8428,1379,28,10,1.55
8429,1379,29,10,1.54
8430,1379,30,10,1.59
8431,1379,31,10,
9300,1379,1,11,1.64
9301,1379,2,11,1.68
9302,1379,3,11,1.73
9303,1379,4,11,1.78
9304,1379,5,11,1.83
9305,1379,6,11,1.87
9306,1379,7,11,1.92
9307,1379,8,11,1.97
9308,1379,9,11,2.02
9309,1379,10,11,2.06
9310,1379,11,11,2.11
9311,1379,12,11,2.16
9312,1379,13,11,2.21
9313,1379,14,11,2.25
9314,1379,15,11,2.3
9315,1379,16,11,2.35
9316,1379,17,11,2.4
9317,1379,18,11,2.44
9318,1379,19,11,2.49
9319,1379,20,11,2.54
9320,1379,21,11,2.59
9321,1379,22,11,2.63
9322,1379,23,11,2.68
9323,1379,24,11,2.73
9324,1379,25,11,2.78
9325,1379,26,11,2.82
9326,1379,27,11,2.87
9327,1379,28,11,2.92
9328,1379,29,11,2.97
9329,1379,30,11,3.01
9330,1379,31,11,
10199,1379,1,12,3.06
10200,1379,2,12,3.06
10201,1379,3,12,3.06
10202,1379,4,12,3.06
10203,1379,5,12,3.06
10204,1379,6,12,3.06
10205,1379,7,12,3.06
10206,1379,8,12,3.06
10207,1379,9,12,3.06
10208,1379,10,12,3.06
10209,1379,11,12,3.06
10210,1379,12,12,3.06
10211,1379,13,12,3.06
10212,1379,14,12,3.06
10213,1379,15,12,3.06
10214,1379,16,12,3.06
10215,1379,17,12,3.06
10216,1379,18,12,3.06
10217,1379,19,12,3.06
10218,1379,20,12,3.06
10219,1379,21,12,3.06
10220,1379,22,12,3.06
10221,1379,23,12,3.06
10222,1379,24,12,3.06
10223,1379,25,12,3.06
10224,1379,26,12,3.06
10225,1379,27,12,3.06
10226,1379,28,12,13.84
10227,1379,29,12,3.06
10228,1379,30,12,3.06
10229,1379,31,12,
341,1380,1,1,60.0
342,1380,2,1,69.8
343,1380,3,1,92.4
344,1380,4,1,124.0
345,1380,5,1,128.6
346,1380,6,1,124.0
347,1380,7,1,124.0
348,1380,8,1,133.4
349,1380,9,1,130.2
350,1380,10,1,121.0
351,1380,11,1,105.0
352,1380,12,1,92.4
353,1380,13,1,74.4
354,1380,14,1,85.4
355,1380,15,1,115.0
356,1380,16,1,162.4
357,1380,17,1,176.0
358,1380,18,1,177.7
359,1380,19,1,208.73
360,1380,20,1,216.8
361,1380,21,1,220.2
362,1380,22,1,204.9
363,1380,23,1,198.1
364,1380,24,1,193.0
365,1380,25,1,186.2
366,1380,26,1,169.2
367,1380,27,1,157.4
368,1380,28,1,157.4
369,1380,29,1,180.69
370,1380,30,1,213.4
371,1380,31,1,230.6
1240,1380,1,2,230.6
1241,1380,2,2,216.8
1242,1380,3,2,201.5
1243,1380,4,2,189.6
1244,1380,5,2,179.4
1245,1380,6,2,176.0
1246,1380,7,2,160.7
1247,1380,8,2,149.4
1248,1380,9,2,141.4
1249,1380,10,2,143.0
1250,1380,11,2,136.6
1251,1380,12,2,127.0
1252,1380,13,2,118.0
1253,1380,14,2,106.4
1254,1380,15,2,106.4
1255,1380,16,2,103.6
1256,1380,17,2,95.2
1257,1380,18,2,70.9
1258,1380,19,2,65.4
1259,1380,20,2,61.0
1260,1380,21,2,39.5
1261,1380,22,2,34.2
1262,1380,23,2,30.3
1263,1380,24,2,28.5
1264,1380,25,2,23.17
1265,1380,26,2,18.63
1266,1380,27,2,13.7
1267,1380,28,2,8.76
1268,1380,29,2,3.83
1269,1380,30,2,3.85
1270,1380,31,2,3.87
2139,1380,1,3,3.9
2140,1380,2,3,3.92
2141,1380,3,3,3.94
2142,1380,4,3,3.96
2143,1380,5,3,3.98
2144,1380,6,3,4.0
2145,1380,7,3,4.02
2146,1380,8,3,4.04
2147,1380,9,3,4.06
2148,1380,10,3,4.08
2149,1380,11,3,4.11
2150,1380,12,3,4.13
2151,1380,13,3,4.15
2152,1380,14,3,4.17
2153,1380,15,3,4.19
2154,1380,16,3,4.21
2155,1380,17,3,4.23
2156,1380,18,3,4.25
2157,1380,19,3,4.27
2158,1380,20,3,4.29
2159,1380,21,3,4.32
2160,1380,22,3,4.34
2161,1380,23,3,4.36
2162,1380,24,3,4.38
2163,1380,25,3,4.4
2164,1380,26,3,4.42
2165,1380,27,3,4.29
2166,1380,28,3,4.18
2167,1380,29,3,4.07
2168,1380,30,3,3.96
2169,1380,31,3,3.84
3038,1380,1,4,3.73
3039,1380,2,4,3.62
3040,1380,3,4,3.5
3041,1380,4,4,3.39
3042,1380,5,4,3.28
3043,1380,6,4,3.16
3044,1380,7,4,3.05
3045,1380,8,4,2.94
3046,1380,9,4,2.83
3047,1380,10,4,2.71
3048,1380,11,4,2.6
3049,1380,12,4,2.49
3050,1380,13,4,2.37
3051,1380,14,4,2.26
3052,1380,15,4,2.15
3053,1380,16,4,2.03
3054,1380,17,4,1.92
3055,1380,18,4,1.81
3056,1380,19,4,1.7
3057,1380,20,4,1.58
3058,1380,21,4,1.47
3059,1380,22,4,1.36
3060,1380,23,4,1.24
3061,1380,24,4,1.13
3062,1380,25,4,1.12
3063,1380,26,4,1.1
3064,1380,27,4,1.08
3065,1380,28,4,1.06
3066,1380,29,4,1.04
3067,1380,30,4,1.02
3068,1380,31,4,1.0
3937,1380,1,5,0.99
3938,1380,2,5,0.97
3939,1380,3,5,0.95
3940,1380,4,5,0.93
3941,1380,5,5,0.91
3942,1380,6,5,0.89
3943,1380,7,5,0.87
3944,1380,8,5,0.85
3945,1380,9,5,0.83
3946,1380,10,5,0.81
3947,1380,11,5,0.8
3948,1380,12,5,0.78
3949,1380,13,5,0.76
3950,1380,14,5,0.74
3951,1380,15,5,0.72
3952,1380,16,5,0.7
3953,1380,17,5,0.68
3954,1380,18,5,0.66
3955,1380,19,5,0.64
3956,1380,20,5,0.62
3957,1380,21,5,0.61
3958,1380,22,5,0.59
3959,1380,23,5,0.57
3960,1380,24,5,0.55
3961,1380,25,5,0.53
3962,1380,26,5,0.51
3963,1380,27,5,0.51
3964,1380,28,5,0.52
3965,1380,29,5,0.52
3966,1380,30,5,0.53
3967,1380,31,5,0.53
4836,1380,1,6,0.54
4837,1380,2,6,0.54
4838,1380,3,6,0.55
4839,1380,4,6,0.55
4840,1380,5,6,0.56
4841,1380,6,6,0.56
4842,1380,7,6,0.57
4843,1380,8,6,0.57
4844,1380,9,6,0.58
4845,1380,10,6,0.58
4846,1380,11,6,0.59
4847,1380,12,6,0.59
4848,1380,13,6,0.6
4849,1380,14,6,0.6
4850,1380,15,6,0.61
4851,1380,16,6,0.61
4852,1380,17,6,0.62
4853,1380,18,6,0.62
4854,1380,19,6,0.63
4855,1380,20,6,0.63
4856,1380,21,6,0.64
4857,1380,22,6,0.64
4858,1380,23,6,0.65
4859,1380,24,6,0.65
4860,1380,25,6,0.66
4861,1380,26,6,0.66
4862,1380,27,6,0.72
4863,1380,28,6,0.79
4864,1380,29,6,0.85
4865,1380,30,6,0.92
4866,1380,31,6,0.98
5735,1380,1,7,0.0
5736,1380,2,7,0.0
5737,1380,3,7,0.0
5738,1380,4,7,0.0
5739,1380,5,7,0.0
5740,1380,6,7,0.0
5741,1380,7,7,0.0
5742,1380,8,7,0.0
5743,1380,9,7,0.0
5744,1380,10,7,0.0
5745,1380,11,7,0.0
5746,1380,12,7,0.0
5747,1380,13,7,0.0
5748,1380,14,7,0.0
5749,1380,15,7,0.0
5750,1380,16,7,0.0
5751,1380,17,7,0.0
5752,1380,18,7,0.0
5753,1380,19,7,0.0
5754,1380,20,7,0.0
5755,1380,21,7,0.0
5756,1380,22,7,0.0
5757,1380,23,7,0.0
5758,1380,24,7,0.0
5759,1380,25,7,0.0
5760,1380,26,7,0.0
5761,1380,27,7,0.0
5762,1380,28,7,0.0
5763,1380,29,7,0.0
5764,1380,30,7,0.0
5765,1380,31,7,
6634,1380,1,8,0.0
6635,1380,2,8,0.0
6636,1380,3,8,0.0
6637,1380,4,8,0.0
6638,1380,5,8,0.0
6639,1380,6,8,0.0
6640,1380,7,8,0.0
6641,1380,8,8,0.0
6642,1380,9,8,0.0
6643,1380,10,8,0.0
6644,1380,11,8,0.0
6645,1380,12,8,0.0
6646,1380,13,8,0.0
6647,1380,14,8,0.0
6648,1380,15,8,0.0
6649,1380,16,8,0.0
6650,1380,17,8,0.0
6651,1380,18,8,0.0
6652,1380,19,8,0.0
6653,1380,20,8,0.0
6654,1380,21,8,0.0
6655,1380,22,8,0.0
6656,1380,23,8,0.03
6657,1380,24,8,0.07
6658,1380,25,8,0.0
6659,1380,26,8,0.0
6660,1380,27,8,0.0
6661,1380,28,8,0.11
6662,1380,29,8,0.14
6663,1380,30,8,0.18
6664,1380,31,8,
7533,1380,1,9,0.21
7534,1380,2,9,0.25
7535,1380,3,9,0.29
7536,1380,4,9,0.32
7537,1380,5,9,0.36
7538,1380,6,9,0.39
7539,1380,7,9,0.43
7540,1380,8,9,0.47
7541,1380,9,9,0.5
7542,1380,10,9,0.54
7543,1380,11,9,0.57
7544,1380,12,9,0.61
7545,1380,13,9,0.66
7546,1380,14,9,0.69
7547,1380,15,9,0.73
7548,1380,16,9,0.76
7549,1380,17,9,0.79
7550,1380,18,9,0.83
7551,1380,19,9,0.86
7552,1380,20,9,0.9
7553,1380,21,9,0.93
7554,1380,22,9,0.96
7555,1380,23,9,1.0
7556,1380,24,9,1.03
7557,1380,25,9,1.07
7558,1380,26,9,1.1
7559,1380,27,9,1.13
7560,1380,28,9,1.17
7561,1380,29,9,1.2
7562,1380,30,9,1.24
7563,1380,31,9,
8432,1380,1,10,1.27
8433,1380,2,10,1.3
8434,1380,3,10,1.34
8435,1380,4,10,1.37
8436,1380,5,10,1.41
8437,1380,6,10,1.44
8438,1380,7,10,1.47
8439,1380,8,10,1.51
8440,1380,9,10,1.54
8441,1380,10,10,1.58
8442,1380,11,10,4.56
8443,1380,12,10,6.51
8444,1380,13,10,7.74
8445,1380,14,10,4.56
8446,1380,15,10,3.0
8447,1380,16,10,3.0
8448,1380,17,10,3.0
8449,1380,18,10,6.51
8450,1380,19,10,14.11
8451,1380,20,10,12.82
8452,1380,21,10,10.26
8453,1380,22,10,8.58
8454,1380,23,10,4.56
8455,1380,24,10,1.61
8456,1380,25,10,1.64
8457,1380,26,10,1.68
8458,1380,27,10,1.71
8459,1380,28,10,1.75
8460,1380,29,10,1.78
8461,1380,30,10,1.77
8462,1380,31,10,
9331,1380,1,11,1.8
9332,1380,2,11,1.81
9333,1380,3,11,1.83
9334,1380,4,11,1.84
9335,1380,5,11,1.86
9336,1380,6,11,1.87
9337,1380,7,11,1.88
9338,1380,8,11,1.9
9339,1380,9,11,1.91
9340,1380,10,11,1.93
9341,1380,11,11,1.94
9342,1380,12,11,1.95
9343,1380,13,11,1.97
9344,1380,14,11,1.98
9345,1380,15,11,2.0
9346,1380,16,11,2.01
9347,1380,17,11,2.02
9348,1380,18,11,2.04
9349,1380,19,11,2.05
9350,1380,20,11,2.07
9351,1380,21,11,2.08
9352,1380,22,11,2.09
9353,1380,23,11,2.11
9354,1380,24,11,2.12
9355,1380,25,11,2.14
9356,1380,26,11,2.15
9357,1380,27,11,4.88
9358,1380,28,11,7.6
9359,1380,29,11,10.33
9360,1380,30,11,13.05
9361,1380,31,11,
10230,1380,1,12,15.78
10231,1380,2,12,18.5
10232,1380,3,12,21.23
10233,1380,4,12,23.95
10234,1380,5,12,26.68
10235,1380,6,12,29.4
10236,1380,7,12,28.5
10237,1380,8,12,28.5
10238,1380,9,12,29.1
10239,1380,10,12,29.1
10240,1380,11,12,29.7
10241,1380,12,12,29.7
10242,1380,13,12,29.1
10243,1380,14,12,29.1
10244,1380,15,12,29.4
10245,1380,16,12,33.75
10246,1380,17,12,32.4
10247,1380,18,12,31.5
10248,1380,19,12,30.6
10249,1380,20,12,29.1
10250,1380,21,12,29.1
10251,1380,22,12,28.8
10252,1380,23,12,29.1
10253,1380,24,12,29.1
10254,1380,25,12,34.2
10255,1380,26,12,38.8
10256,1380,27,12,42.3
10257,1380,28,12,49.4
10258,1380,29,12,55.0
10259,1380,30,12,
10260,1380,31,12,
372,1381,1,1,318.0
373,1381,2,1,362.0
374,1381,3,1,376.0
375,1381,4,1,300.0
376,1381,5,1,258.0
377,1381,6,1,230.2
378,1381,7,1,290.0
379,1381,8,1,411.4
380,1381,9,1,455.2
381,1381,10,1,403.0
382,1381,11,1,344.0
383,1381,12,1,309.0
384,1381,13,1,283.0
385,1381,14,1,306.0
386,1381,15,1,332.0
387,1381,16,1,360.9
388,1381,17,1,430.5
389,1381,18,1,583.2
390,1381,19,1,731.0
391,1381,20,1,22.3
392,1381,21,1,
393,1381,22,1,
394,1381,23,1,994.8
395,1381,24,1,813.3
396,1381,25,1,662.4
397,1381,26,1,572.0
398,1381,27,1,498.0
399,1381,28,1,581.6
400,1381,29,1,506.0
401,1381,30,1,472.4
402,1381,31,1,406.0
1271,1381,1,2,382.0
1272,1381,2,2,397.0
1273,1381,3,2,451.2
1274,1381,4,2,403.0
1275,1381,5,2,379.0
1276,1381,6,2,373.0
1277,1381,7,2,385.0
1278,1381,8,2,483.2
1279,1381,9,2,601.0
1280,1381,10,2,656.6
1281,1381,11,2,687.6
1282,1381,12,2,421.0
1283,1381,13,2,376.0
1284,1381,14,2,340.0
1285,1381,15,2,318.0
1286,1381,16,2,303.0
1287,1381,17,2,305.0
1288,1381,18,2,281.0
1289,1381,19,2,238.0
1290,1381,20,2,206.0
1291,1381,21,2,168.0
1292,1381,22,2,142.0
1293,1381,23,2,114.0
1294,1381,24,2,110.4
1295,1381,25,2,99.6
1296,1381,26,2,93.6
1297,1381,27,2,82.0
1298,1381,28,2,72.0
1299,1381,29,2,68.0
1300,1381,30,2,57.8
1301,1381,31,2,54.0
2170,1381,1,3,50.3
2171,1381,2,3,49.0
2172,1381,3,3,49.0
2173,1381,4,3,43.6
2174,1381,5,3,38.5
2175,1381,6,3,42.5
2176,1381,7,3,57.8
2177,1381,8,3,66.3
2178,1381,9,3,71.0
2179,1381,10,3,71.0
2180,1381,11,3,85.2
2181,1381,12,3,99.6
2182,1381,13,3,96.0
2183,1381,14,3,78.8
2184,1381,15,3,57.8
2185,1381,16,3,47.0
2186,1381,17,3,47.0
2187,1381,18,3,38.5
2188,1381,19,3,31.1
2189,1381,20,3,16.6
2190,1381,21,3,8.3
2191,1381,22,3,8.3
2192,1381,23,3,8.3
2193,1381,24,3,8.2
2194,1381,25,3,8.2
2195,1381,26,3,8.1
2196,1381,27,3,8.0
2197,1381,28,3,7.9
2198,1381,29,3,7.9
2199,1381,30,3,7.8
2200,1381,31,3,7.7
3069,1381,1,4,7.6
3070,1381,2,4,7.6
3071,1381,3,4,7.5
3072,1381,4,4,7.4
3073,1381,5,4,7.3
3074,1381,6,4,7.3
3075,1381,7,4,7.2
3076,1381,8,4,7.1
3077,1381,9,4,7.0
3078,1381,10,4,7.0
3079,1381,11,4,6.9
3080,1381,12,4,6.8
3081,1381,13,4,6.8
3082,1381,14,4,6.7
3083,1381,15,4,6.6
3084,1381,16,4,6.5
3085,1381,17,4,6.5
3086,1381,18,4,6.4
3087,1381,19,4,6.3
3088,1381,20,4,6.2
3089,1381,21,4,6.2
3090,1381,22,4,6.1
3091,1381,23,4,6.0
3092,1381,24,4,5.9
3093,1381,25,4,5.9
3094,1381,26,4,5.8
3095,1381,27,4,5.7
3096,1381,28,4,5.6
3097,1381,29,4,5.6
3098,1381,30,4,5.5
3099,1381,31,4,5.4
3968,1381,1,5,5.4
3969,1381,2,5,5.3
3970,1381,3,5,5.2
3971,1381,4,5,5.1
3972,1381,5,5,5.1
3973,1381,6,5,5.0
3974,1381,7,5,4.9
3975,1381,8,5,4.8
3976,1381,9,5,4.8
3977,1381,10,5,4.7
3978,1381,11,5,4.6
3979,1381,12,5,4.5
3980,1381,13,5,4.5
3981,1381,14,5,4.4
3982,1381,15,5,4.3
3983,1381,16,5,4.2
3984,1381,17,5,3.2
3985,1381,18,5,4.1
3986,1381,19,5,4.0
3987,1381,20,5,3.9
3988,1381,21,5,3.9
3989,1381,22,5,3.8
3990,1381,23,5,3.7
3991,1381,24,5,3.7
3992,1381,25,5,3.6
3993,1381,26,5,3.5
3994,1381,27,5,3.4
3995,1381,28,5,3.4
3996,1381,29,5,3.3
3997,1381,30,5,3.2
3998,1381,31,5,3.1
4867,1381,1,6,3.0
4868,1381,2,6,3.0
4869,1381,3,6,3.0
4870,1381,4,6,3.0
4871,1381,5,6,2.9
4872,1381,6,6,2.9
4873,1381,7,6,2.9
4874,1381,8,6,2.8
4875,1381,9,6,2.8
4876,1381,10,6,2.8
4877,1381,11,6,2.3
4878,1381,12,6,2.7
4879,1381,13,6,2.7
4880,1381,14,6,2.7
4881,1381,15,6,2.6
4882,1381,16,6,2.6
4883,1381,17,6,2.6
4884,1381,18,6,2.5
4885,1381,19,6,2.5
4886,1381,20,6,2.5
4887,1381,21,6,2.5
4888,1381,22,6,2.4
4889,1381,23,6,2.4
4890,1381,24,6,2.4
4891,1381,25,6,2.3
4892,1381,26,6,2.3
4893,1381,27,6,2.3
4894,1381,28,6,2.5
4895,1381,29,6,2.2
4896,1381,30,6,2.3
4897,1381,31,6,2.5
5766,1381,1,7,1.9
5767,1381,2,7,2.0
5768,1381,3,7,2.0
5769,1381,4,7,2.0
5770,1381,5,7,2.1
5771,1381,6,7,2.1
5772,1381,7,7,2.2
5773,1381,8,7,2.2
5774,1381,9,7,2.2
5775,1381,10,7,2.3
5776,1381,11,7,2.3
5777,1381,12,7,2.4
5778,1381,13,7,2.4
5779,1381,14,7,2.4
5780,1381,15,7,2.5
5781,1381,16,7,2.5
5782,1381,17,7,2.5
5783,1381,18,7,2.6
5784,1381,19,7,2.6
5785,1381,20,7,2.7
5786,1381,21,7,2.7
5787,1381,22,7,2.7
5788,1381,23,7,2.8
5789,1381,24,7,2.8
5790,1381,25,7,2.8
5791,1381,26,7,2.9
5792,1381,27,7,2.9
5793,1381,28,7,3.0
5794,1381,29,7,3.0
5795,1381,30,7,3.0
5796,1381,31,7,
6665,1381,1,8,3.1
6666,1381,2,8,3.1
6667,1381,3,8,3.1
6668,1381,4,8,3.2
6669,1381,5,8,3.2
6670,1381,6,8,3.3
6671,1381,7,8,3.3
6672,1381,8,8,3.3
6673,1381,9,8,3.4
6674,1381,10,8,3.4
6675,1381,11,8,3.4
6676,1381,12,8,3.4
6677,1381,13,8,3.5
6678,1381,14,8,3.5
6679,1381,15,8,3.5
6680,1381,16,8,3.6
6681,1381,17,8,3.6
6682,1381,18,8,3.6
6683,1381,19,8,3.7
6684,1381,20,8,3.7
6685,1381,21,8,3.7
6686,1381,22,8,3.8
6687,1381,23,8,3.8
6688,1381,24,8,3.8
6689,1381,25,8,3.9
6690,1381,26,8,3.9
6691,1381,27,8,3.9
6692,1381,28,8,4.0
6693,1381,29,8,4.0
6694,1381,30,8,4.0
6695,1381,31,8,
7564,1381,1,9,4.1
7565,1381,2,9,4.1
7566,1381,3,9,4.1
7567,1381,4,9,4.2
