,sal,rooz,Month,nazloo_Debi
13542,1366,27,7,3.05
13543,1366,28,7,2.65
13544,1366,29,7,3.45
13545,1366,30,7,3.85
13546,1366,31,7,
15593,1366,1,8,3.45
15594,1366,2,8,3.45
15595,1366,3,8,4.25
15596,1366,4,8,6.8
15597,1366,5,8,4.65
15598,1366,6,8,4.25
15599,1366,7,8,4.25
15600,1366,8,8,21.28
15601,1366,9,8,11.2
15602,1366,10,8,9.55
15603,1366,11,8,11.75
15604,1366,12,8,34.5
15605,1366,13,8,16.47
15606,1366,14,8,15.12
15607,1366,15,8,10.65
15608,1366,16,8,10.65
15609,1366,17,8,11.2
15610,1366,18,8,11.2
15611,1366,19,8,11.2
15612,1366,20,8,11.2
15613,1366,21,8,10.65
15614,1366,22,8,9.0
15615,1366,23,8,8.45
15616,1366,24,8,9.0
15617,1366,25,8,9.0
15618,1366,26,8,8.45
15619,1366,27,8,8.45
15620,1366,28,8,7.35
15621,1366,29,8,7.35
15622,1366,30,8,7.35
15623,1366,31,8,
17670,1366,1,9,6.8
17671,1366,2,9,6.8
17672,1366,3,9,6.25
17673,1366,4,9,5.85
17674,1366,5,9,5.85
17675,1366,6,9,5.85
17676,1366,7,9,5.05
17677,1366,8,9,4.65
17678,1366,9,9,4.25
17679,1366,10,9,4.25
17680,1366,11,9,4.25
17681,1366,12,9,4.25
17682,1366,13,9,3.85
17683,1366,14,9,3.85
17684,1366,15,9,3.45
17685,1366,16,9,3.85
17686,1366,17,9,3.85
17687,1366,18,9,3.45
17688,1366,19,9,3.85
17689,1366,20,9,3.85
17690,1366,21,9,15.28
17691,1366,22,9,10.1
17692,1366,23,9,9.0
17693,1366,24,9,6.8
17694,1366,25,9,5.45
17695,1366,26,9,5.05
17696,1366,27,9,4.65
17697,1366,28,9,17.71
17698,1366,29,9,19.27
17699,1366,30,9,13.77
17700,1366,31,9,
19747,1366,1,10,15.8
19748,1366,2,10,15.12
19749,1366,3,10,14.45
19750,1366,4,10,15.12
19751,1366,5,10,14.45
19752,1366,6,10,14.45
19753,1366,7,10,13.77
19754,1366,8,10,13.77
19755,1366,9,10,11.2
19756,1366,10,10,9.55
19757,1366,11,10,9.55
19758,1366,12,10,9.55
19759,1366,13,10,9.0
19760,1366,14,10,8.45
19761,1366,15,10,8.45
19762,1366,16,10,7.35
19763,1366,17,10,7.9
19764,1366,18,10,6.8
19765,1366,19,10,6.8
19766,1366,20,10,6.8
19767,1366,21,10,6.25
19768,1366,22,10,6.8
19769,1366,23,10,6.8
19770,1366,24,10,6.25
19771,1366,25,10,5.85
19772,1366,26,10,6.8
19773,1366,27,10,6.25
19774,1366,28,10,5.85
19775,1366,29,10,5.45
19776,1366,30,10,6.25
19777,1366,31,10,
21824,1366,1,11,6.8
21825,1366,2,11,6.8
21826,1366,3,11,6.8
21827,1366,4,11,7.35
21828,1366,5,11,6.8
21829,1366,6,11,7.35
21830,1366,7,11,7.35
21831,1366,8,11,7.35
21832,1366,9,11,7.35
21833,1366,10,11,7.35
21834,1366,11,11,6.8
21835,1366,12,11,7.9
21836,1366,13,11,7.9
21837,1366,14,11,7.9
21838,1366,15,11,7.9
21839,1366,16,11,7.9
21840,1366,17,11,6.8
21841,1366,18,11,6.8
21842,1366,19,11,6.25
21843,1366,20,11,6.8
21844,1366,21,11,7.35
21845,1366,22,11,6.8
21846,1366,23,11,7.35
21847,1366,24,11,7.9
21848,1366,25,11,7.35
21849,1366,26,11,8.45
21850,1366,27,11,7.9
21851,1366,28,11,8.45
21852,1366,29,11,7.9
21853,1366,30,11,8.45
21854,1366,31,11,
23901,1366,1,12,8.45
23902,1366,2,12,8.45
23903,1366,3,12,8.45
23904,1366,4,12,9.0
23905,1366,5,12,8.45
23906,1366,6,12,9.65
23907,1366,7,12,10.65
23908,1366,8,12,10.1
23909,1366,9,12,11.2
23910,1366,10,12,11.75
23911,1366,11,12,16.86
23912,1366,12,12,28.87
23913,1366,13,12,46.66
23914,1366,14,12,35.92
23915,1366,15,12,35.0
23916,1366,16,12,32.37
23917,1366,17,12,23.15
23918,1366,18,12,23.15
23919,1366,19,12,23.92
23920,1366,20,12,23.92
23921,1366,21,12,24.7
23922,1366,22,12,26.25
23923,1366,23,12,24.7
23924,1366,24,12,23.92
23925,1366,25,12,25.47
23926,1366,26,12,24.7
23927,1366,27,12,27.12
23928,1366,28,12,28.87
23929,1366,29,12,29.75
23930,1366,30,12,34.12
23931,1366,31,12,
1085,1367,1,1,15.44
1086,1367,2,1,15.96
1087,1367,3,1,15.96
1088,1367,4,1,16.48
1089,1367,5,1,17.0
1090,1367,6,1,19.1
1091,1367,7,1,19.1
1092,1367,8,1,17.7
1093,1367,9,1,17.7
1094,1367,10,1,16.48
1095,1367,11,1,14.92
1096,1367,12,1,14.4
1097,1367,13,1,9.07
1098,1367,14,1,12.84
1099,1367,15,1,16.48
1100,1367,16,1,15.44
1101,1367,17,1,15.96
1102,1367,18,1,19.8
1103,1367,19,1,15.44
1104,1367,20,1,25.62
1105,1367,21,1,25.6
1106,1367,22,1,29.6
1107,1367,23,1,27.2
1108,1367,24,1,28.8
1109,1367,25,1,31.2
1110,1367,26,1,28.0
1111,1367,27,1,28.8
1112,1367,28,1,28.0
1113,1367,29,1,28.8
1114,1367,30,1,28.0
1115,1367,31,1,28.8
3162,1367,1,2,28.0
3163,1367,2,2,29.6
3164,1367,3,2,29.6
3165,1367,4,2,30.4
3166,1367,5,2,29.6
3167,1367,6,2,27.2
3168,1367,7,2,27.2
3169,1367,8,2,26.4
3170,1367,9,2,28.0
3171,1367,10,2,27.2
3172,1367,11,2,28.0
3173,1367,12,2,27.2
3174,1367,13,2,27.2
3175,1367,14,2,27.2
3176,1367,15,2,33.78
3177,1367,16,2,28.8
3178,1367,17,2,33.0
3179,1367,18,2,29.6
3180,1367,19,2,24.0
3181,1367,20,2,21.2
3182,1367,21,2,16.48
3183,1367,22,2,21.9
3184,1367,23,2,20.5
3185,1367,24,2,19.1
3186,1367,25,2,19.8
3187,1367,26,2,17.7
3188,1367,27,2,17.7
3189,1367,28,2,19.1
3190,1367,29,2,18.4
3191,1367,30,2,19.1
3192,1367,31,2,14.92
5239,1367,1,3,14.4
5240,1367,2,3,13.88
5241,1367,3,3,12.32
5242,1367,4,3,11.8
5243,1367,5,3,13.36
5244,1367,6,3,11.02
5245,1367,7,3,10.63
5246,1367,8,3,10.24
5247,1367,9,3,10.24
5248,1367,10,3,9.85
5249,1367,11,3,8.29
5250,1367,12,3,7.63
5251,1367,13,3,7.63
5252,1367,14,3,7.63
5253,1367,15,3,7.09
5254,1367,16,3,7.36
5255,1367,17,3,7.09
5256,1367,18,3,5.2
5257,1367,19,3,4.6
5258,1367,20,3,4.2
5259,1367,21,3,4.4
5260,1367,22,3,3.8
5261,1367,23,3,3.8
5262,1367,24,3,3.6
5263,1367,25,3,3.4
5264,1367,26,3,3.06
5265,1367,27,3,2.92
5266,1367,28,3,2.92
5267,1367,29,3,2.78
5268,1367,30,3,2.08
5269,1367,31,3,1.6
7316,1367,1,4,1.6
7317,1367,2,4,1.7
7318,1367,3,4,1.5
7319,1367,4,4,1.5
7320,1367,5,4,1.6
7321,1367,6,4,1.6
7322,1367,7,4,1.7
7323,1367,8,4,1.7
7324,1367,9,4,1.7
7325,1367,10,4,1.6
7326,1367,11,4,1.3
7327,1367,12,4,0.8
7328,1367,13,4,0.07
7329,1367,14,4,0.07
7330,1367,15,4,0.07
7331,1367,16,4,0.07
7332,1367,17,4,0.07
7333,1367,18,4,0.07
7334,1367,19,4,0.07
7335,1367,20,4,0.07
7336,1367,21,4,0.07
7337,1367,22,4,0.07
7338,1367,23,4,0.07
7339,1367,24,4,0.07
7340,1367,25,4,0.07
7341,1367,26,4,0.07
7342,1367,27,4,0.07
7343,1367,28,4,0.07
7344,1367,29,4,0.07
7345,1367,30,4,0.07
7346,1367,31,4,0.07
9393,1367,1,5,0.07
9394,1367,2,5,0.07
9395,1367,3,5,0.07
9396,1367,4,5,0.07
9397,1367,5,5,0.07
9398,1367,6,5,0.07
9399,1367,7,5,0.07
9400,1367,8,5,0.07
9401,1367,9,5,0.07
9402,1367,10,5,0.07
9403,1367,11,5,0.07
9404,1367,12,5,0.07
9405,1367,13,5,0.07
9406,1367,14,5,0.07
9407,1367,15,5,0.07
9408,1367,16,5,0.07
9409,1367,17,5,0.07
9410,1367,18,5,0.07
9411,1367,19,5,0.07
9412,1367,20,5,0.07
9413,1367,21,5,0.07
9414,1367,22,5,0.07
9415,1367,23,5,0.07
9416,1367,24,5,0.07
9417,1367,25,5,0.07
9418,1367,26,5,0.07
9419,1367,27,5,2.64
9420,1367,28,5,5.0
9421,1367,29,5,2.64
9422,1367,30,5,2.22
9423,1367,31,5,2.08
11470,1367,1,6,1.8
11471,1367,2,6,2.92
11472,1367,3,6,2.64
11473,1367,4,6,2.5
11474,1367,5,6,
11475,1367,6,6,
11476,1367,7,6,
11477,1367,8,6,
11478,1367,9,6,
11479,1367,10,6,
11480,1367,11,6,
11481,1367,12,6,
11482,1367,13,6,
11483,1367,14,6,
11484,1367,15,6,
11485,1367,16,6,
11486,1367,17,6,
11487,1367,18,6,
11488,1367,19,6,
11489,1367,20,6,
11490,1367,21,6,
11491,1367,22,6,
11492,1367,23,6,
11493,1367,24,6,
11494,1367,25,6,
11495,1367,26,6,
11496,1367,27,6,0.06
11497,1367,28,6,0.06
11498,1367,29,6,0.06
11499,1367,30,6,0.06
11500,1367,31,6,0.06
13547,1367,1,7,1.84
13548,1367,2,7,1.48
13549,1367,3,7,1.48
13550,1367,4,7,2.2
13551,1367,5,7,1.84
13552,1367,6,7,3.28
13553,1367,7,7,2.56
13554,1367,8,7,2.92
13555,1367,9,7,2.56
13556,1367,10,7,2.2
13557,1367,11,7,2.2
13558,1367,12,7,2.2
13559,1367,13,7,2.56
13560,1367,14,7,2.56
13561,1367,15,7,2.92
13562,1367,16,7,2.56
13563,1367,17,7,3.28
13564,1367,18,7,2.92
13565,1367,19,7,3.28
13566,1367,20,7,3.28
13567,1367,21,7,2.92
13568,1367,22,7,2.92
13569,1367,23,7,3.28
13570,1367,24,7,8.49
13571,1367,25,7,6.28
13572,1367,26,7,6.28
13573,1367,27,7,9.85
13574,1367,28,7,8.68
13575,1367,29,7,6.55
13576,1367,30,7,6.55
13577,1367,31,7,
15624,1367,1,8,6.28
15625,1367,2,8,6.55
15626,1367,3,8,6.55
15627,1367,4,8,6.82
15628,1367,5,8,7.63
15629,1367,6,8,6.82
15630,1367,7,8,6.82
15631,1367,8,8,6.82
15632,1367,9,8,6.82
15633,1367,10,8,6.82
15634,1367,11,8,6.82
15635,1367,12,8,6.55
15636,1367,13,8,6.55
15637,1367,14,8,6.28
15638,1367,15,8,5.47
15639,1367,16,8,6.28
15640,1367,17,8,6.82
15641,1367,18,8,7.36
15642,1367,19,8,6.55
15643,1367,20,8,7.09
15644,1367,21,8,6.28
15645,1367,22,8,6.01
15646,1367,23,8,6.28
15647,1367,24,8,5.47
15648,1367,25,8,6.28
15649,1367,26,8,6.01
15650,1367,27,8,5.74
15651,1367,28,8,6.01
15652,1367,29,8,6.01
15653,1367,30,8,5.74
15654,1367,31,8,
17701,1367,1,9,6.01
17702,1367,2,9,6.01
17703,1367,3,9,6.01
17704,1367,4,9,6.28
17705,1367,5,9,7.63
17706,1367,6,9,7.63
17707,1367,7,9,7.63
17708,1367,8,9,7.9
17709,1367,9,9,7.36
17710,1367,10,9,7.63
17711,1367,11,9,7.63
17712,1367,12,9,7.9
17713,1367,13,9,7.9
17714,1367,14,9,7.63
17715,1367,15,9,7.9
17716,1367,16,9,7.9
17717,1367,17,9,7.9
17718,1367,18,9,7.63
17719,1367,19,9,7.63
17720,1367,20,9,7.63
17721,1367,21,9,7.9
17722,1367,22,9,7.63
17723,1367,23,9,7.63
17724,1367,24,9,7.9
17725,1367,25,9,7.9
17726,1367,26,9,7.9
17727,1367,27,9,7.36
17728,1367,28,9,7.9
17729,1367,29,9,7.09
17730,1367,30,9,6.82
17731,1367,31,9,
19778,1367,1,10,6.82
19779,1367,2,10,6.82
19780,1367,3,10,6.82
19781,1367,4,10,7.09
19782,1367,5,10,7.36
19783,1367,6,10,7.63
19784,1367,7,10,7.09
19785,1367,8,10,7.09
19786,1367,9,10,7.36
19787,1367,10,10,7.09
19788,1367,11,10,6.82
19789,1367,12,10,7.36
19790,1367,13,10,6.28
19791,1367,14,10,6.28
19792,1367,15,10,6.82
19793,1367,16,10,6.55
19794,1367,17,10,6.28
19795,1367,18,10,6.28
19796,1367,19,10,8.68
19797,1367,20,10,5.74
19798,1367,21,10,6.82
19799,1367,22,10,6.55
19800,1367,23,10,6.55
19801,1367,24,10,6.55
19802,1367,25,10,6.01
19803,1367,26,10,6.28
19804,1367,27,10,6.55
19805,1367,28,10,6.55
19806,1367,29,10,6.82
19807,1367,30,10,6.55
19808,1367,31,10,
21855,1367,1,11,6.55
21856,1367,2,11,6.82
21857,1367,3,11,6.82
21858,1367,4,11,6.82
21859,1367,5,11,6.28
21860,1367,6,11,6.55
21861,1367,7,11,6.01
21862,1367,8,11,6.55
21863,1367,9,11,6.28
21864,1367,10,11,6.28
21865,1367,11,11,6.28
21866,1367,12,11,6.01
21867,1367,13,11,6.28
21868,1367,14,11,6.01
21869,1367,15,11,5.74
21870,1367,16,11,6.01
21871,1367,17,11,6.01
21872,1367,18,11,5.74
21873,1367,19,11,6.01
21874,1367,20,11,6.28
21875,1367,21,11,6.28
21876,1367,22,11,6.55
21877,1367,23,11,6.28
21878,1367,24,11,6.55
21879,1367,25,11,6.28
21880,1367,26,11,6.28
21881,1367,27,11,6.55
21882,1367,28,11,6.28
21883,1367,29,11,6.28
21884,1367,30,11,6.55
21885,1367,31,11,
23932,1367,1,12,6.28
23933,1367,2,12,6.01
23934,1367,3,12,6.01
23935,1367,4,12,6.55
23936,1367,5,12,6.28
23937,1367,6,12,6.28
23938,1367,7,12,6.55
23939,1367,8,12,7.09
23940,1367,9,12,7.63
23941,1367,10,12,6.82
23942,1367,11,12,10.63
23943,1367,12,12,11.41
23944,1367,13,12,10.63
23945,1367,14,12,11.41
23946,1367,15,12,11.02
23947,1367,16,12,10.63
23948,1367,17,12,10.63
23949,1367,18,12,11.8
23950,1367,19,12,11.02
23951,1367,20,12,13.88
23952,1367,21,12,11.41
23953,1367,22,12,11.41
23954,1367,23,12,14.4
23955,1367,24,12,14.4
23956,1367,25,12,13.88
23957,1367,26,12,13.36
23958,1367,27,12,13.88
23959,1367,28,12,14.4
23960,1367,29,12,14.4
23961,1367,30,12,
23962,1367,31,12,
1116,1368,1,1,14.62
1117,1368,2,1,15.2
1118,1368,3,1,14.62
1119,1368,4,1,14.62
1120,1368,5,1,16.14
1121,1368,6,1,14.62
1122,1368,7,1,16.04
1123,1368,8,1,16.04
1124,1368,9,1,16.04
1125,1368,10,1,16.88
1126,1368,11,1,16.04
1127,1368,12,1,17.72
1128,1368,13,1,17.72
1129,1368,14,1,20.32
1130,1368,15,1,23.08
1131,1368,16,1,23.08
1132,1368,17,1,25.22
1133,1368,18,1,27.66
1134,1368,19,1,30.1
1135,1368,20,1,32.3
1136,1368,21,1,37.88
1137,1368,22,1,36.74
1138,1368,23,1,42.5
1139,1368,24,1,44.9
1140,1368,25,1,44.9
1141,1368,26,1,46.1
1142,1368,27,1,43.7
1143,1368,28,1,43.7
1144,1368,29,1,44.9
1145,1368,30,1,46.1
1146,1368,31,1,46.1
3193,1368,1,2,48.44
3194,1368,2,2,48.44
3195,1368,3,2,43.7
3196,1368,4,2,44.9
3197,1368,5,2,44.9
3198,1368,6,2,47.3
3199,1368,7,2,61.56
3200,1368,8,2,81.11
3201,1368,9,2,83.82
3202,1368,10,2,62.68
3203,1368,11,2,60.44
3204,1368,12,2,55.08
3205,1368,13,2,49.58
3206,1368,14,2,48.44
3207,1368,15,2,47.3
3208,1368,16,2,47.3
3209,1368,17,2,44.9
3210,1368,18,2,46.1
3211,1368,19,2,44.9
3212,1368,20,2,44.9
3213,1368,21,2,47.3
3214,1368,22,2,48.44
3215,1368,23,2,47.3
3216,1368,24,2,49.58
3217,1368,25,2,50.72
3218,1368,26,2,50.72
3219,1368,27,2,50.72
3220,1368,28,2,56.12
3221,1368,29,2,58.2
3222,1368,30,2,58.2
3223,1368,31,2,58.2
5270,1368,1,3,51.86
5271,1368,2,3,48.44
5272,1368,3,3,44.9
5273,1368,4,3,46.1
5274,1368,5,3,43.7
5275,1368,6,3,42.5
5276,1368,7,3,40.16
5277,1368,8,3,39.02
5278,1368,9,3,39.02
5279,1368,10,3,39.02
5280,1368,11,3,40.16
5281,1368,12,3,37.88
5282,1368,13,3,33.4
5283,1368,14,3,31.2
5284,1368,15,3,31.2
5285,1368,16,3,31.2
5286,1368,17,3,28.88
5287,1368,18,3,27.66
5288,1368,19,3,25.22
5289,1368,20,3,24.0
5290,1368,21,3,21.24
5291,1368,22,3,19.4
5292,1368,23,3,16.04
5293,1368,24,3,16.04
5294,1368,25,3,16.04
5295,1368,26,3,16.04
5296,1368,27,3,15.2
5297,1368,28,3,13.46
5298,1368,29,3,13.46
5299,1368,30,3,12.3
5300,1368,31,3,12.3
7347,1368,1,4,10.92
7348,1368,2,4,10.92
7349,1368,3,4,10.46
7350,1368,4,4,10.92
7351,1368,5,4,12.3
7352,1368,6,4,10.46
7353,1368,7,4,10.92
7354,1368,8,4,10.0
7355,1368,9,4,9.62
7356,1368,10,4,8.86
7357,1368,11,4,9.24
7358,1368,12,4,8.86
7359,1368,13,4,8.48
7360,1368,14,4,8.48
7361,1368,15,4,8.86
7362,1368,16,4,8.48
7363,1368,17,4,7.5
7364,1368,18,4,6.6
7365,1368,19,4,6.12
7366,1368,20,4,6.12
7367,1368,21,4,5.88
7368,1368,22,4,5.64
7369,1368,23,4,5.4
7370,1368,24,4,5.4
7371,1368,25,4,5.2
7372,1368,26,4,4.8
7373,1368,27,4,4.6
7374,1368,28,4,4.6
7375,1368,29,4,4.2
7376,1368,30,4,4.4
7377,1368,31,4,4.4
9424,1368,1,5,3.8
9425,1368,2,5,3.6
9426,1368,3,5,3.8
9427,1368,4,5,4.0
9428,1368,5,5,4.0
9429,1368,6,5,4.4
9430,1368,7,5,4.2
9431,1368,8,5,4.0
9432,1368,9,5,3.8
9433,1368,10,5,3.8
9434,1368,11,5,3.8
9435,1368,12,5,4.0
9436,1368,13,5,4.0
9437,1368,14,5,3.8
9438,1368,15,5,3.6
9439,1368,16,5,3.6
9440,1368,17,5,3.6
9441,1368,18,5,3.6
9442,1368,19,5,3.8
9443,1368,20,5,3.6
9444,1368,21,5,3.6
9445,1368,22,5,3.4
9446,1368,23,5,3.08
9447,1368,24,5,3.24
9448,1368,25,5,3.24
9449,1368,26,5,3.24
9450,1368,27,5,3.08
9451,1368,28,5,3.08
9452,1368,29,5,2.92
9453,1368,30,5,2.76
9454,1368,31,5,2.92
11501,1368,1,6,2.6
11502,1368,2,6,2.76
11503,1368,3,6,2.6
11504,1368,4,6,2.48
11505,1368,5,6,2.48
11506,1368,6,6,2.6
11507,1368,7,6,2.48
11508,1368,8,6,2.48
11509,1368,9,6,2.6
11510,1368,10,6,2.6
11511,1368,11,6,2.6
11512,1368,12,6,2.6
11513,1368,13,6,2.6
11514,1368,14,6,2.48
11515,1368,15,6,2.36
11516,1368,16,6,2.48
11517,1368,17,6,2.48
11518,1368,18,6,2.48
11519,1368,19,6,2.36
11520,1368,20,6,2.36
11521,1368,21,6,2.36
11522,1368,22,6,2.36
11523,1368,23,6,2.48
11524,1368,24,6,2.38
11525,1368,25,6,2.48
11526,1368,26,6,2.48
11527,1368,27,6,2.6
11528,1368,28,6,2.68
11529,1368,29,6,2.48
11530,1368,30,6,2.6
11531,1368,31,6,2.6
13578,1368,1,7,0.29
13579,1368,2,7,0.34
13580,1368,3,7,0.39
13581,1368,4,7,0.43
13582,1368,5,7,0.48
13583,1368,6,7,0.53
13584,1368,7,7,0.57
13585,1368,8,7,0.62
13586,1368,9,7,0.36
13587,1368,10,7,0.28
13588,1368,11,7,0.52
13589,1368,12,7,0.66
13590,1368,13,7,0.78
13591,1368,14,7,0.86
13592,1368,15,7,0.78
13593,1368,16,7,0.94
13594,1368,17,7,0.86
13595,1368,18,7,0.94
13596,1368,19,7,1.1
13597,1368,20,7,1.1
13598,1368,21,7,1.02
13599,1368,22,7,1.1
13600,1368,23,7,1.52
13601,1368,24,7,1.88
13602,1368,25,7,1.88
13603,1368,26,7,2.12
13604,1368,27,7,2.0
13605,1368,28,7,2.12
13606,1368,29,7,2.12
13607,1368,30,7,2.24
13608,1368,31,7,
15655,1368,1,8,2.12
15656,1368,2,8,1.88
15657,1368,3,8,2.48
15658,1368,4,8,2.76
15659,1368,5,8,3.08
15660,1368,6,8,3.6
15661,1368,7,8,4.6
15662,1368,8,8,64.72
15663,1368,9,8,90.0
15664,1368,10,8,9.24
15665,1368,11,8,7.5
15666,1368,12,8,7.2
15667,1368,13,8,6.9
15668,1368,14,8,7.2
15669,1368,15,8,7.2
15670,1368,16,8,7.5
15671,1368,17,8,7.5
15672,1368,18,8,7.8
15673,1368,19,8,8.1
15674,1368,20,8,12.8
15675,1368,21,8,9.24
15676,1368,22,8,8.86
15677,1368,23,8,8.48
15678,1368,24,8,8.48
15679,1368,25,8,7.8
15680,1368,26,8,8.48
15681,1368,27,8,8.1
15682,1368,28,8,7.8
15683,1368,29,8,7.5
15684,1368,30,8,7.2
15685,1368,31,8,
17732,1368,1,9,6.36
17733,1368,2,9,6.36
17734,1368,3,9,6.12
17735,1368,4,9,6.12
17736,1368,5,9,6.12
17737,1368,6,9,5.88
17738,1368,7,9,6.12
17739,1368,8,9,6.36
17740,1368,9,9,6.9
17741,1368,10,9,7.2
17742,1368,11,9,7.2
17743,1368,12,9,20.03
17744,1368,13,9,20.32
17745,1368,14,9,20.32
17746,1368,15,9,12.88
17747,1368,16,9,10.92
17748,1368,17,9,9.62
17749,1368,18,9,9.24
17750,1368,19,9,8.48
17751,1368,20,9,8.1
17752,1368,21,9,8.1
17753,1368,22,9,8.48
17754,1368,23,9,8.48
17755,1368,24,9,8.48
17756,1368,25,9,7.5
17757,1368,26,9,7.5
17758,1368,27,9,7.5
17759,1368,28,9,7.5
17760,1368,29,9,7.5
17761,1368,30,9,7.2
17762,1368,31,9,
19809,1368,1,10,6.9
19810,1368,2,10,6.6
19811,1368,3,10,7.2
19812,1368,4,10,7.5
19813,1368,5,10,7.5
19814,1368,6,10,7.8
19815,1368,7,10,7.8
19816,1368,8,10,7.8
19817,1368,9,10,8.1
19818,1368,10,10,7.8
19819,1368,11,10,7.5
19820,1368,12,10,7.2
19821,1368,13,10,7.2
19822,1368,14,10,7.5
19823,1368,15,10,7.8
19824,1368,16,10,7.2
19825,1368,17,10,7.2
19826,1368,18,10,6.9
19827,1368,19,10,6.9
19828,1368,20,10,6.36
19829,1368,21,10,6.6
19830,1368,22,10,5.88
19831,1368,23,10,5.88
19832,1368,24,10,6.12
19833,1368,25,10,5.88
19834,1368,26,10,5.88
19835,1368,27,10,6.12
19836,1368,28,10,6.36
19837,1368,29,10,6.9
19838,1368,30,10,7.5
19839,1368,31,10,
21886,1368,1,11,7.2
21887,1368,2,11,7.5
21888,1368,3,11,7.5
21889,1368,4,11,7.5
21890,1368,5,11,6.9
21891,1368,6,11,6.9
21892,1368,7,11,6.9
21893,1368,8,11,6.9
21894,1368,9,11,6.6
21895,1368,10,11,5.64
21896,1368,11,11,5.88
21897,1368,12,11,6.12
21898,1368,13,11,5.64
21899,1368,14,11,5.64
21900,1368,15,11,5.64
21901,1368,16,11,5.64
21902,1368,17,11,5.64
21903,1368,18,11,5.64
21904,1368,19,11,5.4
21905,1368,20,11,5.64
21906,1368,21,11,6.12
21907,1368,22,11,6.36
21908,1368,23,11,6.36
21909,1368,24,11,6.6
21910,1368,25,11,6.9
21911,1368,26,11,7.2
21912,1368,27,11,7.5
21913,1368,28,11,7.2
21914,1368,29,11,7.8
21915,1368,30,11,8.86
21916,1368,31,11,
23963,1368,1,12,7.2
23964,1368,2,12,7.2
23965,1368,3,12,6.6
23966,1368,4,12,6.6
23967,1368,5,12,6.6
23968,1368,6,12,6.6
23969,1368,7,12,6.6
23970,1368,8,12,6.6
23971,1368,9,12,6.6
23972,1368,10,12,6.9
23973,1368,11,12,7.2
23974,1368,12,12,7.2
23975,1368,13,12,8.1
23976,1368,14,12,8.48
23977,1368,15,12,9.24
23978,1368,16,12,8.86
23979,1368,17,12,8.86
23980,1368,18,12,9.62
23981,1368,19,12,9.62
23982,1368,20,12,10.0
23983,1368,21,12,10.46
23984,1368,22,12,12.88
23985,1368,23,12,20.32
23986,1368,24,12,23.08
23987,1368,25,12,20.32
23988,1368,26,12,17.72
23989,1368,27,12,16.04
23990,1368,28,12,15.2
23991,1368,29,12,15.2
23992,1368,30,12,
23993,1368,31,12,
1147,1369,1,1,10.1
1148,1369,2,1,9.46
1149,1369,3,1,12.32
1150,1369,4,1,32.35
1151,1369,5,1,14.0
1152,1369,6,1,18.3
1153,1369,7,1,16.5
1154,1369,8,1,17.1
1155,1369,9,1,17.7
1156,1369,10,1,18.9
1157,1369,11,1,19.5
1158,1369,12,1,14.5
1159,1369,13,1,17.7
1160,1369,14,1,16.0
1161,1369,15,1,29.56
1162,1369,16,1,20.22
1163,1369,17,1,19.5
1164,1369,18,1,17.7
1165,1369,19,1,19.5
1166,1369,20,1,23.1
1167,1369,21,1,22.38
1168,1369,22,1,17.7
1169,1369,23,1,16.0
1170,1369,24,1,16.5
1171,1369,25,1,15.0
1172,1369,26,1,15.5
1173,1369,27,1,15.0
1174,1369,28,1,19.5
1175,1369,29,1,27.4
1176,1369,30,1,31.56
1177,1369,31,1,31.56
3224,1369,1,2,32.6
3225,1369,2,2,33.94
3226,1369,3,2,26.54
3227,1369,4,2,33.94
3228,1369,5,2,36.62
3229,1369,6,2,37.96
3230,1369,7,2,35.28
3231,1369,8,2,32.6
3232,1369,9,2,33.94
3233,1369,10,2,32.6
3234,1369,11,2,27.4
3235,1369,12,2,27.4
3236,1369,13,2,33.94
3237,1369,14,2,30.52
3238,1369,15,2,28.44
3239,1369,16,2,25.68
3240,1369,17,2,25.68
3241,1369,18,2,23.96
3242,1369,19,2,24.82
3243,1369,20,2,26.54
3244,1369,21,2,26.54
3245,1369,22,2,22.38
3246,1369,23,2,20.22
3247,1369,24,2,19.5
3248,1369,25,2,20.94
3249,1369,26,2,23.96
3250,1369,27,2,28.34
3251,1369,28,2,30.52
3252,1369,29,2,19.5
3253,1369,30,2,17.1
3254,1369,31,2,17.1
5301,1369,1,3,16.5
5302,1369,2,3,17.1
5303,1369,3,3,15.5
5304,1369,4,3,13.58
5305,1369,5,3,12.74
5306,1369,6,3,12.74
5307,1369,7,3,12.33
5308,1369,8,3,11.54
5309,1369,9,3,10.82
5310,1369,10,3,9.46
5311,1369,11,3,9.46
5312,1369,12,3,9.78
5313,1369,13,3,9.78
5314,1369,14,3,9.14
5315,1369,15,3,8.82
5316,1369,16,3,8.82
5317,1369,17,3,8.5
5318,1369,18,3,8.5
5319,1369,19,3,8.22
5320,1369,20,3,8.5
5321,1369,21,3,7.94
5322,1369,22,3,7.38
5323,1369,23,3,7.1
5324,1369,24,3,7.1
5325,1369,25,3,6.86
5326,1369,26,3,6.86
5327,1369,27,3,7.1
5328,1369,28,3,6.38
5329,1369,29,3,6.38
5330,1369,30,3,6.14
5331,1369,31,3,7.1
7378,1369,1,4,5.66
7379,1369,2,4,5.42
7380,1369,3,4,5.18
7381,1369,4,4,4.94
7382,1369,5,4,4.7
7383,1369,6,4,4.1
7384,1369,7,4,4.1
7385,1369,8,4,3.7
7386,1369,9,4,2.6
7387,1369,10,4,2.4
