,sal,rooz,Month,nazloo_Debi
16689,1331,12,9,4.1
16690,1331,13,9,4.1
16691,1331,14,9,4.2
16692,1331,15,9,4.4
16693,1331,16,9,4.4
16694,1331,17,9,4.4
16695,1331,18,9,4.4
16696,1331,19,9,4.2
16697,1331,20,9,4.2
16698,1331,21,9,4.1
16699,1331,22,9,4.1
16700,1331,23,9,4.1
16701,1331,24,9,4.0
16702,1331,25,9,4.1
16703,1331,26,9,4.0
16704,1331,27,9,4.0
16705,1331,28,9,4.1
16706,1331,29,9,4.1
16707,1331,30,9,4.1
16708,1331,31,9,
18755,1331,1,10,4.2
18756,1331,2,10,4.2
18757,1331,3,10,4.2
18758,1331,4,10,4.4
18759,1331,5,10,4.4
18760,1331,6,10,4.6
18761,1331,7,10,4.4
18762,1331,8,10,4.6
18763,1331,9,10,4.6
18764,1331,10,10,4.4
18765,1331,11,10,4.2
18766,1331,12,10,4.2
18767,1331,13,10,4.1
18768,1331,14,10,4.1
18769,1331,15,10,4.0
18770,1331,16,10,4.0
18771,1331,17,10,4.0
18772,1331,18,10,3.8
18773,1331,19,10,3.8
18774,1331,20,10,3.8
18775,1331,21,10,3.7
18776,1331,22,10,4.0
18777,1331,23,10,4.0
18778,1331,24,10,4.1
18779,1331,25,10,4.1
18780,1331,26,10,3.8
18781,1331,27,10,3.7
18782,1331,28,10,3.8
18783,1331,29,10,4.0
18784,1331,30,10,4.1
18785,1331,31,10,
20832,1331,1,11,4.1
20833,1331,2,11,4.1
20834,1331,3,11,4.2
20835,1331,4,11,4.1
20836,1331,5,11,4.1
20837,1331,6,11,4.2
20838,1331,7,11,4.2
20839,1331,8,11,4.2
20840,1331,9,11,4.2
20841,1331,10,11,4.2
20842,1331,11,11,4.2
20843,1331,12,11,4.2
20844,1331,13,11,4.2
20845,1331,14,11,4.1
20846,1331,15,11,4.1
20847,1331,16,11,4.2
20848,1331,17,11,4.4
20849,1331,18,11,4.6
20850,1331,19,11,4.4
20851,1331,20,11,4.4
20852,1331,21,11,4.4
20853,1331,22,11,4.4
20854,1331,23,11,4.4
20855,1331,24,11,4.4
20856,1331,25,11,4.4
20857,1331,26,11,4.4
20858,1331,27,11,4.4
20859,1331,28,11,4.2
20860,1331,29,11,4.4
20861,1331,30,11,4.4
20862,1331,31,11,
22909,1331,1,12,3.8
22910,1331,2,12,5.0
22911,1331,3,12,4.8
22912,1331,4,12,4.8
22913,1331,5,12,4.2
22914,1331,6,12,4.2
22915,1331,7,12,4.2
22916,1331,8,12,4.1
22917,1331,9,12,4.2
22918,1331,10,12,4.0
22919,1331,11,12,4.1
22920,1331,12,12,4.2
22921,1331,13,12,4.1
22922,1331,14,12,4.1
22923,1331,15,12,4.2
22924,1331,16,12,4.2
22925,1331,17,12,4.2
22926,1331,18,12,4.4
22927,1331,19,12,4.8
22928,1331,20,12,5.2
22929,1331,21,12,5.2
22930,1331,22,12,5.2
22931,1331,23,12,5.0
22932,1331,24,12,5.2
22933,1331,25,12,5.3
22934,1331,26,12,5.2
22935,1331,27,12,5.0
22936,1331,28,12,5.0
22937,1331,29,12,4.8
22938,1331,30,12,
22939,1331,31,12,
93,1332,1,1,5.7
94,1332,2,1,5.4
95,1332,3,1,6.6
96,1332,4,1,13.0
97,1332,5,1,15.0
98,1332,6,1,10.0
99,1332,7,1,9.2
100,1332,8,1,8.3
101,1332,9,1,7.3
102,1332,10,1,6.9
103,1332,11,1,7.6
104,1332,12,1,8.3
105,1332,13,1,16.0
106,1332,14,1,13.0
107,1332,15,1,9.8
108,1332,16,1,9.9
109,1332,17,1,8.6
110,1332,18,1,9.5
111,1332,19,1,9.2
112,1332,20,1,9.5
113,1332,21,1,9.2
114,1332,22,1,9.2
115,1332,23,1,10.0
116,1332,24,1,9.8
117,1332,25,1,10.0
118,1332,26,1,12.0
119,1332,27,1,12.0
120,1332,28,1,12.0
121,1332,29,1,13.0
122,1332,30,1,12.0
123,1332,31,1,13.0
2170,1332,1,2,14.0
2171,1332,2,2,15.0
2172,1332,3,2,17.0
2173,1332,4,2,34.0
2174,1332,5,2,36.0
2175,1332,6,2,37.0
2176,1332,7,2,37.0
2177,1332,8,2,36.0
2178,1332,9,2,32.0
2179,1332,10,2,31.0
2180,1332,11,2,34.0
2181,1332,12,2,35.0
2182,1332,13,2,36.0
2183,1332,14,2,37.0
2184,1332,15,2,45.0
2185,1332,16,2,50.0
2186,1332,17,2,53.0
2187,1332,18,2,56.0
2188,1332,19,2,55.0
2189,1332,20,2,53.0
2190,1332,21,2,
2191,1332,22,2,
2192,1332,23,2,
2193,1332,24,2,
2194,1332,25,2,
2195,1332,26,2,
2196,1332,27,2,
2197,1332,28,2,
2198,1332,29,2,
2199,1332,30,2,
2200,1332,31,2,
4247,1332,1,3,
4248,1332,2,3,
4249,1332,3,3,
4250,1332,4,3,
4251,1332,5,3,
4252,1332,6,3,
4253,1332,7,3,
4254,1332,8,3,
4255,1332,9,3,
4256,1332,10,3,
4257,1332,11,3,
4258,1332,12,3,
4259,1332,13,3,
4260,1332,14,3,
4261,1332,15,3,
4262,1332,16,3,
4263,1332,17,3,
4264,1332,18,3,
4265,1332,19,3,
4266,1332,20,3,
4267,1332,21,3,
4268,1332,22,3,
4269,1332,23,3,
4270,1332,24,3,
4271,1332,25,3,
4272,1332,26,3,
4273,1332,27,3,
4274,1332,28,3,
4275,1332,29,3,
4276,1332,30,3,
4277,1332,31,3,
6324,1332,1,4,
6325,1332,2,4,
6326,1332,3,4,
6327,1332,4,4,
6328,1332,5,4,
6329,1332,6,4,
6330,1332,7,4,
6331,1332,8,4,
6332,1332,9,4,
6333,1332,10,4,
6334,1332,11,4,
6335,1332,12,4,
6336,1332,13,4,
6337,1332,14,4,
6338,1332,15,4,
6339,1332,16,4,
6340,1332,17,4,
6341,1332,18,4,
6342,1332,19,4,
6343,1332,20,4,
6344,1332,21,4,
6345,1332,22,4,
6346,1332,23,4,
6347,1332,24,4,
6348,1332,25,4,
6349,1332,26,4,
6350,1332,27,4,
6351,1332,28,4,
6352,1332,29,4,
6353,1332,30,4,
6354,1332,31,4,
8401,1332,1,5,4.8
8402,1332,2,5,4.8
8403,1332,3,5,4.6
8404,1332,4,5,4.6
8405,1332,5,5,4.4
8406,1332,6,5,4.4
8407,1332,7,5,4.2
8408,1332,8,5,4.2
8409,1332,9,5,4.2
8410,1332,10,5,4.1
8411,1332,11,5,4.0
8412,1332,12,5,4.0
8413,1332,13,5,6.6
8414,1332,14,5,7.3
8415,1332,15,5,3.8
8416,1332,16,5,3.6
8417,1332,17,5,3.5
8418,1332,18,5,3.5
8419,1332,19,5,3.4
8420,1332,20,5,3.2
8421,1332,21,5,3.0
8422,1332,22,5,3.5
8423,1332,23,5,3.4
8424,1332,24,5,3.9
8425,1332,25,5,3.8
8426,1332,26,5,3.6
8427,1332,27,5,3.5
8428,1332,28,5,3.4
8429,1332,29,5,3.2
8430,1332,30,5,3.2
8431,1332,31,5,3.4
10478,1332,1,6,4.8
10479,1332,2,6,4.8
10480,1332,3,6,4.6
10481,1332,4,6,4.6
10482,1332,5,6,4.4
10483,1332,6,6,4.4
10484,1332,7,6,4.4
10485,1332,8,6,4.2
10486,1332,9,6,4.2
10487,1332,10,6,4.1
10488,1332,11,6,4.0
10489,1332,12,6,4.0
10490,1332,13,6,6.6
10491,1332,14,6,7.3
10492,1332,15,6,3.8
10493,1332,16,6,3.6
10494,1332,17,6,3.5
10495,1332,18,6,3.4
10496,1332,19,6,3.4
10497,1332,20,6,3.4
10498,1332,21,6,3.4
10499,1332,22,6,3.4
10500,1332,23,6,3.4
10501,1332,24,6,5.3
10502,1332,25,6,6.2
10503,1332,26,6,5.1
10504,1332,27,6,4.9
10505,1332,28,6,4.8
10506,1332,29,6,4.4
10507,1332,30,6,4.2
10508,1332,31,6,4.0
12555,1332,1,7,3.2
12556,1332,2,7,3.2
12557,1332,3,7,3.4
12558,1332,4,7,3.5
12559,1332,5,7,3.6
12560,1332,6,7,3.6
12561,1332,7,7,3.4
12562,1332,8,7,3.4
12563,1332,9,7,3.2
12564,1332,10,7,3.1
12565,1332,11,7,3.0
12566,1332,12,7,3.0
12567,1332,13,7,3.1
12568,1332,14,7,3.1
12569,1332,15,7,3.2
12570,1332,16,7,3.2
12571,1332,17,7,3.1
12572,1332,18,7,3.1
12573,1332,19,7,3.2
12574,1332,20,7,3.2
12575,1332,21,7,3.2
12576,1332,22,7,3.2
12577,1332,23,7,3.2
12578,1332,24,7,3.4
12579,1332,25,7,3.4
12580,1332,26,7,3.2
12581,1332,27,7,3.4
12582,1332,28,7,3.2
12583,1332,29,7,3.2
12584,1332,30,7,3.2
12585,1332,31,7,
14632,1332,1,8,3.4
14633,1332,2,8,3.4
14634,1332,3,8,3.4
14635,1332,4,8,3.4
14636,1332,5,8,3.2
14637,1332,6,8,3.2
14638,1332,7,8,3.2
14639,1332,8,8,3.2
14640,1332,9,8,3.2
14641,1332,10,8,3.2
14642,1332,11,8,3.2
14643,1332,12,8,3.2
14644,1332,13,8,3.2
14645,1332,14,8,3.2
14646,1332,15,8,3.2
14647,1332,16,8,3.2
14648,1332,17,8,3.4
14649,1332,18,8,3.2
14650,1332,19,8,3.2
14651,1332,20,8,3.2
14652,1332,21,8,3.5
14653,1332,22,8,3.5
14654,1332,23,8,3.6
14655,1332,24,8,3.6
14656,1332,25,8,3.8
14657,1332,26,8,3.9
14658,1332,27,8,4.2
14659,1332,28,8,4.6
14660,1332,29,8,4.4
14661,1332,30,8,4.2
14662,1332,31,8,
16709,1332,1,9,3.8
16710,1332,2,9,3.8
16711,1332,3,9,3.6
16712,1332,4,9,3.4
16713,1332,5,9,3.4
16714,1332,6,9,3.6
16715,1332,7,9,3.4
16716,1332,8,9,3.2
16717,1332,9,9,3.1
16718,1332,10,9,3.1
16719,1332,11,9,3.0
16720,1332,12,9,3.0
16721,1332,13,9,3.1
16722,1332,14,9,3.0
16723,1332,15,9,3.2
16724,1332,16,9,3.0
16725,1332,17,9,3.0
16726,1332,18,9,3.1
16727,1332,19,9,3.2
16728,1332,20,9,3.1
16729,1332,21,9,3.1
16730,1332,22,9,3.0
16731,1332,23,9,3.0
16732,1332,24,9,2.8
16733,1332,25,9,2.8
16734,1332,26,9,2.8
16735,1332,27,9,3.0
16736,1332,28,9,3.1
16737,1332,29,9,3.1
16738,1332,30,9,3.1
16739,1332,31,9,
18786,1332,1,10,3.2
18787,1332,2,10,3.2
18788,1332,3,10,3.2
18789,1332,4,10,3.2
18790,1332,5,10,3.4
18791,1332,6,10,3.4
18792,1332,7,10,3.4
18793,1332,8,10,3.4
18794,1332,9,10,3.4
18795,1332,10,10,3.4
18796,1332,11,10,3.4
18797,1332,12,10,3.4
18798,1332,13,10,3.5
18799,1332,14,10,3.5
18800,1332,15,10,3.5
18801,1332,16,10,3.4
18802,1332,17,10,3.4
18803,1332,18,10,3.4
18804,1332,19,10,3.4
18805,1332,20,10,3.4
18806,1332,21,10,3.5
18807,1332,22,10,3.5
18808,1332,23,10,3.5
18809,1332,24,10,3.5
18810,1332,25,10,3.4
18811,1332,26,10,3.4
18812,1332,27,10,3.2
18813,1332,28,10,3.2
18814,1332,29,10,3.2
18815,1332,30,10,3.2
18816,1332,31,10,
20863,1332,1,11,3.2
20864,1332,2,11,3.2
20865,1332,3,11,3.2
20866,1332,4,11,3.2
20867,1332,5,11,3.5
20868,1332,6,11,3.8
20869,1332,7,11,4.0
20870,1332,8,11,3.9
20871,1332,9,11,3.8
20872,1332,10,11,3.8
20873,1332,11,11,3.8
20874,1332,12,11,3.8
20875,1332,13,11,3.8
20876,1332,14,11,3.8
20877,1332,15,11,3.8
20878,1332,16,11,3.8
20879,1332,17,11,3.8
20880,1332,18,11,3.9
20881,1332,19,11,3.9
20882,1332,20,11,3.9
20883,1332,21,11,3.9
20884,1332,22,11,3.9
20885,1332,23,11,3.9
20886,1332,24,11,3.9
20887,1332,25,11,3.9
20888,1332,26,11,3.8
20889,1332,27,11,3.8
20890,1332,28,11,3.6
20891,1332,29,11,3.8
20892,1332,30,11,3.9
20893,1332,31,11,
22940,1332,1,12,3.9
22941,1332,2,12,3.9
22942,1332,3,12,3.9
22943,1332,4,12,3.9
22944,1332,5,12,3.9
22945,1332,6,12,3.9
22946,1332,7,12,4.0
22947,1332,8,12,4.0
22948,1332,9,12,4.0
22949,1332,10,12,4.1
22950,1332,11,12,4.1
22951,1332,12,12,4.1
22952,1332,13,12,4.1
22953,1332,14,12,4.2
22954,1332,15,12,4.1
22955,1332,16,12,4.1
22956,1332,17,12,4.2
22957,1332,18,12,4.2
22958,1332,19,12,4.4
22959,1332,20,12,4.4
22960,1332,21,12,4.6
22961,1332,22,12,4.6
22962,1332,23,12,4.8
22963,1332,24,12,4.6
22964,1332,25,12,4.6
22965,1332,26,12,4.8
22966,1332,27,12,5.1
22967,1332,28,12,5.4
22968,1332,29,12,6.1
22969,1332,30,12,
22970,1332,31,12,
124,1333,1,1,4.6
125,1333,2,1,4.8
126,1333,3,1,4.9
127,1333,4,1,5.2
128,1333,5,1,5.4
129,1333,6,1,5.8
130,1333,7,1,6.0
131,1333,8,1,6.2
132,1333,9,1,6.7
133,1333,10,1,6.6
134,1333,11,1,6.9
135,1333,12,1,7.0
136,1333,13,1,7.2
137,1333,14,1,7.3
138,1333,15,1,7.8
139,1333,16,1,7.8
140,1333,17,1,20.0
141,1333,18,1,11.0
142,1333,19,1,10.0
143,1333,20,1,8.4
144,1333,21,1,7.8
145,1333,22,1,7.3
146,1333,23,1,7.0
147,1333,24,1,6.8
148,1333,25,1,6.6
149,1333,26,1,6.6
150,1333,27,1,6.6
151,1333,28,1,6.6
152,1333,29,1,6.6
153,1333,30,1,7.9
154,1333,31,1,8.1
2201,1333,1,2,8.2
2202,1333,2,2,8.4
2203,1333,3,2,7.9
2204,1333,4,2,6.6
2205,1333,5,2,7.2
2206,1333,6,2,7.3
2207,1333,7,2,10.0
2208,1333,8,2,9.3
2209,1333,9,2,8.4
2210,1333,10,2,8.8
2211,1333,11,2,9.1
2212,1333,12,2,9.1
2213,1333,13,2,9.1
2214,1333,14,2,9.2
2215,1333,15,2,9.2
2216,1333,16,2,9.2
2217,1333,17,2,9.3
2218,1333,18,2,9.4
2219,1333,19,2,9.4
2220,1333,20,2,9.3
2221,1333,21,2,9.5
2222,1333,22,2,9.7
2223,1333,23,2,9.8
2224,1333,24,2,9.6
2225,1333,25,2,9.2
2226,1333,26,2,9.9
2227,1333,27,2,10.0
2228,1333,28,2,10.0
2229,1333,29,2,10.0
2230,1333,30,2,10.0
2231,1333,31,2,11.0
4278,1333,1,3,10.0
4279,1333,2,3,9.6
4280,1333,3,3,9.3
4281,1333,4,3,9.0
4282,1333,5,3,9.0
4283,1333,6,3,9.0
4284,1333,7,3,8.8
4285,1333,8,3,8.5
4286,1333,9,3,8.5
4287,1333,10,3,8.6
4288,1333,11,3,8.4
4289,1333,12,3,8.2
4290,1333,13,3,8.2
4291,1333,14,3,8.1
4292,1333,15,3,7.9
4293,1333,16,3,7.9
4294,1333,17,3,7.6
4295,1333,18,3,7.6
4296,1333,19,3,7.0
4297,1333,20,3,6.8
4298,1333,21,3,6.7
4299,1333,22,3,6.7
4300,1333,23,3,6.7
4301,1333,24,3,6.6
4302,1333,25,3,6.6
4303,1333,26,3,6.6
4304,1333,27,3,6.2
4305,1333,28,3,6.2
4306,1333,29,3,6.0
4307,1333,30,3,4.8
4308,1333,31,3,4.6
6355,1333,1,4,4.5
6356,1333,2,4,5.0
6357,1333,3,4,4.9
6358,1333,4,4,4.9
6359,1333,5,4,4.9
6360,1333,6,4,4.9
6361,1333,7,4,4.9
6362,1333,8,4,4.8
6363,1333,9,4,4.8
6364,1333,10,4,4.8
6365,1333,11,4,4.8
6366,1333,12,4,4.8
6367,1333,13,4,4.2
6368,1333,14,4,4.0
6369,1333,15,4,3.8
6370,1333,16,4,3.8
6371,1333,17,4,3.8
6372,1333,18,4,3.6
6373,1333,19,4,3.6
6374,1333,20,4,3.6
6375,1333,21,4,3.6
6376,1333,22,4,3.4
6377,1333,23,4,3.4
6378,1333,24,4,3.4
6379,1333,25,4,3.4
6380,1333,26,4,3.6
6381,1333,27,4,3.7
6382,1333,28,4,3.8
6383,1333,29,4,3.8
6384,1333,30,4,4.8
6385,1333,31,4,6.8
8432,1333,1,5,4.8
8433,1333,2,5,4.8
8434,1333,3,5,4.9
8435,1333,4,5,4.9
8436,1333,5,5,4.2
8437,1333,6,5,3.8
8438,1333,7,5,3.6
8439,1333,8,5,3.6
8440,1333,9,5,3.1
8441,1333,10,5,3.0
8442,1333,11,5,3.0
8443,1333,12,5,2.6
8444,1333,13,5,2.6
8445,1333,14,5,2.6
8446,1333,15,5,2.3
8447,1333,16,5,2.3
8448,1333,17,5,2.3
8449,1333,18,5,2.3
8450,1333,19,5,2.2
8451,1333,20,5,2.2
8452,1333,21,5,2.0
8453,1333,22,5,2.0
8454,1333,23,5,2.0
8455,1333,24,5,2.0
8456,1333,25,5,2.0
8457,1333,26,5,2.0
8458,1333,27,5,2.0
8459,1333,28,5,1.9
8460,1333,29,5,1.9
8461,1333,30,5,1.8
8462,1333,31,5,1.8
10509,1333,1,6,2.0
10510,1333,2,6,2.0
10511,1333,3,6,2.0
10512,1333,4,6,2.0
10513,1333,5,6,2.0
10514,1333,6,6,2.1
10515,1333,7,6,2.1
10516,1333,8,6,2.1
10517,1333,9,6,2.1
10518,1333,10,6,2.1
10519,1333,11,6,2.1
10520,1333,12,6,2.2
10521,1333,13,6,2.2
10522,1333,14,6,2.2
10523,1333,15,6,2.2
10524,1333,16,6,2.1
10525,1333,17,6,2.1
10526,1333,18,6,2.1
10527,1333,19,6,2.1
10528,1333,20,6,2.2
10529,1333,21,6,2.2
10530,1333,22,6,2.2
10531,1333,23,6,2.2
10532,1333,24,6,2.2
10533,1333,25,6,2.3
10534,1333,26,6,2.3
10535,1333,27,6,2.3
10536,1333,28,6,2.3
10537,1333,29,6,2.5
10538,1333,30,6,2.6
10539,1333,31,6,2.6
12586,1333,1,7,
12587,1333,2,7,
12588,1333,3,7,
12589,1333,4,7,
12590,1333,5,7,
12591,1333,6,7,
12592,1333,7,7,
12593,1333,8,7,
12594,1333,9,7,
12595,1333,10,7,
12596,1333,11,7,
12597,1333,12,7,
12598,1333,13,7,
12599,1333,14,7,
12600,1333,15,7,
12601,1333,16,7,
12602,1333,17,7,
12603,1333,18,7,
12604,1333,19,7,
12605,1333,20,7,
12606,1333,21,7,
12607,1333,22,7,
12608,1333,23,7,
12609,1333,24,7,
12610,1333,25,7,
12611,1333,26,7,
12612,1333,27,7,
12613,1333,28,7,
12614,1333,29,7,
12615,1333,30,7,
12616,1333,31,7,
14663,1333,1,8,
14664,1333,2,8,
14665,1333,3,8,
14666,1333,4,8,
14667,1333,5,8,
14668,1333,6,8,
14669,1333,7,8,
14670,1333,8,8,
14671,1333,9,8,
14672,1333,10,8,
14673,1333,11,8,
14674,1333,12,8,
14675,1333,13,8,
14676,1333,14,8,
14677,1333,15,8,
14678,1333,16,8,
14679,1333,17,8,
14680,1333,18,8,
14681,1333,19,8,
14682,1333,20,8,
14683,1333,21,8,
14684,1333,22,8,
14685,1333,23,8,
14686,1333,24,8,
14687,1333,25,8,
14688,1333,26,8,
14689,1333,27,8,
14690,1333,28,8,
14691,1333,29,8,
14692,1333,30,8,
14693,1333,31,8,
16740,1333,1,9,
16741,1333,2,9,
16742,1333,3,9,
16743,1333,4,9,
16744,1333,5,9,
16745,1333,6,9,
16746,1333,7,9,
16747,1333,8,9,
16748,1333,9,9,
16749,1333,10,9,
16750,1333,11,9,
16751,1333,12,9,
16752,1333,13,9,
16753,1333,14,9,
16754,1333,15,9,
16755,1333,16,9,
16756,1333,17,9,
16757,1333,18,9,
16758,1333,19,9,
16759,1333,20,9,
16760,1333,21,9,
16761,1333,22,9,
16762,1333,23,9,
16763,1333,24,9,
16764,1333,25,9,
16765,1333,26,9,
16766,1333,27,9,
16767,1333,28,9,
16768,1333,29,9,
16769,1333,30,9,
16770,1333,31,9,
18817,1333,1,10,4.2
18818,1333,2,10,4.4
18819,1333,3,10,4.4
18820,1333,4,10,4.5
18821,1333,5,10,4.5
18822,1333,6,10,4.5
18823,1333,7,10,4.5
18824,1333,8,10,4.6
18825,1333,9,10,4.6
18826,1333,10,10,4.6
18827,1333,11,10,4.5
18828,1333,12,10,4.5
18829,1333,13,10,4.5
18830,1333,14,10,4.5
18831,1333,15,10,4.4
18832,1333,16,10,4.4
18833,1333,17,10,4.4
18834,1333,18,10,4.4
18835,1333,19,10,4.2
18836,1333,20,10,4.2
18837,1333,21,10,4.2
18838,1333,22,10,4.2
18839,1333,23,10,4.2
18840,1333,24,10,4.1
18841,1333,25,10,4.1
18842,1333,26,10,4.1
18843,1333,27,10,4.1
18844,1333,28,10,4.1
18845,1333,29,10,4.1
18846,1333,30,10,4.1
18847,1333,31,10,
20894,1333,1,11,4.1
20895,1333,2,11,4.1
20896,1333,3,11,4.2
20897,1333,4,11,4.2
20898,1333,5,11,4.2
20899,1333,6,11,4.2
20900,1333,7,11,4.2
20901,1333,8,11,4.2
20902,1333,9,11,4.1
20903,1333,10,11,4.1
20904,1333,11,11,4.1
20905,1333,12,11,4.1
20906,1333,13,11,4.0
20907,1333,14,11,4.0
20908,1333,15,11,4.0
20909,1333,16,11,4.0
20910,1333,17,11,4.0
20911,1333,18,11,4.0
20912,1333,19,11,4.0
20913,1333,20,11,4.1
20914,1333,21,11,4.1
20915,1333,22,11,4.1
20916,1333,23,11,4.1
20917,1333,24,11,4.1
20918,1333,25,11,4.2
20919,1333,26,11,4.2
20920,1333,27,11,4.4
20921,1333,28,11,4.4
20922,1333,29,11,4.4
20923,1333,30,11,4.4
20924,1333,31,11,
22971,1333,1,12,4.2
22972,1333,2,12,4.2
22973,1333,3,12,4.2
22974,1333,4,12,4.2
22975,1333,5,12,4.1
22976,1333,6,12,4.1
22977,1333,7,12,4.1
22978,1333,8,12,4.1
22979,1333,9,12,4.1
22980,1333,10,12,4.2
22981,1333,11,12,4.2
22982,1333,12,12,4.2
22983,1333,13,12,4.2
22984,1333,14,12,4.2
22985,1333,15,12,4.2
22986,1333,16,12,4.2
22987,1333,17,12,4.1
22988,1333,18,12,4.1
22989,1333,19,12,4.1
22990,1333,20,12,4.1
22991,1333,21,12,4.2
22992,1333,22,12,4.2
22993,1333,23,12,4.2
22994,1333,24,12,4.2
22995,1333,25,12,4.2
22996,1333,26,12,4.4
22997,1333,27,12,4.4
22998,1333,28,12,4.5
22999,1333,29,12,4.5
23000,1333,30,12,
23001,1333,31,12,
155,1334,1,1,7.2
156,1334,2,1,7.2
157,1334,3,1,7.4
158,1334,4,1,7.6
159,1334,5,1,7.6
160,1334,6,1,7.6
161,1334,7,1,7.2
162,1334,8,1,7.2
163,1334,9,1,7.2
164,1334,10,1,7.0
165,1334,11,1,7.0
166,1334,12,1,7.0
167,1334,13,1,7.1
168,1334,14,1,7.2
169,1334,15,1,7.2
170,1334,16,1,8.0
171,1334,17,1,8.0
172,1334,18,1,8.0
173,1334,19,1,10.0
174,1334,20,1,14.0
175,1334,21,1,15.0
176,1334,22,1,115.0
177,1334,23,1,57.0
178,1334,24,1,81.0
179,1334,25,1,33.0
180,1334,26,1,27.0
181,1334,27,1,43.0
182,1334,28,1,115.0
183,1334,29,1,57.0
184,1334,30,1,56.0
185,1334,31,1,56.0
2232,1334,1,2,54.0
2233,1334,2,2,53.0
2234,1334,3,2,52.0
2235,1334,4,2,56.0
2236,1334,5,2,58.0
2237,1334,6,2,79.0
2238,1334,7,2,86.0
2239,1334,8,2,72.0
2240,1334,9,2,78.0
2241,1334,10,2,79.0
2242,1334,11,2,85.0
2243,1334,12,2,95.0
2244,1334,13,2,80.0
2245,1334,14,2,67.0
2246,1334,15,2,51.0
2247,1334,16,2,42.0
2248,1334,17,2,84.0
2249,1334,18,2,91.0
2250,1334,19,2,43.0
2251,1334,20,2,27.0
2252,1334,21,2,24.0
2253,1334,22,2,22.0
2254,1334,23,2,19.0
2255,1334,24,2,45.0
2256,1334,25,2,49.0
2257,1334,26,2,56.0
2258,1334,27,2,62.0
2259,1334,28,2,75.0
2260,1334,29,2,109.0
2261,1334,30,2,106.0
2262,1334,31,2,107.0
4309,1334,1,3,78.0
4310,1334,2,3,72.0
4311,1334,3,3,68.0
4312,1334,4,3,63.0
4313,1334,5,3,54.0
4314,1334,6,3,48.0
4315,1334,7,3,47.0
4316,1334,8,3,46.0
4317,1334,9,3,44.0
4318,1334,10,3,43.0
4319,1334,11,3,46.0
4320,1334,12,3,45.0
4321,1334,13,3,46.0
4322,1334,14,3,47.0
4323,1334,15,3,45.0
4324,1334,16,3,44.0
4325,1334,17,3,43.0
4326,1334,18,3,38.0
4327,1334,19,3,29.0
4328,1334,20,3,41.0
4329,1334,21,3,43.0
4330,1334,22,3,31.0
4331,1334,23,3,27.0
4332,1334,24,3,27.0
4333,1334,25,3,27.0
4334,1334,26,3,26.0
4335,1334,27,3,25.0
4336,1334,28,3,25.0
4337,1334,29,3,24.0
4338,1334,30,3,24.0
4339,1334,31,3,24.0
6386,1334,1,4,24.0
6387,1334,2,4,22.0
6388,1334,3,4,21.0
6389,1334,4,4,23.0
6390,1334,5,4,23.0
6391,1334,6,4,24.0
6392,1334,7,4,24.0
6393,1334,8,4,24.0
6394,1334,9,4,24.0
6395,1334,10,4,23.0
6396,1334,11,4,22.0
6397,1334,12,4,22.0
6398,1334,13,4,20.0
6399,1334,14,4,19.0
6400,1334,15,4,18.0
6401,1334,16,4,17.0
6402,1334,17,4,16.0
6403,1334,18,4,13.0
6404,1334,19,4,12.0
6405,1334,20,4,11.0
6406,1334,21,4,12.0
6407,1334,22,4,13.0
6408,1334,23,4,14.0
6409,1334,24,4,14.0
6410,1334,25,4,14.0
6411,1334,26,4,13.0
6412,1334,27,4,13.0
6413,1334,28,4,12.0
6414,1334,29,4,10.0
6415,1334,30,4,9.6
6416,1334,31,4,9.4
8463,1334,1,5,9.4
8464,1334,2,5,9.6
8465,1334,3,5,9.5
8466,1334,4,5,9.2
8467,1334,5,5,8.6
8468,1334,6,5,8.2
8469,1334,7,5,8.0
8470,1334,8,5,7.8
8471,1334,9,5,7.6
8472,1334,10,5,7.4
8473,1334,11,5,7.2
8474,1334,12,5,7.2
8475,1334,13,5,7.1
8476,1334,14,5,6.8
8477,1334,15,5,6.6
8478,1334,16,5,6.4
8479,1334,17,5,5.9
8480,1334,18,5,5.7
8481,1334,19,5,5.6
8482,1334,20,5,5.8
8483,1334,21,5,5.8
8484,1334,22,5,5.7
8485,1334,23,5,5.6
8486,1334,24,5,5.4
8487,1334,25,5,6.2
8488,1334,26,5,5.7
8489,1334,27,5,5.6
8490,1334,28,5,5.4
8491,1334,29,5,5.2
8492,1334,30,5,5.0
8493,1334,31,5,5.6
10540,1334,1,6,5.6
10541,1334,2,6,5.4
10542,1334,3,6,5.2
10543,1334,4,6,5.0
10544,1334,5,6,4.9
10545,1334,6,6,4.9
10546,1334,7,6,4.8
10547,1334,8,6,4.8
10548,1334,9,6,4.8
10549,1334,10,6,4.9
10550,1334,11,6,4.9
10551,1334,12,6,4.9
10552,1334,13,6,5.9
10553,1334,14,6,6.5
10554,1334,15,6,5.9
10555,1334,16,6,5.7
10556,1334,17,6,6.8
10557,1334,18,6,6.1
10558,1334,19,6,5.7
10559,1334,20,6,5.6
10560,1334,21,6,5.0
10561,1334,22,6,5.4
10562,1334,23,6,4.9
10563,1334,24,6,4.7
10564,1334,25,6,4.2
10565,1334,26,6,4.1
10566,1334,27,6,4.0
10567,1334,28,6,4.0
10568,1334,29,6,3.9
10569,1334,30,6,3.8
10570,1334,31,6,3.8
12617,1334,1,7,3.1
