,sal,rooz,Month,barandooz_Debi
16081,1356,24,8,4.6
16082,1356,25,8,4.46
16083,1356,26,8,4.46
16084,1356,27,8,4.46
16085,1356,28,8,4.92
16086,1356,29,8,4.76
16087,1356,30,8,4.92
16088,1356,31,8,
18228,1356,1,9,4.76
18229,1356,2,9,5.08
18230,1356,3,9,5.24
18231,1356,4,9,5.08
18232,1356,5,9,5.08
18233,1356,6,9,5.08
18234,1356,7,9,5.08
18235,1356,8,9,5.08
18236,1356,9,9,4.92
18237,1356,10,9,4.92
18238,1356,11,9,4.76
18239,1356,12,9,8.44
18240,1356,13,9,10.79
18241,1356,14,9,8.2
18242,1356,15,9,7.28
18243,1356,16,9,8.18
18244,1356,17,9,7.28
18245,1356,18,9,6.74
18246,1356,19,9,7.1
18247,1356,20,9,6.92
18248,1356,21,9,7.1
18249,1356,22,9,7.28
18250,1356,23,9,7.28
18251,1356,24,9,7.28
18252,1356,25,9,7.1
18253,1356,26,9,7.28
18254,1356,27,9,6.92
18255,1356,28,9,6.74
18256,1356,29,9,6.56
18257,1356,30,9,7.1
18258,1356,31,9,
20398,1356,1,10,7.1
20399,1356,2,10,7.28
20400,1356,3,10,7.28
20401,1356,4,10,
20402,1356,5,10,7.28
20403,1356,6,10,7.1
20404,1356,7,10,6.92
20405,1356,8,10,6.74
20406,1356,9,10,6.74
20407,1356,10,10,6.56
20408,1356,11,10,6.56
20409,1356,12,10,7.64
20410,1356,13,10,9.8
20411,1356,14,10,8.72
20412,1356,15,10,8.18
20413,1356,16,10,7.28
20414,1356,17,10,7.28
20415,1356,18,10,7.28
20416,1356,19,10,7.46
20417,1356,20,10,7.1
20418,1356,21,10,6.92
20419,1356,22,10,7.28
20420,1356,23,10,6.92
20421,1356,24,10,7.1
20422,1356,25,10,7.1
20423,1356,26,10,6.74
20424,1356,27,10,6.74
20425,1356,28,10,6.74
20426,1356,29,10,6.92
20427,1356,30,10,8.81
20428,1356,31,10,
22568,1356,1,11,18.36
22569,1356,2,11,14.69
22570,1356,3,11,10.85
22571,1356,4,11,10.22
22572,1356,5,11,9.44
22573,1356,6,11,9.08
22574,1356,7,11,9.08
22575,1356,8,11,9.08
22576,1356,9,11,8.9
22577,1356,10,11,9.08
22578,1356,11,11,8.36
22579,1356,12,11,8.18
22580,1356,13,11,8.18
22581,1356,14,11,10.22
22582,1356,15,11,10.22
22583,1356,16,11,9.26
22584,1356,17,11,8.9
22585,1356,18,11,9.26
22586,1356,19,11,9.08
22587,1356,20,11,9.26
22588,1356,21,11,9.44
22589,1356,22,11,9.62
22590,1356,23,11,9.44
22591,1356,24,11,9.26
22592,1356,25,11,9.26
22593,1356,26,11,9.44
22594,1356,27,11,10.01
22595,1356,28,11,12.82
22596,1356,29,11,13.54
22597,1356,30,11,12.13
22598,1356,31,11,
24738,1356,1,12,12.48
24739,1356,2,12,12.82
24740,1356,3,12,20.8
24741,1356,4,12,15.32
24742,1356,5,12,14.48
24743,1356,6,12,13.74
24744,1356,7,12,13.28
24745,1356,8,12,12.82
24746,1356,9,12,13.05
24747,1356,10,12,13.05
24748,1356,11,12,13.05
24749,1356,12,12,13.32
24750,1356,13,12,13.38
24751,1356,14,12,12.82
24752,1356,15,12,13.05
24753,1356,16,12,12.82
24754,1356,17,12,12.59
24755,1356,18,12,12.56
24756,1356,19,12,12.36
24757,1356,20,12,16.64
24758,1356,21,12,15.04
24759,1356,22,12,17.58
24760,1356,23,12,37.04
24761,1356,24,12,28.29
24762,1356,25,12,18.2
24763,1356,26,12,16.44
24764,1356,27,12,15.32
24765,1356,28,12,15.04
24766,1356,29,12,15.04
24767,1356,30,12,
24768,1356,31,12,
899,1357,1,1,11.96
900,1357,2,1,12.6
901,1357,3,1,14.0
902,1357,4,1,15.05
903,1357,5,1,15.4
904,1357,6,1,16.59
905,1357,7,1,17.85
906,1357,8,1,12.95
907,1357,9,1,12.25
908,1357,10,1,11.39
909,1357,11,1,11.39
910,1357,12,1,11.39
911,1357,13,1,11.96
912,1357,14,1,13.3
913,1357,15,1,17.85
914,1357,16,1,26.26
915,1357,17,1,43.0
916,1357,18,1,27.3
917,1357,19,1,25.72
918,1357,20,1,28.86
919,1357,21,1,28.86
920,1357,22,1,26.26
921,1357,23,1,20.42
922,1357,24,1,21.85
923,1357,25,1,20.9
924,1357,26,1,20.42
925,1357,27,1,19.95
926,1357,28,1,20.42
927,1357,29,1,20.9
928,1357,30,1,21.85
929,1357,31,1,24.7
3069,1357,1,2,28.86
3070,1357,2,2,36.48
3071,1357,3,2,37.66
3072,1357,4,2,32.6
3073,1357,5,2,26.78
3074,1357,6,2,25.22
3075,1357,7,2,23.75
3076,1357,8,2,22.8
3077,1357,9,2,21.37
3078,1357,10,2,20.42
3079,1357,11,2,22.32
3080,1357,12,2,26.78
3081,1357,13,2,27.3
3082,1357,14,2,27.3
3083,1357,15,2,27.3
3084,1357,16,2,27.3
3085,1357,17,2,26.78
3086,1357,18,2,26.26
3087,1357,19,2,25.22
3088,1357,20,2,23.75
3089,1357,21,2,23.75
3090,1357,22,2,23.75
3091,1357,23,2,25.22
3092,1357,24,2,28.86
3093,1357,25,2,30.44
3094,1357,26,2,27.3
3095,1357,27,2,23.75
3096,1357,28,2,20.42
3097,1357,29,2,18.69
3098,1357,30,2,17.43
3099,1357,31,2,19.11
5239,1357,1,3,22.32
5240,1357,2,3,23.27
5241,1357,3,3,22.8
5242,1357,4,3,21.37
5243,1357,5,3,17.85
5244,1357,6,3,17.01
5245,1357,7,3,15.05
5246,1357,8,3,16.59
5247,1357,9,3,17.01
5248,1357,10,3,16.59
5249,1357,11,3,17.85
5250,1357,12,3,17.43
5251,1357,13,3,17.01
5252,1357,14,3,16.17
5253,1357,15,3,16.17
5254,1357,16,3,15.4
5255,1357,17,3,15.4
5256,1357,18,3,14.35
5257,1357,19,3,12.95
5258,1357,20,3,12.25
5259,1357,21,3,11.11
5260,1357,22,3,10.25
5261,1357,23,3,10.54
5262,1357,24,3,10.54
5263,1357,25,3,9.4
5264,1357,26,3,9.4
5265,1357,27,3,9.17
5266,1357,28,3,8.95
5267,1357,29,3,7.6
5268,1357,30,3,7.82
5269,1357,31,3,7.6
7409,1357,1,4,8.05
7410,1357,2,4,9.4
7411,1357,3,4,7.82
7412,1357,4,4,7.37
7413,1357,5,4,7.15
7414,1357,6,4,6.79
7415,1357,7,4,6.43
7416,1357,8,4,6.07
7417,1357,9,4,5.53
7418,1357,10,4,5.21
7419,1357,11,4,4.79
7420,1357,12,4,4.51
7421,1357,13,4,4.23
7422,1357,14,4,4.09
7423,1357,15,4,3.83
7424,1357,16,4,3.71
7425,1357,17,4,3.59
7426,1357,18,4,3.35
7427,1357,19,4,2.87
7428,1357,20,4,2.46
7429,1357,21,4,2.27
7430,1357,22,4,2.95
7431,1357,23,4,1.57
7432,1357,24,4,1.12
7433,1357,25,4,0.84
7434,1357,26,4,0.7
7435,1357,27,4,0.7
7436,1357,28,4,0.63
7437,1357,29,4,0.49
7438,1357,30,4,0.35
7439,1357,31,4,0.3
9579,1357,1,5,0.3
9580,1357,2,5,0.35
9581,1357,3,5,0.3
9582,1357,4,5,0.25
9583,1357,5,5,0.2
9584,1357,6,5,0.15
9585,1357,7,5,0.15
9586,1357,8,5,0.15
9587,1357,9,5,0.15
9588,1357,10,5,0.1
9589,1357,11,5,0.1
9590,1357,12,5,0.1
9591,1357,13,5,0.1
9592,1357,14,5,0.1
9593,1357,15,5,0.1
9594,1357,16,5,0.1
9595,1357,17,5,0.1
9596,1357,18,5,0.1
9597,1357,19,5,0.1
9598,1357,20,5,0.1
9599,1357,21,5,0.1
9600,1357,22,5,0.1
9601,1357,23,5,0.1
9602,1357,24,5,0.1
9603,1357,25,5,0.1
9604,1357,26,5,0.1
9605,1357,27,5,0.1
9606,1357,28,5,0.1
9607,1357,29,5,0.1
9608,1357,30,5,0.1
9609,1357,31,5,0.1
11749,1357,1,6,0.1
11750,1357,2,6,0.1
11751,1357,3,6,0.1
11752,1357,4,6,0.1
11753,1357,5,6,0.1
11754,1357,6,6,0.1
11755,1357,7,6,0.1
11756,1357,8,6,0.1
11757,1357,9,6,0.1
11758,1357,10,6,0.1
11759,1357,11,6,0.1
11760,1357,12,6,0.1
11761,1357,13,6,0.1
11762,1357,14,6,0.1
11763,1357,15,6,0.1
11764,1357,16,6,0.1
11765,1357,17,6,0.1
11766,1357,18,6,0.1
11767,1357,19,6,0.1
11768,1357,20,6,0.1
11769,1357,21,6,0.1
11770,1357,22,6,0.1
11771,1357,23,6,0.1
11772,1357,24,6,0.1
11773,1357,25,6,0.1
11774,1357,26,6,0.1
11775,1357,27,6,0.1
11776,1357,28,6,0.1
11777,1357,29,6,0.2
11778,1357,30,6,0.2
11779,1357,31,6,0.2
13919,1357,1,7,
13920,1357,2,7,
13921,1357,3,7,
13922,1357,4,7,
13923,1357,5,7,
13924,1357,6,7,
13925,1357,7,7,
13926,1357,8,7,
13927,1357,9,7,0.1
13928,1357,10,7,0.2
13929,1357,11,7,0.25
13930,1357,12,7,0.25
13931,1357,13,7,0.25
13932,1357,14,7,0.3
13933,1357,15,7,0.35
13934,1357,16,7,0.42
13935,1357,17,7,0.49
13936,1357,18,7,0.63
13937,1357,19,7,0.77
13938,1357,20,7,0.7
13939,1357,21,7,0.7
13940,1357,22,7,0.84
13941,1357,23,7,1.12
13942,1357,24,7,1.2
13943,1357,25,7,1.42
13944,1357,26,7,1.65
13945,1357,27,7,1.89
13946,1357,28,7,1.99
13947,1357,29,7,2.27
13948,1357,30,7,2.37
13949,1357,31,7,
16089,1357,1,8,2.37
16090,1357,2,8,2.46
16091,1357,3,8,2.46
16092,1357,4,8,2.56
16093,1357,5,8,2.65
16094,1357,6,8,2.87
16095,1357,7,8,2.87
16096,1357,8,8,2.99
16097,1357,9,8,2.99
16098,1357,10,8,3.47
16099,1357,11,8,3.47
16100,1357,12,8,3.71
16101,1357,13,8,3.71
16102,1357,14,8,3.83
16103,1357,15,8,3.83
16104,1357,16,8,4.09
16105,1357,17,8,4.09
16106,1357,18,8,4.23
16107,1357,19,8,4.51
16108,1357,20,8,5.21
16109,1357,21,8,5.21
16110,1357,22,8,5.35
16111,1357,23,8,5.53
16112,1357,24,8,6.07
16113,1357,25,8,6.79
16114,1357,26,8,6.61
16115,1357,27,8,6.61
16116,1357,28,8,6.79
16117,1357,29,8,6.79
16118,1357,30,8,6.79
16119,1357,31,8,
18259,1357,1,9,6.79
18260,1357,2,9,6.79
18261,1357,3,9,6.97
18262,1357,4,9,6.79
18263,1357,5,9,6.79
18264,1357,6,9,6.79
18265,1357,7,9,6.79
18266,1357,8,9,6.79
18267,1357,9,9,6.97
18268,1357,10,9,6.97
18269,1357,11,9,8.95
18270,1357,12,9,10.54
18271,1357,13,9,10.25
18272,1357,14,9,11.11
18273,1357,15,9,9.4
18274,1357,16,9,8.95
18275,1357,17,9,12.25
18276,1357,18,9,11.68
18277,1357,19,9,11.68
18278,1357,20,9,10.25
18279,1357,21,9,9.68
18280,1357,22,9,9.97
18281,1357,23,9,9.68
18282,1357,24,9,9.17
18283,1357,25,9,22.21
18284,1357,26,9,18.04
18285,1357,27,9,11.68
18286,1357,28,9,10.82
18287,1357,29,9,9.97
18288,1357,30,9,9.68
18289,1357,31,9,
20429,1357,1,10,9.4
20430,1357,2,10,8.95
20431,1357,3,10,8.72
20432,1357,4,10,8.27
20433,1357,5,10,8.72
20434,1357,6,10,8.5
20435,1357,7,10,8.27
20436,1357,8,10,8.72
20437,1357,9,10,8.72
20438,1357,10,10,8.72
20439,1357,11,10,8.5
20440,1357,12,10,8.5
20441,1357,13,10,8.5
20442,1357,14,10,8.5
20443,1357,15,10,8.05
20444,1357,16,10,11.81
20445,1357,17,10,20.29
20446,1357,18,10,11.11
20447,1357,19,10,10.25
20448,1357,20,10,9.68
20449,1357,21,10,9.68
20450,1357,22,10,9.68
20451,1357,23,10,9.4
20452,1357,24,10,8.95
20453,1357,25,10,9.17
20454,1357,26,10,9.17
20455,1357,27,10,8.95
20456,1357,28,10,8.95
20457,1357,29,10,9.17
20458,1357,30,10,9.4
20459,1357,31,10,
22599,1357,1,11,9.68
22600,1357,2,11,9.97
22601,1357,3,11,10.54
22602,1357,4,11,9.97
22603,1357,5,11,7.37
22604,1357,6,11,8.05
22605,1357,7,11,8.5
22606,1357,8,11,8.5
22607,1357,9,11,8.95
22608,1357,10,11,10.54
22609,1357,11,11,11.96
22610,1357,12,11,12.6
22611,1357,13,11,13.65
22612,1357,14,11,14.0
22613,1357,15,11,12.6
22614,1357,16,11,11.96
22615,1357,17,11,11.68
22616,1357,18,11,16.59
22617,1357,19,11,13.3
22618,1357,20,11,11.96
22619,1357,21,11,11.96
22620,1357,22,11,12.25
22621,1357,23,11,13.3
22622,1357,24,11,11.96
22623,1357,25,11,11.96
22624,1357,26,11,11.68
22625,1357,27,11,12.25
22626,1357,28,11,11.39
22627,1357,29,11,11.11
22628,1357,30,11,10.82
22629,1357,31,11,
24769,1357,1,12,10.82
24770,1357,2,12,10.82
24771,1357,3,12,10.82
24772,1357,4,12,10.54
24773,1357,5,12,10.25
24774,1357,6,12,10.54
24775,1357,7,12,10.54
24776,1357,8,12,9.97
24777,1357,9,12,10.25
24778,1357,10,12,10.25
24779,1357,11,12,9.97
24780,1357,12,12,10.54
24781,1357,13,12,10.25
24782,1357,14,12,10.25
24783,1357,15,12,9.97
24784,1357,16,12,10.25
24785,1357,17,12,11.11
24786,1357,18,12,11.68
24787,1357,19,12,12.25
24788,1357,20,12,11.68
24789,1357,21,12,11.68
24790,1357,22,12,11.39
24791,1357,23,12,11.39
24792,1357,24,12,11.68
24793,1357,25,12,11.68
24794,1357,26,12,10.82
24795,1357,27,12,10.54
24796,1357,28,12,10.82
24797,1357,29,12,11.11
24798,1357,30,12,
24799,1357,31,12,
930,1358,1,1,11.71
931,1358,2,1,13.6
932,1358,3,1,14.22
933,1358,4,1,15.15
934,1358,5,1,16.7
935,1358,6,1,16.7
936,1358,7,1,28.46
937,1358,8,1,26.43
938,1358,9,1,38.56
939,1358,10,1,28.08
940,1358,11,1,24.18
941,1358,12,1,18.87
942,1358,13,1,24.18
943,1358,14,1,57.32
944,1358,15,1,37.92
945,1358,16,1,18.87
946,1358,17,1,17.63
947,1358,18,1,19.18
948,1358,19,1,20.73
949,1358,20,1,21.97
950,1358,21,1,23.86
951,1358,22,1,25.14
952,1358,23,1,28.41
953,1358,24,1,30.04
954,1358,25,1,25.14
955,1358,26,1,23.22
956,1358,27,1,21.66
957,1358,28,1,19.8
958,1358,29,1,18.25
959,1358,30,1,18.25
960,1358,31,1,19.18
3100,1358,1,2,18.56
3101,1358,2,2,18.56
3102,1358,3,2,19.8
3103,1358,4,2,20.42
3104,1358,5,2,22.9
3105,1358,6,2,22.59
3106,1358,7,2,22.28
3107,1358,8,2,17.94
3108,1358,9,2,21.97
3109,1358,10,2,21.35
3110,1358,11,2,20.73
3111,1358,12,2,19.49
3112,1358,13,2,20.42
3113,1358,14,2,24.18
3114,1358,15,2,22.28
3115,1358,16,2,21.35
3116,1358,17,2,21.35
3117,1358,18,2,21.66
3118,1358,19,2,22.28
3119,1358,20,2,23.54
3120,1358,21,2,21.04
3121,1358,22,2,21.04
3122,1358,23,2,21.97
3123,1358,24,2,26.76
3124,1358,25,2,28.41
3125,1358,26,2,20.11
3126,1358,27,2,18.87
3127,1358,28,2,18.25
3128,1358,29,2,18.56
3129,1358,30,2,19.18
3130,1358,31,2,19.8
5270,1358,1,3,19.8
5271,1358,2,3,20.42
5272,1358,3,3,21.35
5273,1358,4,3,16.39
5274,1358,5,3,14.84
5275,1358,6,3,13.6
5276,1358,7,3,12.79
5277,1358,8,3,11.71
5278,1358,9,3,10.9
5279,1358,10,3,9.75
5280,1358,11,3,9.52
5281,1358,12,3,9.75
5282,1358,13,3,9.75
5283,1358,14,3,9.29
5284,1358,15,3,9.29
5285,1358,16,3,9.06
5286,1358,17,3,8.83
5287,1358,18,3,8.4
5288,1358,19,3,8.0
5289,1358,20,3,7.0
5290,1358,21,3,5.64
5291,1358,22,3,5.0
5292,1358,23,3,4.86
5293,1358,24,3,4.72
5294,1358,25,3,4.3
5295,1358,26,3,4.16
5296,1358,27,3,4.02
5297,1358,28,3,3.74
5298,1358,29,3,3.27
5299,1358,30,3,3.05
5300,1358,31,3,3.16
7440,1358,1,4,3.16
7441,1358,2,4,3.05
7442,1358,3,4,2.94
7443,1358,4,4,2.61
7444,1358,5,4,2.4
7445,1358,6,4,2.3
7446,1358,7,4,2.1
7447,1358,8,4,2.0
7448,1358,9,4,1.9
7449,1358,10,4,1.8
7450,1358,11,4,1.7
7451,1358,12,4,1.6
7452,1358,13,4,1.6
7453,1358,14,4,1.22
7454,1358,15,4,0.8
7455,1358,16,4,0.75
7456,1358,17,4,0.26
7457,1358,18,4,0.2
7458,1358,19,4,0.14
7459,1358,20,4,0.1
7460,1358,21,4,0.05
7461,1358,22,4,0.01
7462,1358,23,4,0.01
7463,1358,24,4,0.01
7464,1358,25,4,
7465,1358,26,4,
7466,1358,27,4,
7467,1358,28,4,
7468,1358,29,4,
7469,1358,30,4,
7470,1358,31,4,
9610,1358,1,5,
9611,1358,2,5,
9612,1358,3,5,
9613,1358,4,5,
9614,1358,5,5,
9615,1358,6,5,
9616,1358,7,5,
9617,1358,8,5,
9618,1358,9,5,
9619,1358,10,5,
9620,1358,11,5,
9621,1358,12,5,
9622,1358,13,5,
9623,1358,14,5,
9624,1358,15,5,
9625,1358,16,5,
9626,1358,17,5,
9627,1358,18,5,
9628,1358,19,5,
9629,1358,20,5,
9630,1358,21,5,
9631,1358,22,5,
9632,1358,23,5,
9633,1358,24,5,
9634,1358,25,5,
9635,1358,26,5,
9636,1358,27,5,
9637,1358,28,5,
9638,1358,29,5,
9639,1358,30,5,
9640,1358,31,5,
11780,1358,1,6,
11781,1358,2,6,
11782,1358,3,6,
11783,1358,4,6,
11784,1358,5,6,
11785,1358,6,6,
11786,1358,7,6,
11787,1358,8,6,
11788,1358,9,6,
11789,1358,10,6,
11790,1358,11,6,
11791,1358,12,6,
11792,1358,13,6,
11793,1358,14,6,
11794,1358,15,6,
11795,1358,16,6,
11796,1358,17,6,
11797,1358,18,6,
11798,1358,19,6,
11799,1358,20,6,
11800,1358,21,6,
11801,1358,22,6,
11802,1358,23,6,
11803,1358,24,6,
11804,1358,25,6,
11805,1358,26,6,
11806,1358,27,6,
11807,1358,28,6,
11808,1358,29,6,
11809,1358,30,6,
11810,1358,31,6,
13950,1358,1,7,0.55
13951,1358,2,7,0.55
13952,1358,3,7,0.5
13953,1358,4,7,0.5
13954,1358,5,7,0.45
13955,1358,6,7,0.45
13956,1358,7,7,0.4
13957,1358,8,7,0.4
13958,1358,9,7,0.35
13959,1358,10,7,0.35
13960,1358,11,7,0.4
13961,1358,12,7,0.3
13962,1358,13,7,0.35
13963,1358,14,7,0.45
13964,1358,15,7,0.4
13965,1358,16,7,0.45
13966,1358,17,7,0.55
13967,1358,18,7,0.45
13968,1358,19,7,0.45
13969,1358,20,7,0.55
13970,1358,21,7,0.6
13971,1358,22,7,0.75
13972,1358,23,7,0.87
13973,1358,24,7,1.08
13974,1358,25,7,1.29
13975,1358,26,7,1.43
13976,1358,27,7,1.36
13977,1358,28,7,1.5
13978,1358,29,7,1.6
13979,1358,30,7,2.0
13980,1358,31,7,
16120,1358,1,8,2.3
16121,1358,2,8,2.5
16122,1358,3,8,2.83
16123,1358,4,8,3.49
16124,1358,5,8,3.74
16125,1358,6,8,3.88
16126,1358,7,8,4.44
16127,1358,8,8,5.16
16128,1358,9,8,5.16
16129,1358,10,8,5.16
16130,1358,11,8,5.48
16131,1358,12,8,5.16
16132,1358,13,8,5.8
16133,1358,14,8,6.28
16134,1358,15,8,6.12
16135,1358,16,8,6.12
16136,1358,17,8,5.96
16137,1358,18,8,5.96
16138,1358,19,8,5.96
16139,1358,20,8,6.12
16140,1358,21,8,6.28
16141,1358,22,8,6.12
16142,1358,23,8,6.12
16143,1358,24,8,6.12
16144,1358,25,8,6.12
16145,1358,26,8,6.12
16146,1358,27,8,6.12
16147,1358,28,8,6.12
16148,1358,29,8,6.12
16149,1358,30,8,6.12
16150,1358,31,8,
18290,1358,1,9,6.12
18291,1358,2,9,5.96
18292,1358,3,9,5.96
18293,1358,4,9,5.96
18294,1358,5,9,5.96
18295,1358,6,9,5.96
18296,1358,7,9,5.8
18297,1358,8,9,5.8
18298,1358,9,9,5.96
18299,1358,10,9,5.8
18300,1358,11,9,5.8
18301,1358,12,9,5.8
18302,1358,13,9,5.96
18303,1358,14,9,5.96
18304,1358,15,9,5.96
18305,1358,16,9,5.96
18306,1358,17,9,5.96
18307,1358,18,9,5.96
18308,1358,19,9,5.96
18309,1358,20,9,5.8
18310,1358,21,9,5.48
18311,1358,22,9,5.48
18312,1358,23,9,5.64
18313,1358,24,9,5.64
18314,1358,25,9,5.64
18315,1358,26,9,5.8
18316,1358,27,9,5.8
18317,1358,28,9,5.8
18318,1358,29,9,5.8
18319,1358,30,9,5.8
18320,1358,31,9,
20460,1358,1,10,5.8
20461,1358,2,10,5.48
20462,1358,3,10,5.48
20463,1358,4,10,5.64
20464,1358,5,10,5.96
20465,1358,6,10,6.28
20466,1358,7,10,6.44
20467,1358,8,10,6.12
20468,1358,9,10,6.12
20469,1358,10,10,5.96
20470,1358,11,10,5.8
20471,1358,12,10,5.8
20472,1358,13,10,5.64
20473,1358,14,10,5.64
20474,1358,15,10,5.64
20475,1358,16,10,5.48
20476,1358,17,10,5.48
20477,1358,18,10,5.48
20478,1358,19,10,5.48
20479,1358,20,10,5.48
20480,1358,21,10,5.64
20481,1358,22,10,5.64
20482,1358,23,10,5.64
20483,1358,24,10,5.64
20484,1358,25,10,5.64
20485,1358,26,10,5.64
20486,1358,27,10,5.96
20487,1358,28,10,5.96
20488,1358,29,10,5.64
20489,1358,30,10,5.64
20490,1358,31,10,
22630,1358,1,11,5.64
22631,1358,2,11,5.64
22632,1358,3,11,5.64
22633,1358,4,11,5.8
22634,1358,5,11,5.96
22635,1358,6,11,5.96
22636,1358,7,11,5.96
22637,1358,8,11,5.96
22638,1358,9,11,6.12
22639,1358,10,11,6.12
22640,1358,11,11,6.12
22641,1358,12,11,6.12
22642,1358,13,11,5.96
22643,1358,14,11,5.96
22644,1358,15,11,5.96
22645,1358,16,11,5.96
22646,1358,17,11,5.96
22647,1358,18,11,5.96
22648,1358,19,11,5.96
22649,1358,20,11,5.96
22650,1358,21,11,6.12
22651,1358,22,11,6.12
22652,1358,23,11,6.12
22653,1358,24,11,6.12
22654,1358,25,11,6.12
22655,1358,26,11,6.28
22656,1358,27,11,6.12
22657,1358,28,11,6.12
22658,1358,29,11,6.12
22659,1358,30,11,6.12
22660,1358,31,11,
24800,1358,1,12,6.12
24801,1358,2,12,5.96
24802,1358,3,12,5.96
24803,1358,4,12,5.96
24804,1358,5,12,5.96
24805,1358,6,12,6.12
24806,1358,7,12,6.12
24807,1358,8,12,6.12
24808,1358,9,12,6.12
24809,1358,10,12,6.12
24810,1358,11,12,6.12
24811,1358,12,12,5.96
24812,1358,13,12,5.96
24813,1358,14,12,5.96
24814,1358,15,12,6.12
24815,1358,16,12,6.44
24816,1358,17,12,6.6
24817,1358,18,12,6.8
24818,1358,19,12,7.0
24819,1358,20,12,7.0
24820,1358,21,12,7.2
24821,1358,22,12,7.2
24822,1358,23,12,9.29
24823,1358,24,12,9.98
24824,1358,25,12,8.2
24825,1358,26,12,7.2
24826,1358,27,12,7.0
24827,1358,28,12,7.3
24828,1358,29,12,7.6
24829,1358,30,12,8.83
24830,1358,31,12,
961,1359,1,1,9.75
962,1359,2,1,9.52
963,1359,3,1,8.39
964,1359,4,1,8.19
965,1359,5,1,8.19
966,1359,6,1,8.19
967,1359,7,1,12.72
968,1359,8,1,10.67
969,1359,9,1,8.39
970,1359,10,1,8.39
971,1359,11,1,9.52
972,1359,12,1,9.06
973,1359,13,1,8.39
974,1359,14,1,8.6
975,1359,15,1,9.52
976,1359,16,1,9.75
977,1359,17,1,11.42
978,1359,18,1,9.06
979,1359,19,1,8.36
980,1359,20,1,8.6
981,1359,21,1,8.39
982,1359,22,1,9.06
983,1359,23,1,11.94
984,1359,24,1,10.67
985,1359,25,1,10.9
986,1359,26,1,11.42
987,1359,27,1,11.42
988,1359,28,1,23.93
989,1359,29,1,22.56
990,1359,30,1,19.23
991,1359,31,1,18.92
3131,1359,1,2,21.9
3132,1359,2,2,25.91
3133,1359,3,2,30.8
3134,1359,4,2,31.16
3135,1359,5,2,28.67
3136,1359,6,2,33.35
3137,1359,7,2,30.06
3138,1359,8,2,26.25
3139,1359,9,2,24.91
3140,1359,10,2,22.23
3141,1359,11,2,20.56
3142,1359,12,2,17.03
3143,1359,13,2,14.95
3144,1359,14,2,13.79
3145,1359,15,2,13.79
3146,1359,16,2,14.37
3147,1359,17,2,15.24
3148,1359,18,2,16.4
3149,1359,19,2,16.71
3150,1359,20,2,14.66
3151,1359,21,2,14.66
3152,1359,22,2,14.37
3153,1359,23,2,13.5
3154,1359,24,2,14.37
3155,1359,25,2,20.56
3156,1359,26,2,16.11
3157,1359,27,2,14.08
3158,1359,28,2,12.72
3159,1359,29,2,11.68
3160,1359,30,2,12.72
3161,1359,31,2,12.72
5301,1359,1,3,24.36
5302,1359,2,3,29.37
5303,1359,3,3,25.58
5304,1359,4,3,20.22
5305,1359,5,3,17.03
5306,1359,6,3,17.03
5307,1359,7,3,17.66
5308,1359,8,3,16.11
5309,1359,9,3,13.79
5310,1359,10,3,12.98
5311,1359,11,3,12.72
5312,1359,12,3,12.46
5313,1359,13,3,12.98
5314,1359,14,3,13.24
5315,1359,15,3,11.94
5316,1359,16,3,11.42
5317,1359,17,3,9.52
5318,1359,18,3,8.6
5319,1359,19,3,8.19
5320,1359,20,3,7.57
5321,1359,21,3,8.39
5322,1359,22,3,9.06
5323,1359,23,3,8.39
5324,1359,24,3,8.83
5325,1359,25,3,9.75
5326,1359,26,3,10.67
5327,1359,27,3,13.24
5328,1359,28,3,14.08
5329,1359,29,3,17.66
5330,1359,30,3,15.24
5331,1359,31,3,15.24
7471,1359,1,4,15.53
7472,1359,2,4,15.53
7473,1359,3,4,15.24
7474,1359,4,4,13.5
7475,1359,5,4,12.72
7476,1359,6,4,11.68
7477,1359,7,4,11.94
7478,1359,8,4,9.29
7479,1359,9,4,8.83
7480,1359,10,4,8.6
7481,1359,11,4,8.39
7482,1359,12,4,7.57
7483,1359,13,4,7.17
7484,1359,14,4,6.38
7485,1359,15,4,6.96
7486,1359,16,4,6.75
7487,1359,17,4,6.55
7488,1359,18,4,6.21
7489,1359,19,4,5.87
7490,1359,20,4,5.53
7491,1359,21,4,5.02
7492,1359,22,4,4.42
7493,1359,23,4,4.42
7494,1359,24,4,3.98
7495,1359,25,4,4.85
7496,1359,26,4,4.7
7497,1359,27,4,4.56
7498,1359,28,4,4.12
7499,1359,29,4,3.98
7500,1359,30,4,3.54
7501,1359,31,4,3.54
9641,1359,1,5,3.4
9642,1359,2,5,3.06
9643,1359,3,5,2.94
9644,1359,4,5,2.48
9645,1359,5,5,2.06
9646,1359,6,5,2.06
9647,1359,7,5,1.77
9648,1359,8,5,1.13
9649,1359,9,5,0.96
9650,1359,10,5,0.3
9651,1359,11,5,0.15
9652,1359,12,5,0.07
9653,1359,13,5,0.07
9654,1359,14,5,
9655,1359,15,5,
9656,1359,16,5,
9657,1359,17,5,
9658,1359,18,5,
9659,1359,19,5,
9660,1359,20,5,
9661,1359,21,5,
9662,1359,22,5,
9663,1359,23,5,
9664,1359,24,5,
9665,1359,25,5,
9666,1359,26,5,
9667,1359,27,5,
9668,1359,28,5,
9669,1359,29,5,
