,index,sal,rooz,Month,simineh_Debi
8841,16064,1367,7,10,11.14
8842,16065,1367,8,10,9.2
8843,16066,1367,9,10,9.2
8844,16067,1367,10,10,8.3
8845,16068,1367,11,10,6.8
8846,16069,1367,12,10,6.4
8847,16070,1367,13,10,6.0
8848,16071,1367,14,10,6.0
8849,16072,1367,15,10,6.2
8850,16073,1367,16,10,6.0
8851,16074,1367,17,10,4.6
8852,16075,1367,18,10,4.4
8853,16076,1367,19,10,6.4
8854,16077,1367,20,10,7.07
8855,16078,1367,21,10,5.8
8856,16079,1367,22,10,12.54
8857,16080,1367,23,10,8.9
8858,16081,1367,24,10,8.6
8859,16082,1367,25,10,8.3
8860,16083,1367,26,10,12.37
8861,16084,1367,27,10,10.4
8862,16085,1367,28,10,10.7
8863,16086,1367,29,10,8.3
8864,16087,1367,30,10,6.2
8865,16088,1367,31,10,
8866,17763,1367,1,11,4.6
8867,17764,1367,2,11,4.6
8868,17765,1367,3,11,5.2
8869,17766,1367,4,11,5.0
8870,17767,1367,5,11,4.2
8871,17768,1367,6,11,3.1
8872,17769,1367,7,11,4.0
8873,17770,1367,8,11,4.2
8874,17771,1367,9,11,4.2
8875,17772,1367,10,11,3.9
8876,17773,1367,11,11,3.8
8877,17774,1367,12,11,8.87
8878,17775,1367,13,11,8.3
8879,17776,1367,14,11,7.6
8880,17777,1367,15,11,6.6
8881,17778,1367,16,11,6.6
8882,17779,1367,17,11,7.4
8883,17780,1367,18,11,5.4
8884,17781,1367,19,11,3.5
8885,17782,1367,20,11,5.0
8886,17783,1367,21,11,6.8
8887,17784,1367,22,11,7.2
8888,17785,1367,23,11,4.8
8889,17786,1367,24,11,5.6
8890,17787,1367,25,11,56.0
8891,17788,1367,26,11,9.13
8892,17789,1367,27,11,10.7
8893,17790,1367,28,11,11.9
8894,17791,1367,29,11,7.4
8895,17792,1367,30,11,5.8
8896,17793,1367,31,11,
8897,19468,1367,1,12,5.6
8898,19469,1367,2,12,5.6
8899,19470,1367,3,12,6.2
8900,19471,1367,4,12,4.8
8901,19472,1367,5,12,5.2
8902,19473,1367,6,12,5.8
8903,19474,1367,7,12,7.0
8904,19475,1367,8,12,7.8
8905,19476,1367,9,12,5.8
8906,19477,1367,10,12,8.3
8907,19478,1367,11,12,32.87
8908,19479,1367,12,12,55.09
8909,19480,1367,13,12,83.09
8910,19481,1367,14,12,69.9
8911,19482,1367,15,12,81.02
8912,19483,1367,16,12,84.85
8913,19484,1367,17,12,84.85
8914,19485,1367,18,12,89.1
8915,19486,1367,19,12,84.0
8916,19487,1367,20,12,123.49
8917,19488,1367,21,12,159.89
8918,19489,1367,22,12,114.0
8919,19490,1367,23,12,94.4
8920,19491,1367,24,12,105.76
8921,19492,1367,25,12,109.0
8922,19493,1367,26,12,91.65
8923,19494,1367,27,12,80.6
8924,19495,1367,28,12,69.9
8925,19496,1367,29,12,65.25
8926,19497,1367,30,12,
8927,19498,1367,31,12,
8928,744,1368,1,1,31.95
8929,745,1368,2,1,28.1
8930,746,1368,3,1,27.05
8931,747,1368,4,1,25.65
8932,748,1368,5,1,26.7
8933,749,1368,6,1,27.75
8934,750,1368,7,1,28.45
8935,751,1368,8,1,29.85
8936,752,1368,9,1,29.85
8937,753,1368,10,1,28.8
8938,754,1368,11,1,27.05
8939,755,1368,12,1,25.65
8940,756,1368,13,1,34.71
8941,757,1368,14,1,102.0
8942,758,1368,15,1,117.35
8943,759,1368,16,1,88.3
8944,760,1368,17,1,65.4
8945,761,1368,18,1,53.5
8946,762,1368,19,1,47.5
8947,763,1368,20,1,42.5
8948,764,1368,21,1,39.0
8949,765,1368,22,1,37.0
8950,766,1368,23,1,34.6
8951,767,1368,24,1,34.2
8952,768,1368,25,1,73.77
8953,769,1368,26,1,87.6
8954,770,1368,27,1,61.55
8955,771,1368,28,1,49.5
8956,772,1368,29,1,40.6
8957,773,1368,30,1,36.6
8958,774,1368,31,1,36.2
8959,2449,1368,1,2,30.55
8960,2450,1368,2,2,28.8
8961,2451,1368,3,2,27.75
8962,2452,1368,4,2,26.35
8963,2453,1368,5,2,24.6
8964,2454,1368,6,2,25.3
8965,2455,1368,7,2,20.4
8966,2456,1368,8,2,19.8
8967,2457,1368,9,2,21.9
8968,2458,1368,10,2,41.38
8969,2459,1368,11,2,38.2
8970,2460,1368,12,2,28.8
8971,2461,1368,13,2,24.25
8972,2462,1368,14,2,21.9
8973,2463,1368,15,2,19.2
8974,2464,1368,16,2,17.4
8975,2465,1368,17,2,16.8
8976,2466,1368,18,2,15.0
8977,2467,1368,19,2,13.8
8978,2468,1368,20,2,12.75
8979,2469,1368,21,2,11.75
8980,2470,1368,22,2,13.25
8981,2471,1368,23,2,16.2
8982,2472,1368,24,2,13.25
8983,2473,1368,25,2,12.25
8984,2474,1368,26,2,11.75
8985,2475,1368,27,2,11.25
8986,2476,1368,28,2,10.5
8987,2477,1368,29,2,9.25
8988,2478,1368,30,2,7.75
8989,2479,1368,31,2,7.75
8990,4154,1368,1,3,3.75
8991,4155,1368,2,3,3.5
8992,4156,1368,3,3,4.75
8993,4157,1368,4,3,5.0
8994,4158,1368,5,3,4.75
8995,4159,1368,6,3,4.25
8996,4160,1368,7,3,4.25
8997,4161,1368,8,3,3.75
8998,4162,1368,9,3,3.3
8999,4163,1368,10,3,3.3
9000,4164,1368,11,3,3.3
9001,4165,1368,12,3,2.3
9002,4166,1368,13,3,2.3
9003,4167,1368,14,3,2.3
9004,4168,1368,15,3,2.9
9005,4169,1368,16,3,3.1
9006,4170,1368,17,3,4.0
9007,4171,1368,18,3,5.5
9008,4172,1368,19,3,5.0
9009,4173,1368,20,3,5.25
9010,4174,1368,21,3,5.0
9011,4175,1368,22,3,4.5
9012,4176,1368,23,3,4.75
9013,4177,1368,24,3,4.75
9014,4178,1368,25,3,4.75
9015,4179,1368,26,3,4.75
9016,4180,1368,27,3,3.75
9017,4181,1368,28,3,3.5
9018,4182,1368,29,3,3.3
9019,4183,1368,30,3,3.3
9020,4184,1368,31,3,2.1
9021,5859,1368,1,4,1.5
9022,5860,1368,2,4,1.7
9023,5861,1368,3,4,1.7
9024,5862,1368,4,4,1.7
9025,5863,1368,5,4,2.5
9026,5864,1368,6,4,2.9
9027,5865,1368,7,4,2.9
9028,5866,1368,8,4,2.9
9029,5867,1368,9,4,3.1
9030,5868,1368,10,4,3.5
9031,5869,1368,11,4,3.5
9032,5870,1368,12,4,3.5
9033,5871,1368,13,4,3.5
9034,5872,1368,14,4,3.5
9035,5873,1368,15,4,3.5
9036,5874,1368,16,4,3.1
9037,5875,1368,17,4,3.3
9038,5876,1368,18,4,3.1
9039,5877,1368,19,4,2.7
9040,5878,1368,20,4,2.7
9041,5879,1368,21,4,2.7
9042,5880,1368,22,4,2.7
9043,5881,1368,23,4,2.7
9044,5882,1368,24,4,2.5
9045,5883,1368,25,4,2.7
9046,5884,1368,26,4,2.5
9047,5885,1368,27,4,1.9
9048,5886,1368,28,4,1.7
9049,5887,1368,29,4,1.9
9050,5888,1368,30,4,2.3
9051,5889,1368,31,4,2.5
9052,7564,1368,1,5,1.7
9053,7565,1368,2,5,1.9
9054,7566,1368,3,5,2.3
9055,7567,1368,4,5,2.1
9056,7568,1368,5,5,1.7
9057,7569,1368,6,5,1.5
9058,7570,1368,7,5,1.7
9059,7571,1368,8,5,2.9
9060,7572,1368,9,5,2.7
9061,7573,1368,10,5,2.7
9062,7574,1368,11,5,2.7
9063,7575,1368,12,5,2.5
9064,7576,1368,13,5,2.3
9065,7577,1368,14,5,2.3
9066,7578,1368,15,5,2.3
9067,7579,1368,16,5,1.9
9068,7580,1368,17,5,2.1
9069,7581,1368,18,5,1.9
9070,7582,1368,19,5,2.1
9071,7583,1368,20,5,2.1
9072,7584,1368,21,5,2.5
9073,7585,1368,22,5,2.7
9074,7586,1368,23,5,2.7
9075,7587,1368,24,5,2.1
9076,7588,1368,25,5,2.3
9077,7589,1368,26,5,2.5
9078,7590,1368,27,5,2.5
9079,7591,1368,28,5,2.7
9080,7592,1368,29,5,2.7
9081,7593,1368,30,5,2.9
9082,7594,1368,31,5,2.9
9083,9269,1368,1,6,2.9
9084,9270,1368,2,6,2.7
9085,9271,1368,3,6,2.7
9086,9272,1368,4,6,2.7
9087,9273,1368,5,6,3.1
9088,9274,1368,6,6,2.5
9089,9275,1368,7,6,2.7
9090,9276,1368,8,6,2.9
9091,9277,1368,9,6,2.9
9092,9278,1368,10,6,3.1
9093,9279,1368,11,6,3.1
9094,9280,1368,12,6,3.1
9095,9281,1368,13,6,3.3
9096,9282,1368,14,6,3.3
9097,9283,1368,15,6,3.1
9098,9284,1368,16,6,3.1
9099,9285,1368,17,6,2.9
9100,9286,1368,18,6,3.1
9101,9287,1368,19,6,2.3
9102,9288,1368,20,6,1.9
9103,9289,1368,21,6,1.1
9104,9290,1368,22,6,1.5
9105,9291,1368,23,6,1.5
9106,9292,1368,24,6,2.1
9107,9293,1368,25,6,2.9
9108,9294,1368,26,6,2.7
9109,9295,1368,27,6,2.7
9110,9296,1368,28,6,2.5
9111,9297,1368,29,6,2.3
9112,9298,1368,30,6,3.1
9113,9299,1368,31,6,3.1
9114,10974,1368,1,7,2.9
9115,10975,1368,2,7,2.7
9116,10976,1368,3,7,3.1
9117,10977,1368,4,7,4.0
9118,10978,1368,5,7,2.3
9119,10979,1368,6,7,2.5
9120,10980,1368,7,7,2.7
9121,10981,1368,8,7,2.3
9122,10982,1368,9,7,2.1
9123,10983,1368,10,7,2.1
9124,10984,1368,11,7,2.1
9125,10985,1368,12,7,2.5
9126,10986,1368,13,7,2.3
9127,10987,1368,14,7,2.3
9128,10988,1368,15,7,1.5
9129,10989,1368,16,7,1.5
9130,10990,1368,17,7,1.3
9131,10991,1368,18,7,1.1
9132,10992,1368,19,7,1.1
9133,10993,1368,20,7,1.1
9134,10994,1368,21,7,1.3
9135,10995,1368,22,7,1.3
9136,10996,1368,23,7,1.5
9137,10997,1368,24,7,1.3
9138,10998,1368,25,7,0.9
9139,10999,1368,26,7,1.3
9140,11000,1368,27,7,1.3
9141,11001,1368,28,7,1.3
9142,11002,1368,29,7,1.7
9143,11003,1368,30,7,1.5
9144,11004,1368,31,7,
9145,12679,1368,1,8,1.9
9146,12680,1368,2,8,1.7
9147,12681,1368,3,8,1.5
9148,12682,1368,4,8,1.1
9149,12683,1368,5,8,1.5
9150,12684,1368,6,8,1.5
9151,12685,1368,7,8,1.9
9152,12686,1368,8,8,2.1
9153,12687,1368,9,8,25.0
9154,12688,1368,10,8,1.9
9155,12689,1368,11,8,2.3
9156,12690,1368,12,8,1.7
9157,12691,1368,13,8,1.5
9158,12692,1368,14,8,1.3
9159,12693,1368,15,8,1.3
9160,12694,1368,16,8,1.3
9161,12695,1368,17,8,1.3
9162,12696,1368,18,8,1.7
9163,12697,1368,19,8,1.3
9164,12698,1368,20,8,0.9
9165,12699,1368,21,8,1.3
9166,12700,1368,22,8,15.72
9167,12701,1368,23,8,11.0
9168,12702,1368,24,8,7.0
9169,12703,1368,25,8,6.0
9170,12704,1368,26,8,10.25
9171,12705,1368,27,8,8.0
9172,12706,1368,28,8,6.75
9173,12707,1368,29,8,8.5
9174,12708,1368,30,8,26.12
9175,12709,1368,31,8,
9176,14384,1368,1,9,15.3
9177,14385,1368,2,9,11.0
9178,14386,1368,3,9,8.5
9179,14387,1368,4,9,8.0
9180,14388,1368,5,9,7.0
9181,14389,1368,6,9,6.25
9182,14390,1368,7,9,6.25
9183,14391,1368,8,9,5.75
9184,14392,1368,9,9,5.25
9185,14393,1368,10,9,5.75
9186,14394,1368,11,9,70.54
9187,14395,1368,12,9,35.0
9188,14396,1368,13,9,24.95
9189,14397,1368,14,9,17.7
9190,14398,1368,15,9,15.9
9191,14399,1368,16,9,13.5
9192,14400,1368,17,9,12.0
9193,14401,1368,18,9,11.5
9194,14402,1368,19,9,10.5
9195,14403,1368,20,9,10.5
9196,14404,1368,21,9,13.5
9197,14405,1368,22,9,16.8
9198,14406,1368,23,9,26.93
9199,14407,1368,24,9,24.95
9200,14408,1368,25,9,21.0
9201,14409,1368,26,9,17.4
9202,14410,1368,27,9,14.4
9203,14411,1368,28,9,12.75
9204,14412,1368,29,9,11.75
9205,14413,1368,30,9,10.5
9206,14414,1368,31,9,
9207,16089,1368,1,10,9.5
9208,16090,1368,2,10,9.0
9209,16091,1368,3,10,8.5
9210,16092,1368,4,10,8.0
9211,16093,1368,5,10,7.5
9212,16094,1368,6,10,6.75
9213,16095,1368,7,10,6.5
9214,16096,1368,8,10,6.25
9215,16097,1368,9,10,5.75
9216,16098,1368,10,10,5.5
9217,16099,1368,11,10,5.25
9218,16100,1368,12,10,5.25
9219,16101,1368,13,10,5.75
9220,16102,1368,14,10,5.5
9221,16103,1368,15,10,5.75
9222,16104,1368,16,10,7.0
9223,16105,1368,17,10,10.0
9224,16106,1368,18,10,12.75
9225,16107,1368,19,10,11.5
9226,16108,1368,20,10,10.75
9227,16109,1368,21,10,9.75
9228,16110,1368,22,10,9.25
9229,16111,1368,23,10,8.25
9230,16112,1368,24,10,7.75
9231,16113,1368,25,10,8.5
9232,16114,1368,26,10,8.25
9233,16115,1368,27,10,8.0
9234,16116,1368,28,10,8.0
9235,16117,1368,29,10,7.75
9236,16118,1368,30,10,7.75
9237,16119,1368,31,10,
9238,17794,1368,1,11,6.75
9239,17795,1368,2,11,7.0
9240,17796,1368,3,11,7.0
9241,17797,1368,4,11,7.25
9242,17798,1368,5,11,7.25
9243,17799,1368,6,11,7.0
9244,17800,1368,7,11,6.75
9245,17801,1368,8,11,6.25
9246,17802,1368,9,11,6.75
9247,17803,1368,10,11,7.75
9248,17804,1368,11,11,7.25
9249,17805,1368,12,11,7.0
9250,17806,1368,13,11,7.75
9251,17807,1368,14,11,7.75
9252,17808,1368,15,11,7.75
9253,17809,1368,16,11,7.5
9254,17810,1368,17,11,7.5
9255,17811,1368,18,11,7.5
9256,17812,1368,19,11,7.5
9257,17813,1368,20,11,6.0
9258,17814,1368,21,11,8.0
9259,17815,1368,22,11,8.0
9260,17816,1368,23,11,8.25
9261,17817,1368,24,11,8.5
9262,17818,1368,25,11,8.0
9263,17819,1368,26,11,8.5
9264,17820,1368,27,11,9.25
9265,17821,1368,28,11,10.75
9266,17822,1368,29,11,11.25
9267,17823,1368,30,11,14.4
9268,17824,1368,31,11,
9269,19499,1368,1,12,47.26
9270,19500,1368,2,12,43.1
9271,19501,1368,3,12,36.1
9272,19502,1368,4,12,32.25
9273,19503,1368,5,12,28.7
9274,19504,1368,6,12,27.2
9275,19505,1368,7,12,25.7
9276,19506,1368,8,12,24.5
9277,19507,1368,9,12,24.0
9278,19508,1368,10,12,24.8
9279,19509,1368,11,12,25.2
9280,19510,1368,12,12,27.5
9281,19511,1368,13,12,30.2
9282,19512,1368,14,12,32.95
9283,19513,1368,15,12,40.67
9284,19514,1368,16,12,47.02
9285,19515,1368,17,12,52.71
9286,19516,1368,18,12,51.5
9287,19517,1368,19,12,52.0
9288,19518,1368,20,12,47.3
9289,19519,1368,21,12,59.0
9290,19520,1368,22,12,83.75
9291,19521,1368,23,12,75.3
9292,19522,1368,24,12,101.95
9293,19523,1368,25,12,86.2
9294,19524,1368,26,12,65.4
9295,19525,1368,27,12,50.5
9296,19526,1368,28,12,40.2
9297,19527,1368,29,12,37.4
9298,19528,1368,30,12,
9299,19529,1368,31,12,
9300,775,1369,1,1,39.97
9301,776,1369,2,1,43.5
9302,777,1369,3,1,42.0
9303,778,1369,4,1,104.69
9304,779,1369,5,1,228.6
9305,780,1369,6,1,169.5
9306,781,1369,7,1,98.25
9307,782,1369,8,1,76.4
9308,783,1369,9,1,58.1
9309,784,1369,10,1,58.1
9310,785,1369,11,1,58.1
9311,786,1369,12,1,55.35
9312,787,1369,13,1,52.6
9313,788,1369,14,1,48.0
9314,789,1369,15,1,173.75
9315,790,1369,16,1,211.55
9316,791,1369,17,1,173.75
9317,792,1369,18,1,105.9
9318,793,1369,19,1,83.4
9319,794,1369,20,1,61.95
9320,795,1369,21,1,60.3
9321,796,1369,22,1,56.45
9322,797,1369,23,1,59.2
9323,798,1369,24,1,51.0
9324,799,1369,25,1,45.0
9325,800,1369,26,1,41.0
9326,801,1369,27,1,41.0
9327,802,1369,28,1,41.0
9328,803,1369,29,1,46.5
9329,804,1369,30,1,103.7
9330,805,1369,31,1,79.2
9331,2480,1369,1,2,60.3
9332,2481,1369,2,2,53.7
9333,2482,1369,3,2,45.5
9334,2483,1369,4,2,39.0
9335,2484,1369,5,2,34.25
9336,2485,1369,6,2,30.0
9337,2486,1369,7,2,28.4
9338,2487,1369,8,2,25.6
9339,2488,1369,9,2,22.4
9340,2489,1369,10,2,20.0
9341,2490,1369,11,2,21.2
9342,2491,1369,12,2,17.3
9343,2492,1369,13,2,15.5
9344,2493,1369,14,2,14.6
9345,2494,1369,15,2,13.1
9346,2495,1369,16,2,11.6
9347,2496,1369,17,2,10.7
9348,2497,1369,18,2,9.5
9349,2498,1369,19,2,8.75
9350,2499,1369,20,2,7.5
9351,2500,1369,21,2,7.5
9352,2501,1369,22,2,6.5
9353,2502,1369,23,2,6.75
9354,2503,1369,24,2,5.8
9355,2504,1369,25,2,5.0
9356,2505,1369,26,2,4.2
9357,2506,1369,27,2,4.4
9358,2507,1369,28,2,3.85
9359,2508,1369,29,2,4.4
9360,2509,1369,30,2,4.0
9361,2510,1369,31,2,3.85
9362,4185,1369,1,3,3.1
9363,4186,1369,2,3,4.0
9364,4187,1369,3,3,3.4
9365,4188,1369,4,3,3.55
9366,4189,1369,5,3,3.4
9367,4190,1369,6,3,3.25
9368,4191,1369,7,3,3.25
9369,4192,1369,8,3,3.25
9370,4193,1369,9,3,3.1
9371,4194,1369,10,3,2.95
9372,4195,1369,11,3,2.65
9373,4196,1369,12,3,2.65
9374,4197,1369,13,3,2.65
9375,4198,1369,14,3,2.5
9376,4199,1369,15,3,2.5
9377,4200,1369,16,3,2.65
9378,4201,1369,17,3,2.5
9379,4202,1369,18,3,1.3
9380,4203,1369,19,3,2.2
9381,4204,1369,20,3,1.3
9382,4205,1369,21,3,1.3
9383,4206,1369,22,3,1.0
9384,4207,1369,23,3,1.0
9385,4208,1369,24,3,1.15
9386,4209,1369,25,3,1.15
9387,4210,1369,26,3,2.35
9388,4211,1369,27,3,2.8
9389,4212,1369,28,3,2.5
9390,4213,1369,29,3,2.35
9391,4214,1369,30,3,2.65
9392,4215,1369,31,3,2.35
9393,5890,1369,1,4,1.9
9394,5891,1369,2,4,1.9
9395,5892,1369,3,4,2.5
9396,5893,1369,4,4,2.35
9397,5894,1369,5,4,2.35
9398,5895,1369,6,4,2.05
9399,5896,1369,7,4,2.2
9400,5897,1369,8,4,1.9
9401,5898,1369,9,4,1.9
9402,5899,1369,10,4,1.9
9403,5900,1369,11,4,2.2
9404,5901,1369,12,4,2.2
9405,5902,1369,13,4,2.2
9406,5903,1369,14,4,2.2
9407,5904,1369,15,4,2.2
9408,5905,1369,16,4,2.2
9409,5906,1369,17,4,2.05
9410,5907,1369,18,4,1.9
9411,5908,1369,19,4,2.05
9412,5909,1369,20,4,2.05
9413,5910,1369,21,4,1.9
9414,5911,1369,22,4,2.05
9415,5912,1369,23,4,2.05
9416,5913,1369,24,4,2.5
9417,5914,1369,25,4,2.5
9418,5915,1369,26,4,2.95
9419,5916,1369,27,4,2.95
9420,5917,1369,28,4,2.8
9421,5918,1369,29,4,2.8
9422,5919,1369,30,4,2.65
9423,5920,1369,31,4,2.65
9424,7595,1369,1,5,2.95
9425,7596,1369,2,5,2.8
9426,7597,1369,3,5,2.65
9427,7598,1369,4,5,2.35
9428,7599,1369,5,5,2.5
9429,7600,1369,6,5,2.5
9430,7601,1369,7,5,2.35
9431,7602,1369,8,5,2.5
9432,7603,1369,9,5,2.35
9433,7604,1369,10,5,2.65
9434,7605,1369,11,5,2.35
9435,7606,1369,12,5,2.65
9436,7607,1369,13,5,2.35
9437,7608,1369,14,5,2.35
9438,7609,1369,15,5,2.35
9439,7610,1369,16,5,2.2
9440,7611,1369,17,5,2.05
9441,7612,1369,18,5,2.2
9442,7613,1369,19,5,2.8
9443,7614,1369,20,5,2.8
9444,7615,1369,21,5,1.75
9445,7616,1369,22,5,1.3
9446,7617,1369,23,5,1.45
9447,7618,1369,24,5,1.75
9448,7619,1369,25,5,2.05
9449,7620,1369,26,5,2.2
9450,7621,1369,27,5,2.2
9451,7622,1369,28,5,2.2
9452,7623,1369,29,5,1.9
9453,7624,1369,30,5,2.05
9454,7625,1369,31,5,2.8
9455,9300,1369,1,6,2.2
9456,9301,1369,2,6,1.75
9457,9302,1369,3,6,1.75
9458,9303,1369,4,6,1.6
9459,9304,1369,5,6,1.9
9460,9305,1369,6,6,1.9
9461,9306,1369,7,6,1.9
9462,9307,1369,8,6,1.9
9463,9308,1369,9,6,1.9
9464,9309,1369,10,6,2.05
9465,9310,1369,11,6,2.05
9466,9311,1369,12,6,2.05
9467,9312,1369,13,6,2.35
9468,9313,1369,14,6,2.35
9469,9314,1369,15,6,2.5
9470,9315,1369,16,6,2.8
9471,9316,1369,17,6,2.8
9472,9317,1369,18,6,2.5
9473,9318,1369,19,6,2.8
9474,9319,1369,20,6,3.1
9475,9320,1369,21,6,2.95
9476,9321,1369,22,6,3.1
9477,9322,1369,23,6,3.25
9478,9323,1369,24,6,2.65
9479,9324,1369,25,6,3.1
9480,9325,1369,26,6,3.1
9481,9326,1369,27,6,3.4
9482,9327,1369,28,6,3.4
9483,9328,1369,29,6,3.55
9484,9329,1369,30,6,3.55
9485,9330,1369,31,6,2.65
9486,11005,1369,1,7,2.8
9487,11006,1369,2,7,2.2
9488,11007,1369,3,7,2.2
9489,11008,1369,4,7,1.75
9490,11009,1369,5,7,1.75
9491,11010,1369,6,7,1.6
9492,11011,1369,7,7,1.6
9493,11012,1369,8,7,1.6
9494,11013,1369,9,7,1.75
9495,11014,1369,10,7,1.75
9496,11015,1369,11,7,1.45
9497,11016,1369,12,7,1.6
9498,11017,1369,13,7,1.3
9499,11018,1369,14,7,1.45
9500,11019,1369,15,7,1.6
9501,11020,1369,16,7,1.45
9502,11021,1369,17,7,1.45
9503,11022,1369,18,7,1.6
9504,11023,1369,19,7,1.75
9505,11024,1369,20,7,1.75
9506,11025,1369,21,7,1.75
9507,11026,1369,22,7,2.35
9508,11027,1369,23,7,4.6
9509,11028,1369,24,7,1.9
9510,11029,1369,25,7,1.9
9511,11030,1369,26,7,1.3
9512,11031,1369,27,7,1.6
9513,11032,1369,28,7,1.15
9514,11033,1369,29,7,1.3
9515,11034,1369,30,7,1.6
9516,11035,1369,31,7,
9517,12710,1369,1,8,2.05
9518,12711,1369,2,8,2.35
9519,12712,1369,3,8,2.05
9520,12713,1369,4,8,2.05
9521,12714,1369,5,8,1.9
9522,12715,1369,6,8,1.75
9523,12716,1369,7,8,2.05
9524,12717,1369,8,8,1.9
9525,12718,1369,9,8,1.75
9526,12719,1369,10,8,1.75
9527,12720,1369,11,8,1.9
9528,12721,1369,12,8,1.45
9529,12722,1369,13,8,1.3
9530,12723,1369,14,8,1.3
9531,12724,1369,15,8,1.15
9532,12725,1369,16,8,1.0
9533,12726,1369,17,8,1.0
9534,12727,1369,18,8,0.94
9535,12728,1369,19,8,0.94
9536,12729,1369,20,8,1.0
9537,12730,1369,21,8,1.0
9538,12731,1369,22,8,1.0
9539,12732,1369,23,8,0.76
9540,12733,1369,24,8,0.7
9541,12734,1369,25,8,1.0
9542,12735,1369,26,8,1.15
9543,12736,1369,27,8,1.6
9544,12737,1369,28,8,0.88
9545,12738,1369,29,8,0.82
9546,12739,1369,30,8,1.15
9547,12740,1369,31,8,
9548,14415,1369,1,9,1.45
9549,14416,1369,2,9,1.6
9550,14417,1369,3,9,1.45
9551,14418,1369,4,9,0.94
9552,14419,1369,5,9,0.94
9553,14420,1369,6,9,1.0
9554,14421,1369,7,9,1.0
9555,14422,1369,8,9,1.15
9556,14423,1369,9,9,1.3
9557,14424,1369,10,9,1.3
9558,14425,1369,11,9,1.3
9559,14426,1369,12,9,1.15
9560,14427,1369,13,9,1.3
9561,14428,1369,14,9,1.3
9562,14429,1369,15,9,1.3
9563,14430,1369,16,9,1.45
9564,14431,1369,17,9,1.45
9565,14432,1369,18,9,1.15
9566,14433,1369,19,9,1.15
9567,14434,1369,20,9,1.6
9568,14435,1369,21,9,1.6
9569,14436,1369,22,9,1.75
9570,14437,1369,23,9,1.75
9571,14438,1369,24,9,2.05
9572,14439,1369,25,9,2.05
9573,14440,1369,26,9,1.9
9574,14441,1369,27,9,1.6
9575,14442,1369,28,9,1.6
9576,14443,1369,29,9,1.6
9577,14444,1369,30,9,1.45
9578,14445,1369,31,9,
9579,16120,1369,1,10,1.75
9580,16121,1369,2,10,1.9
9581,16122,1369,3,10,2.05
9582,16123,1369,4,10,2.05
9583,16124,1369,5,10,2.05
9584,16125,1369,6,10,2.35
9585,16126,1369,7,10,2.2
9586,16127,1369,8,10,2.8
9587,16128,1369,9,10,2.35
9588,16129,1369,10,10,2.2
9589,16130,1369,11,10,2.05
9590,16131,1369,12,10,2.35
9591,16132,1369,13,10,2.35
9592,16133,1369,14,10,2.05
9593,16134,1369,15,10,1.9
9594,16135,1369,16,10,1.9
9595,16136,1369,17,10,1.9
9596,16137,1369,18,10,1.9
9597,16138,1369,19,10,1.75
9598,16139,1369,20,10,2.35
9599,16140,1369,21,10,2.35
9600,16141,1369,22,10,2.05
9601,16142,1369,23,10,1.6
9602,16143,1369,24,10,2.5
9603,16144,1369,25,10,3.4
9604,16145,1369,26,10,2.5
9605,16146,1369,27,10,2.67
9606,16147,1369,28,10,2.8
9607,16148,1369,29,10,2.5
9608,16149,1369,30,10,3.1
9609,16150,1369,31,10,
9610,17825,1369,1,11,2.8
9611,17826,1369,2,11,2.65
9612,17827,1369,3,11,2.65
9613,17828,1369,4,11,2.65
9614,17829,1369,5,11,2.35
9615,17830,1369,6,11,3.25
9616,17831,1369,7,11,2.8
9617,17832,1369,8,11,3.25
9618,17833,1369,9,11,2.95
9619,17834,1369,10,11,3.1
9620,17835,1369,11,11,2.8
9621,17836,1369,12,11,2.8
9622,17837,1369,13,11,3.1
9623,17838,1369,14,11,3.4
9624,17839,1369,15,11,11.46
9625,17840,1369,16,11,15.2
9626,17841,1369,17,11,11.0
9627,17842,1369,18,11,8.75
9628,17843,1369,19,11,6.25
9629,17844,1369,20,11,4.4
9630,17845,1369,21,11,3.7
9631,17846,1369,22,11,3.1
9632,17847,1369,23,11,3.4
9633,17848,1369,24,11,3.7
9634,17849,1369,25,11,3.4
9635,17850,1369,26,11,3.4
9636,17851,1369,27,11,3.25
9637,17852,1369,28,11,2.95
9638,17853,1369,29,11,3.55
9639,17854,1369,30,11,4.0
9640,17855,1369,31,11,
9641,19530,1369,1,12,4.8
9642,19531,1369,2,12,5.8
9643,19532,1369,3,12,7.25
9644,19533,1369,4,12,7.0
9645,19534,1369,5,12,7.0
9646,19535,1369,6,12,6.25
9647,19536,1369,7,12,6.25
9648,19537,1369,8,12,9.0
9649,19538,1369,9,12,81.78
9650,19539,1369,10,12,53.2
9651,19540,1369,11,12,37.0
9652,19541,1369,12,12,30.4
9653,19542,1369,13,12,25.6
9654,19543,1369,14,12,23.3
9655,19544,1369,15,12,24.8
9656,19545,1369,16,12,29.6
9657,19546,1369,17,12,36.05
9658,19547,1369,18,12,30.0
9659,19548,1369,19,12,26.4
9660,19549,1369,20,12,22.4
9661,19550,1369,21,12,22.8
9662,19551,1369,22,12,20.4
9663,19552,1369,23,12,19.7
9664,19553,1369,24,12,22.0
9665,19554,1369,25,12,36.62
9666,19555,1369,26,12,36.05
9667,19556,1369,27,12,33.35
9668,19557,1369,28,12,31.6
