,sal,rooz,Month,zola_Debi
10868,1389,19,8,0.0
10869,1389,20,8,0.0
10870,1389,21,8,0.0
10871,1389,22,8,0.0
10872,1389,23,8,0.0
10873,1389,24,8,0.0
10874,1389,25,8,0.0
10875,1389,26,8,0.0
10876,1389,27,8,0.0
10877,1389,28,8,0.0
10878,1389,29,8,0.0
10879,1389,30,8,0.0
10880,1389,31,8,
12245,1389,1,9,0.0
12246,1389,2,9,0.0
12247,1389,3,9,0.0
12248,1389,4,9,0.0
12249,1389,5,9,0.0
12250,1389,6,9,0.0
12251,1389,7,9,0.0
12252,1389,8,9,0.0
12253,1389,9,9,0.0
12254,1389,10,9,0.0
12255,1389,11,9,0.0
12256,1389,12,9,0.0
12257,1389,13,9,0.0
12258,1389,14,9,0.0
12259,1389,15,9,0.0
12260,1389,16,9,0.0
12261,1389,17,9,0.0
12262,1389,18,9,0.0
12263,1389,19,9,0.0
12264,1389,20,9,0.0
12265,1389,21,9,0.0
12266,1389,22,9,0.0
12267,1389,23,9,0.0
12268,1389,24,9,0.0
12269,1389,25,9,0.0
12270,1389,26,9,0.0
12271,1389,27,9,0.0
12272,1389,28,9,0.0
12273,1389,29,9,0.0
12274,1389,30,9,0.0
12275,1389,31,9,
13640,1389,1,10,0.0
13641,1389,2,10,0.0
13642,1389,3,10,0.0
13643,1389,4,10,0.0
13644,1389,5,10,0.0
13645,1389,6,10,0.0
13646,1389,7,10,0.0
13647,1389,8,10,0.0
13648,1389,9,10,0.0
13649,1389,10,10,0.0
13650,1389,11,10,0.0
13651,1389,12,10,0.0
13652,1389,13,10,0.0
13653,1389,14,10,0.0
13654,1389,15,10,0.0
13655,1389,16,10,0.0
13656,1389,17,10,0.0
13657,1389,18,10,0.0
13658,1389,19,10,0.0
13659,1389,20,10,0.0
13660,1389,21,10,0.0
13661,1389,22,10,0.0
13662,1389,23,10,0.0
13663,1389,24,10,3.59
13664,1389,25,10,3.48
13665,1389,26,10,4.14
13666,1389,27,10,3.0
13667,1389,28,10,2.8
13668,1389,29,10,2.6
13669,1389,30,10,2.41
13670,1389,31,10,
15035,1389,1,11,2.21
15036,1389,2,11,2.01
15037,1389,3,11,1.81
15038,1389,4,11,1.62
15039,1389,5,11,1.42
15040,1389,6,11,1.22
15041,1389,7,11,1.03
15042,1389,8,11,0.829
15043,1389,9,11,0.631
15044,1389,10,11,0.434
15045,1389,11,11,0.433
15046,1389,12,11,0.433
15047,1389,13,11,0.432
15048,1389,14,11,0.432
15049,1389,15,11,0.431
15050,1389,16,11,0.43
15051,1389,17,11,0.43
15052,1389,18,11,0.429
15053,1389,19,11,0.428
15054,1389,20,11,0.428
15055,1389,21,11,0.427
15056,1389,22,11,0.427
15057,1389,23,11,0.426
15058,1389,24,11,0.425
15059,1389,25,11,0.425
15060,1389,26,11,0.424
15061,1389,27,11,0.424
15062,1389,28,11,0.423
15063,1389,29,11,0.396
15064,1389,30,11,0.268
15065,1389,31,11,
16430,1389,1,12,0.0
16431,1389,2,12,0.0
16432,1389,3,12,0.0
16433,1389,4,12,0.0
16434,1389,5,12,0.0
16435,1389,6,12,0.0
16436,1389,7,12,0.0
16437,1389,8,12,0.0
16438,1389,9,12,0.0
16439,1389,10,12,0.0
16440,1389,11,12,0.0
16441,1389,12,12,0.0
16442,1389,13,12,0.0
16443,1389,14,12,0.0
16444,1389,15,12,0.0
16445,1389,16,12,0.0
16446,1389,17,12,0.0
16447,1389,18,12,0.0
16448,1389,19,12,0.0
16449,1389,20,12,0.0
16450,1389,21,12,0.0
16451,1389,22,12,0.0
16452,1389,23,12,0.0
16453,1389,24,12,0.0
16454,1389,25,12,0.0
16455,1389,26,12,0.0
16456,1389,27,12,0.0
16457,1389,28,12,0.0
16458,1389,29,12,0.0
16459,1389,30,12,
16460,1389,31,12,
1116,1390,1,1,0.0
1117,1390,2,1,0.0
1118,1390,3,1,0.0
1119,1390,4,1,0.0
1120,1390,5,1,0.0
1121,1390,6,1,0.0
1122,1390,7,1,0.0
1123,1390,8,1,0.0
1124,1390,9,1,0.0
1125,1390,10,1,0.0
1126,1390,11,1,0.0
1127,1390,12,1,0.0
1128,1390,13,1,0.0
1129,1390,14,1,0.0
1130,1390,15,1,0.0
1131,1390,16,1,0.0
1132,1390,17,1,0.0
1133,1390,18,1,0.0
1134,1390,19,1,0.0
1135,1390,20,1,0.0
1136,1390,21,1,0.0
1137,1390,22,1,0.0
1138,1390,23,1,0.0
1139,1390,24,1,0.0
1140,1390,25,1,0.0
1141,1390,26,1,0.345
1142,1390,27,1,0.0
1143,1390,28,1,0.0
1144,1390,29,1,0.0
1145,1390,30,1,0.0
1146,1390,31,1,0.0
2511,1390,1,2,0.0
2512,1390,2,2,0.0
2513,1390,3,2,0.0
2514,1390,4,2,0.0
2515,1390,5,2,0.0
2516,1390,6,2,0.0
2517,1390,7,2,0.0
2518,1390,8,2,0.0
2519,1390,9,2,0.0
2520,1390,10,2,0.0
2521,1390,11,2,0.0
2522,1390,12,2,0.0
2523,1390,13,2,0.0
2524,1390,14,2,0.0
2525,1390,15,2,0.0
2526,1390,16,2,0.0
2527,1390,17,2,0.0
2528,1390,18,2,0.0
2529,1390,19,2,0.0
2530,1390,20,2,0.0
2531,1390,21,2,0.889
2532,1390,22,2,0.0
2533,1390,23,2,0.0
2534,1390,24,2,0.0
2535,1390,25,2,0.0
2536,1390,26,2,0.0
2537,1390,27,2,0.0
2538,1390,28,2,0.0
2539,1390,29,2,0.0
2540,1390,30,2,0.0
2541,1390,31,2,0.0
3906,1390,1,3,0.0
3907,1390,2,3,0.0
3908,1390,3,3,0.0
3909,1390,4,3,0.0
3910,1390,5,3,0.0
3911,1390,6,3,0.0
3912,1390,7,3,0.0
3913,1390,8,3,0.0
3914,1390,9,3,0.0
3915,1390,10,3,0.0
3916,1390,11,3,0.0
3917,1390,12,3,0.0
3918,1390,13,3,0.0
3919,1390,14,3,0.0
3920,1390,15,3,0.0
3921,1390,16,3,0.0
3922,1390,17,3,0.0
3923,1390,18,3,0.0
3924,1390,19,3,0.0
3925,1390,20,3,0.0
3926,1390,21,3,0.0
3927,1390,22,3,0.0
3928,1390,23,3,0.0
3929,1390,24,3,0.0
3930,1390,25,3,0.0
3931,1390,26,3,0.0
3932,1390,27,3,0.0
3933,1390,28,3,0.0
3934,1390,29,3,0.0
3935,1390,30,3,0.0
3936,1390,31,3,0.0
5301,1390,1,4,0.0
5302,1390,2,4,0.0
5303,1390,3,4,0.0
5304,1390,4,4,0.0
5305,1390,5,4,0.0
5306,1390,6,4,0.0
5307,1390,7,4,0.0
5308,1390,8,4,0.0
5309,1390,9,4,0.0
5310,1390,10,4,0.0
5311,1390,11,4,0.0
5312,1390,12,4,0.0
5313,1390,13,4,0.0
5314,1390,14,4,0.0
5315,1390,15,4,0.0
5316,1390,16,4,0.0
5317,1390,17,4,0.0
5318,1390,18,4,0.0
5319,1390,19,4,0.0
5320,1390,20,4,0.0
5321,1390,21,4,0.0
5322,1390,22,4,0.0
5323,1390,23,4,0.0
5324,1390,24,4,0.0
5325,1390,25,4,0.0
5326,1390,26,4,0.0
5327,1390,27,4,0.0
5328,1390,28,4,0.0
5329,1390,29,4,0.0
5330,1390,30,4,0.0
5331,1390,31,4,0.0
6696,1390,1,5,0.0
6697,1390,2,5,0.0
6698,1390,3,5,0.0
6699,1390,4,5,0.0
6700,1390,5,5,0.0
6701,1390,6,5,0.0
6702,1390,7,5,0.0
6703,1390,8,5,0.0
6704,1390,9,5,0.0
6705,1390,10,5,0.0
6706,1390,11,5,0.0
6707,1390,12,5,0.0
6708,1390,13,5,0.0
6709,1390,14,5,0.0
6710,1390,15,5,0.0
6711,1390,16,5,0.0
6712,1390,17,5,0.0
6713,1390,18,5,0.0
6714,1390,19,5,0.0
6715,1390,20,5,0.0
6716,1390,21,5,0.0
6717,1390,22,5,0.0
6718,1390,23,5,0.0
6719,1390,24,5,0.0
6720,1390,25,5,0.0
6721,1390,26,5,0.0
6722,1390,27,5,0.0
6723,1390,28,5,0.0
6724,1390,29,5,0.0
6725,1390,30,5,0.0
6726,1390,31,5,0.0
8091,1390,1,6,0.0
8092,1390,2,6,0.0
8093,1390,3,6,0.0
8094,1390,4,6,0.0
8095,1390,5,6,0.0
8096,1390,6,6,0.0
8097,1390,7,6,0.0
8098,1390,8,6,0.0
8099,1390,9,6,0.0
8100,1390,10,6,0.0
8101,1390,11,6,0.0
8102,1390,12,6,0.0
8103,1390,13,6,0.0
8104,1390,14,6,0.0
8105,1390,15,6,0.0
8106,1390,16,6,0.0
8107,1390,17,6,0.0
8108,1390,18,6,0.0
8109,1390,19,6,0.0
8110,1390,20,6,0.0
8111,1390,21,6,0.0
8112,1390,22,6,0.0
8113,1390,23,6,0.0
8114,1390,24,6,0.0
8115,1390,25,6,0.0
8116,1390,26,6,0.0
8117,1390,27,6,0.0
8118,1390,28,6,0.0
8119,1390,29,6,0.0
8120,1390,30,6,0.0
8121,1390,31,6,0.0
9486,1390,1,7,0.0
9487,1390,2,7,0.0
9488,1390,3,7,0.0
9489,1390,4,7,0.0
9490,1390,5,7,0.0
9491,1390,6,7,0.0
9492,1390,7,7,0.0
9493,1390,8,7,0.0
9494,1390,9,7,0.0
9495,1390,10,7,0.0
9496,1390,11,7,0.0
9497,1390,12,7,0.0
9498,1390,13,7,0.0
9499,1390,14,7,0.0
9500,1390,15,7,0.0
9501,1390,16,7,0.0
9502,1390,17,7,0.0
9503,1390,18,7,0.0
9504,1390,19,7,0.0
9505,1390,20,7,0.0
9506,1390,21,7,0.0
9507,1390,22,7,0.0
9508,1390,23,7,0.0
9509,1390,24,7,0.0
9510,1390,25,7,0.0
9511,1390,26,7,0.0
9512,1390,27,7,0.0
9513,1390,28,7,0.0
9514,1390,29,7,0.0
9515,1390,30,7,0.0
9516,1390,31,7,
10881,1390,1,8,0.0
10882,1390,2,8,0.0
10883,1390,3,8,0.0
10884,1390,4,8,0.0
10885,1390,5,8,0.0
10886,1390,6,8,0.0
10887,1390,7,8,0.0
10888,1390,8,8,0.0
10889,1390,9,8,0.0
10890,1390,10,8,0.0
10891,1390,11,8,0.0
10892,1390,12,8,0.0
10893,1390,13,8,0.0
10894,1390,14,8,0.0
10895,1390,15,8,0.0
10896,1390,16,8,0.0
10897,1390,17,8,0.0
10898,1390,18,8,0.0
10899,1390,19,8,0.0
10900,1390,20,8,0.0
10901,1390,21,8,0.0
10902,1390,22,8,0.0
10903,1390,23,8,0.0
10904,1390,24,8,0.0
10905,1390,25,8,0.0
10906,1390,26,8,0.0
10907,1390,27,8,0.0
10908,1390,28,8,0.0
10909,1390,29,8,0.0
10910,1390,30,8,0.0
10911,1390,31,8,
12276,1390,1,9,0.0
12277,1390,2,9,0.0
12278,1390,3,9,0.0
12279,1390,4,9,0.0
12280,1390,5,9,0.0
12281,1390,6,9,0.0
12282,1390,7,9,0.0
12283,1390,8,9,0.0
12284,1390,9,9,0.0
12285,1390,10,9,0.0
12286,1390,11,9,0.0
12287,1390,12,9,0.0
12288,1390,13,9,0.0
12289,1390,14,9,0.0
12290,1390,15,9,0.0
12291,1390,16,9,0.0
12292,1390,17,9,0.0
12293,1390,18,9,0.0
12294,1390,19,9,0.0
12295,1390,20,9,0.0
12296,1390,21,9,0.352
12297,1390,22,9,0.352
12298,1390,23,9,0.364
12299,1390,24,9,0.949
12300,1390,25,9,0.873
12301,1390,26,9,0.626
12302,1390,27,9,0.626
12303,1390,28,9,0.548
12304,1390,29,9,0.548
12305,1390,30,9,0.479
12306,1390,31,9,
13671,1390,1,10,0.447
13672,1390,2,10,0.496
13673,1390,3,10,0.369
13674,1390,4,10,0.221
13675,1390,5,10,0.271
13676,1390,6,10,0.623
13677,1390,7,10,0.863
13678,1390,8,10,0.949
13679,1390,9,10,0.891
13680,1390,10,10,1.08
13681,1390,11,10,0.863
13682,1390,12,10,0.79
13683,1390,13,10,0.495
13684,1390,14,10,0.512
13685,1390,15,10,0.895
13686,1390,16,10,0.949
13687,1390,17,10,1.61
13688,1390,18,10,0.842
13689,1390,19,10,0.949
13690,1390,20,10,0.247
13691,1390,21,10,0.306
13692,1390,22,10,0.328
13693,1390,23,10,0.293
13694,1390,24,10,0.377
13695,1390,25,10,0.418
13696,1390,26,10,0.377
13697,1390,27,10,0.479
13698,1390,28,10,0.495
13699,1390,29,10,0.495
13700,1390,30,10,0.626
13701,1390,31,10,
15066,1390,1,11,1.93
15067,1390,2,11,2.71
15068,1390,3,11,2.21
15069,1390,4,11,2.34
15070,1390,5,11,1.05
15071,1390,6,11,0.863
15072,1390,7,11,0.785
15073,1390,8,11,0.554
15074,1390,9,11,0.352
15075,1390,10,11,0.405
15076,1390,11,11,0.432
15077,1390,12,11,0.432
15078,1390,13,11,0.495
15079,1390,14,11,0.548
15080,1390,15,11,0.683
15081,1390,16,11,0.955
15082,1390,17,11,0.896
15083,1390,18,11,1.8
15084,1390,19,11,0.229
15085,1390,20,11,0.229
15086,1390,21,11,0.29
15087,1390,22,11,0.377
15088,1390,23,11,0.42
15089,1390,24,11,0.548
15090,1390,25,11,0.529
15091,1390,26,11,0.391
15092,1390,27,11,0.364
15093,1390,28,11,0.352
15094,1390,29,11,0.364
15095,1390,30,11,0.352
15096,1390,31,11,
16461,1390,1,12,0.285
16462,1390,2,12,0.364
16463,1390,3,12,0.404
16464,1390,4,12,0.404
16465,1390,5,12,0.436
16466,1390,6,12,0.328
16467,1390,7,12,0.418
16468,1390,8,12,0.184
16469,1390,9,12,0.412
16470,1390,10,12,0.285
16471,1390,11,12,0.285
16472,1390,12,12,0.296
16473,1390,13,12,0.275
16474,1390,14,12,0.285
16475,1390,15,12,0.285
16476,1390,16,12,0.352
16477,1390,17,12,0.374
16478,1390,18,12,0.328
16479,1390,19,12,0.285
16480,1390,20,12,0.229
16481,1390,21,12,0.231
16482,1390,22,12,0.285
16483,1390,23,12,0.285
16484,1390,24,12,0.275
16485,1390,25,12,0.256
16486,1390,26,12,0.231
16487,1390,27,12,0.108
16488,1390,28,12,0.108
16489,1390,29,12,0.0
16490,1390,30,12,
16491,1390,31,12,
1147,1391,1,1,0.0
1148,1391,2,1,0.0
1149,1391,3,1,0.0
1150,1391,4,1,0.0
1151,1391,5,1,0.0
1152,1391,6,1,0.0
1153,1391,7,1,0.0
1154,1391,8,1,0.0
1155,1391,9,1,0.0
1156,1391,10,1,0.0
1157,1391,11,1,0.0
1158,1391,12,1,0.0
1159,1391,13,1,0.0
1160,1391,14,1,0.0
1161,1391,15,1,0.0
1162,1391,16,1,0.0
1163,1391,17,1,0.0
1164,1391,18,1,0.0
1165,1391,19,1,0.0
1166,1391,20,1,0.0
1167,1391,21,1,0.0
1168,1391,22,1,0.0
1169,1391,23,1,0.0
1170,1391,24,1,0.0
1171,1391,25,1,0.0
1172,1391,26,1,0.0
1173,1391,27,1,0.0
1174,1391,28,1,0.0
1175,1391,29,1,0.0
1176,1391,30,1,0.0
1177,1391,31,1,0.0
2542,1391,1,2,0.0
2543,1391,2,2,0.0
2544,1391,3,2,0.0
2545,1391,4,2,0.0
2546,1391,5,2,0.0
2547,1391,6,2,0.0
2548,1391,7,2,0.0
2549,1391,8,2,0.0
2550,1391,9,2,0.0
2551,1391,10,2,0.0
2552,1391,11,2,0.0
2553,1391,12,2,0.0
2554,1391,13,2,0.0
2555,1391,14,2,0.0
2556,1391,15,2,0.0
2557,1391,16,2,0.0
2558,1391,17,2,0.0
2559,1391,18,2,0.0
2560,1391,19,2,0.0
2561,1391,20,2,0.0
2562,1391,21,2,0.0
2563,1391,22,2,0.0
2564,1391,23,2,0.0
2565,1391,24,2,0.0
2566,1391,25,2,0.0
2567,1391,26,2,0.0
2568,1391,27,2,0.0
2569,1391,28,2,0.0
2570,1391,29,2,0.0
2571,1391,30,2,0.0
2572,1391,31,2,1.62
3937,1391,1,3,2.4
3938,1391,2,3,1.76
3939,1391,3,3,2.7
3940,1391,4,3,4.35
3941,1391,5,3,4.49
3942,1391,6,3,3.95
3943,1391,7,3,2.83
3944,1391,8,3,2.06
3945,1391,9,3,0.471
3946,1391,10,3,0.1
3947,1391,11,3,0.05
3948,1391,12,3,0.0
3949,1391,13,3,0.0
3950,1391,14,3,0.0
3951,1391,15,3,0.0
3952,1391,16,3,0.0
3953,1391,17,3,0.0
3954,1391,18,3,0.0
3955,1391,19,3,0.0
3956,1391,20,3,0.0
3957,1391,21,3,0.0
3958,1391,22,3,0.0
3959,1391,23,3,0.0
3960,1391,24,3,0.0
3961,1391,25,3,0.0
3962,1391,26,3,0.0
3963,1391,27,3,0.0
3964,1391,28,3,0.0
3965,1391,29,3,0.0
3966,1391,30,3,0.0
3967,1391,31,3,0.0
5332,1391,1,4,0.0
5333,1391,2,4,0.0
5334,1391,3,4,0.0
5335,1391,4,4,0.0
5336,1391,5,4,0.0
5337,1391,6,4,0.0
5338,1391,7,4,0.0
5339,1391,8,4,0.0
5340,1391,9,4,0.0
5341,1391,10,4,0.0
5342,1391,11,4,0.0
5343,1391,12,4,0.0
5344,1391,13,4,0.0
5345,1391,14,4,0.0
5346,1391,15,4,0.0
5347,1391,16,4,0.0
5348,1391,17,4,0.0
5349,1391,18,4,0.0
5350,1391,19,4,0.0
5351,1391,20,4,0.0
5352,1391,21,4,0.0
5353,1391,22,4,0.0
5354,1391,23,4,0.0
5355,1391,24,4,0.0
5356,1391,25,4,0.0
5357,1391,26,4,0.0
5358,1391,27,4,0.0
5359,1391,28,4,0.0
5360,1391,29,4,0.0
5361,1391,30,4,0.0
5362,1391,31,4,0.0
6727,1391,1,5,0.0
6728,1391,2,5,0.0
6729,1391,3,5,0.0
6730,1391,4,5,0.0
6731,1391,5,5,0.0
6732,1391,6,5,0.0
6733,1391,7,5,0.0
6734,1391,8,5,0.0
6735,1391,9,5,0.0
6736,1391,10,5,0.0
6737,1391,11,5,0.0
6738,1391,12,5,0.0
6739,1391,13,5,0.0
6740,1391,14,5,0.0
6741,1391,15,5,0.0
6742,1391,16,5,0.0
6743,1391,17,5,0.0
6744,1391,18,5,0.0
6745,1391,19,5,0.0
6746,1391,20,5,0.0
6747,1391,21,5,0.0
6748,1391,22,5,0.0
6749,1391,23,5,0.0
6750,1391,24,5,0.0
6751,1391,25,5,0.0
6752,1391,26,5,0.0
6753,1391,27,5,0.0
6754,1391,28,5,0.0
6755,1391,29,5,0.0
6756,1391,30,5,0.0
6757,1391,31,5,0.0
8122,1391,1,6,0.0
8123,1391,2,6,0.0
8124,1391,3,6,0.0
8125,1391,4,6,0.0
8126,1391,5,6,0.0
8127,1391,6,6,0.0
8128,1391,7,6,0.0
8129,1391,8,6,0.0
8130,1391,9,6,0.0
8131,1391,10,6,0.0
8132,1391,11,6,0.0
8133,1391,12,6,0.0
8134,1391,13,6,0.0
8135,1391,14,6,0.0
8136,1391,15,6,0.0
8137,1391,16,6,0.0
8138,1391,17,6,0.0
8139,1391,18,6,0.0
8140,1391,19,6,0.0
8141,1391,20,6,0.0
8142,1391,21,6,0.0
8143,1391,22,6,0.0
8144,1391,23,6,0.0
8145,1391,24,6,0.0
8146,1391,25,6,0.0
8147,1391,26,6,0.0
8148,1391,27,6,0.0
8149,1391,28,6,0.0
8150,1391,29,6,0.0
8151,1391,30,6,0.0
8152,1391,31,6,0.0
9517,1391,1,7,0.0
9518,1391,2,7,0.0
9519,1391,3,7,0.0
9520,1391,4,7,0.0
9521,1391,5,7,0.0
9522,1391,6,7,0.0
9523,1391,7,7,0.0
9524,1391,8,7,0.0
9525,1391,9,7,0.0
9526,1391,10,7,0.0
9527,1391,11,7,0.0
9528,1391,12,7,0.0
9529,1391,13,7,0.0
9530,1391,14,7,0.0
9531,1391,15,7,0.0
9532,1391,16,7,0.0
9533,1391,17,7,0.0
9534,1391,18,7,0.0
9535,1391,19,7,0.0
9536,1391,20,7,0.0
9537,1391,21,7,0.0
9538,1391,22,7,0.0
9539,1391,23,7,0.0
9540,1391,24,7,0.0
9541,1391,25,7,0.0
9542,1391,26,7,0.0
9543,1391,27,7,0.0
9544,1391,28,7,0.0
9545,1391,29,7,0.0
9546,1391,30,7,0.0
9547,1391,31,7,
10912,1391,1,8,0.0
10913,1391,2,8,0.0
10914,1391,3,8,0.0
10915,1391,4,8,0.0
10916,1391,5,8,0.0
10917,1391,6,8,0.0
10918,1391,7,8,0.0
10919,1391,8,8,0.0
10920,1391,9,8,0.0
10921,1391,10,8,0.0
10922,1391,11,8,0.0
10923,1391,12,8,0.0
10924,1391,13,8,0.0
10925,1391,14,8,0.0
10926,1391,15,8,0.0
10927,1391,16,8,0.0
10928,1391,17,8,0.0
10929,1391,18,8,0.0
10930,1391,19,8,0.0
10931,1391,20,8,0.0
10932,1391,21,8,0.0
10933,1391,22,8,0.0
10934,1391,23,8,0.0
10935,1391,24,8,0.0
10936,1391,25,8,0.0
10937,1391,26,8,0.0
10938,1391,27,8,0.0
10939,1391,28,8,0.0
10940,1391,29,8,0.0
10941,1391,30,8,0.0
10942,1391,31,8,
12307,1391,1,9,0.0
12308,1391,2,9,0.0
12309,1391,3,9,0.0
12310,1391,4,9,0.0
12311,1391,5,9,0.0
12312,1391,6,9,0.0
12313,1391,7,9,0.0
12314,1391,8,9,0.0
12315,1391,9,9,0.0
12316,1391,10,9,0.0
12317,1391,11,9,0.0
12318,1391,12,9,0.0
12319,1391,13,9,0.0
12320,1391,14,9,0.0
12321,1391,15,9,0.0
12322,1391,16,9,0.0
12323,1391,17,9,0.0
12324,1391,18,9,0.0
12325,1391,19,9,0.0
12326,1391,20,9,0.0
12327,1391,21,9,0.0
12328,1391,22,9,0.0
12329,1391,23,9,0.0
12330,1391,24,9,0.0
12331,1391,25,9,0.0
12332,1391,26,9,0.0
12333,1391,27,9,0.0
12334,1391,28,9,0.0
12335,1391,29,9,0.0
12336,1391,30,9,0.0
12337,1391,31,9,
13702,1391,1,10,0.0
13703,1391,2,10,0.0
13704,1391,3,10,0.0
13705,1391,4,10,0.026
13706,1391,5,10,0.017
13707,1391,6,10,0.009
13708,1391,7,10,0.0
13709,1391,8,10,0.0
13710,1391,9,10,0.0
13711,1391,10,10,0.0
13712,1391,11,10,0.0
13713,1391,12,10,0.0
13714,1391,13,10,0.0
13715,1391,14,10,0.0
13716,1391,15,10,0.0
13717,1391,16,10,0.0
13718,1391,17,10,0.0
13719,1391,18,10,0.0
13720,1391,19,10,0.0
13721,1391,20,10,0.0
13722,1391,21,10,0.0
13723,1391,22,10,0.0
13724,1391,23,10,0.0
13725,1391,24,10,0.0
13726,1391,25,10,0.0
13727,1391,26,10,0.0
13728,1391,27,10,0.0
13729,1391,28,10,0.0
13730,1391,29,10,0.0
13731,1391,30,10,0.0
13732,1391,31,10,
15097,1391,1,11,0.1
15098,1391,2,11,0.1
15099,1391,3,11,0.1
15100,1391,4,11,0.1
15101,1391,5,11,0.1
15102,1391,6,11,0.1
15103,1391,7,11,0.1
15104,1391,8,11,0.1
15105,1391,9,11,0.1
15106,1391,10,11,0.1
15107,1391,11,11,0.1
15108,1391,12,11,0.1
15109,1391,13,11,0.1
15110,1391,14,11,0.1
15111,1391,15,11,0.1
15112,1391,16,11,0.1
15113,1391,17,11,0.1
15114,1391,18,11,0.1
15115,1391,19,11,0.1
15116,1391,20,11,0.1
15117,1391,21,11,0.1
15118,1391,22,11,0.1
15119,1391,23,11,0.1
15120,1391,24,11,0.1
15121,1391,25,11,0.1
15122,1391,26,11,0.1
15123,1391,27,11,0.1
15124,1391,28,11,0.1
15125,1391,29,11,0.1
15126,1391,30,11,0.319
15127,1391,31,11,
16492,1391,1,12,0.244
16493,1391,2,12,0.233
16494,1391,3,12,0.223
16495,1391,4,12,0.212
16496,1391,5,12,0.202
16497,1391,6,12,0.191
16498,1391,7,12,0.18
16499,1391,8,12,0.17
16500,1391,9,12,0.159
16501,1391,10,12,0.149
16502,1391,11,12,0.138
16503,1391,12,12,0.127
16504,1391,13,12,0.117
16505,1391,14,12,0.106
16506,1391,15,12,0.095
16507,1391,16,12,0.085
16508,1391,17,12,0.074
16509,1391,18,12,0.064
16510,1391,19,12,0.053
16511,1391,20,12,0.042
16512,1391,21,12,0.032
16513,1391,22,12,0.021
16514,1391,23,12,0.011
16515,1391,24,12,0.0
16516,1391,25,12,0.0
16517,1391,26,12,0.0
16518,1391,27,12,0.0
16519,1391,28,12,0.0
16520,1391,29,12,0.0
16521,1391,30,12,
16522,1391,31,12,
1178,1392,1,1,0.0
1179,1392,2,1,0.0
1180,1392,3,1,0.0
1181,1392,4,1,0.0
1182,1392,5,1,0.0
1183,1392,6,1,0.0
1184,1392,7,1,0.0
1185,1392,8,1,0.0
1186,1392,9,1,0.0
1187,1392,10,1,0.0
1188,1392,11,1,0.0
1189,1392,12,1,0.0
1190,1392,13,1,0.0
1191,1392,14,1,0.0
1192,1392,15,1,0.0
1193,1392,16,1,0.0
1194,1392,17,1,0.0
1195,1392,18,1,0.0
1196,1392,19,1,0.0
1197,1392,20,1,0.0
1198,1392,21,1,0.0
1199,1392,22,1,0.0
1200,1392,23,1,0.0
1201,1392,24,1,0.0
1202,1392,25,1,0.0
1203,1392,26,1,0.0
1204,1392,27,1,0.0
1205,1392,28,1,0.0
1206,1392,29,1,0.0
1207,1392,30,1,0.0
1208,1392,31,1,0.0
2573,1392,1,2,0.0
2574,1392,2,2,0.0
2575,1392,3,2,0.0
2576,1392,4,2,0.0
2577,1392,5,2,0.0
2578,1392,6,2,0.0
2579,1392,7,2,0.0
2580,1392,8,2,0.0
2581,1392,9,2,0.0
2582,1392,10,2,0.0
2583,1392,11,2,0.0
2584,1392,12,2,0.0
2585,1392,13,2,0.0
2586,1392,14,2,0.0
2587,1392,15,2,0.0
2588,1392,16,2,0.0
2589,1392,17,2,0.0
2590,1392,18,2,0.0
2591,1392,19,2,0.0
2592,1392,20,2,0.0
2593,1392,21,2,0.0
2594,1392,22,2,0.0
2595,1392,23,2,0.0
2596,1392,24,2,0.0
2597,1392,25,2,0.0
2598,1392,26,2,0.0
2599,1392,27,2,0.0
2600,1392,28,2,0.0
2601,1392,29,2,0.0
2602,1392,30,2,0.0
2603,1392,31,2,0.0
3968,1392,1,3,0.0
3969,1392,2,3,0.0
3970,1392,3,3,0.0
3971,1392,4,3,0.0
3972,1392,5,3,0.0
3973,1392,6,3,0.0
3974,1392,7,3,0.0
3975,1392,8,3,0.0
3976,1392,9,3,0.0
3977,1392,10,3,0.0
3978,1392,11,3,0.0
3979,1392,12,3,0.0
3980,1392,13,3,0.0
3981,1392,14,3,0.0
3982,1392,15,3,0.0
3983,1392,16,3,0.0
3984,1392,17,3,0.0
3985,1392,18,3,0.0
3986,1392,19,3,0.0
3987,1392,20,3,0.0
3988,1392,21,3,0.0
3989,1392,22,3,0.0
3990,1392,23,3,0.0
3991,1392,24,3,0.0
3992,1392,25,3,0.0
3993,1392,26,3,0.0
3994,1392,27,3,0.0
3995,1392,28,3,0.0
3996,1392,29,3,0.0
3997,1392,30,3,0.0
3998,1392,31,3,0.0
5363,1392,1,4,0.0
5364,1392,2,4,0.0
5365,1392,3,4,0.0
5366,1392,4,4,0.0
5367,1392,5,4,0.0
5368,1392,6,4,0.0
5369,1392,7,4,0.0
5370,1392,8,4,0.0
5371,1392,9,4,0.0
5372,1392,10,4,0.0
5373,1392,11,4,0.0
5374,1392,12,4,0.0
5375,1392,13,4,0.0
5376,1392,14,4,0.0
5377,1392,15,4,0.0
5378,1392,16,4,0.0
5379,1392,17,4,0.0
5380,1392,18,4,0.0
5381,1392,19,4,0.0
5382,1392,20,4,0.0
5383,1392,21,4,0.0
5384,1392,22,4,0.0
5385,1392,23,4,0.0
5386,1392,24,4,0.0
5387,1392,25,4,0.0
5388,1392,26,4,0.0
5389,1392,27,4,0.0
5390,1392,28,4,0.0
5391,1392,29,4,0.0
