,sal,rooz,Month,shahar_Debi
7204,1391,13,8,0.141
7205,1391,14,8,0.155
7206,1391,15,8,0.572
7207,1391,16,8,0.172
7208,1391,17,8,0.09
7209,1391,18,8,0.032
7210,1391,19,8,0.016
7211,1391,20,8,0.029
7212,1391,21,8,0.186
7213,1391,22,8,0.09
7214,1391,23,8,3.84
7215,1391,24,8,0.636
7216,1391,25,8,0.304
7217,1391,26,8,0.313
7218,1391,27,8,0.563
7219,1391,28,8,0.5
7220,1391,29,8,0.52
7221,1391,30,8,0.562
7222,1391,31,8,
8122,1391,1,9,0.655
8123,1391,2,9,0.521
8124,1391,3,9,0.563
8125,1391,4,9,0.736
8126,1391,5,9,0.985
8127,1391,6,9,1.34
8128,1391,7,9,0.244
8129,1391,8,9,0.372
8130,1391,9,9,0.442
8131,1391,10,9,0.401
8132,1391,11,9,0.426
8133,1391,12,9,0.372
8134,1391,13,9,0.424
8135,1391,14,9,0.424
8136,1391,15,9,0.426
8137,1391,16,9,0.481
8138,1391,17,9,0.424
8139,1391,18,9,0.406
8140,1391,19,9,0.263
8141,1391,20,9,0.789
8142,1391,21,9,0.481
8143,1391,22,9,0.5
8144,1391,23,9,0.281
8145,1391,24,9,0.563
8146,1391,25,9,0.461
8147,1391,26,9,0.311
8148,1391,27,9,0.957
8149,1391,28,9,0.902
8150,1391,29,9,1.02
8151,1391,30,9,1.5
8152,1391,31,9,
9052,1391,1,10,8.2
9053,1391,2,10,1.77
9054,1391,3,10,1.26
9055,1391,4,10,1.26
9056,1391,5,10,1.26
9057,1391,6,10,0.461
9058,1391,7,10,0.541
9059,1391,8,10,0.356
9060,1391,9,10,1.55
9061,1391,10,10,1.38
9062,1391,11,10,0.563
9063,1391,12,10,0.631
9064,1391,13,10,0.48
9065,1391,14,10,0.443
9066,1391,15,10,0.356
9067,1391,16,10,0.48
9068,1391,17,10,0.541
9069,1391,18,10,0.587
9070,1391,19,10,0.587
9071,1391,20,10,0.632
9072,1391,21,10,0.563
9073,1391,22,10,0.407
9074,1391,23,10,0.376
9075,1391,24,10,0.282
9076,1391,25,10,0.331
9077,1391,26,10,0.722
9078,1391,27,10,0.607
9079,1391,28,10,0.443
9080,1391,29,10,0.34
9081,1391,30,10,0.474
9082,1391,31,10,
9982,1391,1,11,0.756
9983,1391,2,11,0.68
9984,1391,3,11,0.957
9985,1391,4,11,0.911
9986,1391,5,11,1.05
9987,1391,6,11,0.895
9988,1391,7,11,0.419
9989,1391,8,11,1.19
9990,1391,9,11,39.4
9991,1391,10,11,13.8
9992,1391,11,11,2.21
9993,1391,12,11,1.98
9994,1391,13,11,3.82
9995,1391,14,11,2.21
9996,1391,15,11,1.76
9997,1391,16,11,1.67
9998,1391,17,11,0.911
9999,1391,18,11,0.585
10000,1391,19,11,0.502
10001,1391,20,11,0.541
10002,1391,21,11,0.541
10003,1391,22,11,0.562
10004,1391,23,11,0.5
10005,1391,24,11,1.14
10006,1391,25,11,0.911
10007,1391,26,11,1.01
10008,1391,27,11,0.89
10009,1391,28,11,0.809
10010,1391,29,11,1.09
10011,1391,30,11,0.866
10012,1391,31,11,
10912,1391,1,12,0.637
10913,1391,2,12,0.865
10914,1391,3,12,0.541
10915,1391,4,12,0.5
10916,1391,5,12,0.296
10917,1391,6,12,0.482
10918,1391,7,12,0.559
10919,1391,8,12,0.451
10920,1391,9,12,0.391
10921,1391,10,12,0.256
10922,1391,11,12,0.036
10923,1391,12,12,0.189
10924,1391,13,12,0.158
10925,1391,14,12,0.548
10926,1391,15,12,1.06
10927,1391,16,12,0.733
10928,1391,17,12,0.68
10929,1391,18,12,0.644
10930,1391,19,12,0.547
10931,1391,20,12,0.243
10932,1391,21,12,0.231
10933,1391,22,12,0.231
10934,1391,23,12,0.087
10935,1391,24,12,0.139
10936,1391,25,12,0.567
10937,1391,26,12,0.617
10938,1391,27,12,0.929
10939,1391,28,12,2.38
10940,1391,29,12,3.26
10941,1391,30,12,2.38
10942,1391,31,12,
713,1392,1,1,0.129
714,1392,2,1,0.224
715,1392,3,1,0.146
716,1392,4,1,0.133
717,1392,5,1,0.075
718,1392,6,1,0.047
719,1392,7,1,0.027
720,1392,8,1,0.027
721,1392,9,1,0.037
722,1392,10,1,0.401
723,1392,11,1,0.956
724,1392,12,1,0.437
725,1392,13,1,0.188
726,1392,14,1,0.182
727,1392,15,1,0.0
728,1392,16,1,0.0
729,1392,17,1,0.0
730,1392,18,1,0.0
731,1392,19,1,0.077
732,1392,20,1,0.077
733,1392,21,1,0.072
734,1392,22,1,0.066
735,1392,23,1,0.066
736,1392,24,1,0.0
737,1392,25,1,0.0
738,1392,26,1,0.0
739,1392,27,1,0.0
740,1392,28,1,0.0
741,1392,29,1,0.078
742,1392,30,1,0.089
743,1392,31,1,0.072
1643,1392,1,2,0.066
1644,1392,2,2,0.066
1645,1392,3,2,0.066
1646,1392,4,2,0.0
1647,1392,5,2,0.0
1648,1392,6,2,0.066
1649,1392,7,2,0.0
1650,1392,8,2,0.036
1651,1392,9,2,0.071
1652,1392,10,2,0.068
1653,1392,11,2,0.033
1654,1392,12,2,0.033
1655,1392,13,2,0.0
1656,1392,14,2,0.0
1657,1392,15,2,0.0
1658,1392,16,2,0.0
1659,1392,17,2,0.038
1660,1392,18,2,0.083
1661,1392,19,2,0.08
1662,1392,20,2,0.0
1663,1392,21,2,1.01
1664,1392,22,2,0.863
1665,1392,23,2,2.09
1666,1392,24,2,3.58
1667,1392,25,2,2.61
1668,1392,26,2,0.129
1669,1392,27,2,0.074
1670,1392,28,2,0.068
1671,1392,29,2,0.064
1672,1392,30,2,0.068
1673,1392,31,2,0.066
2573,1392,1,3,0.068
2574,1392,2,3,0.064
2575,1392,3,3,0.066
2576,1392,4,3,0.058
2577,1392,5,3,0.066
2578,1392,6,3,0.061
2579,1392,7,3,0.047
2580,1392,8,3,5.91
2581,1392,9,3,0.075
2582,1392,10,3,0.0
2583,1392,11,3,0.0
2584,1392,12,3,0.0
2585,1392,13,3,0.0
2586,1392,14,3,0.0
2587,1392,15,3,0.0
2588,1392,16,3,0.0
2589,1392,17,3,0.0
2590,1392,18,3,0.0
2591,1392,19,3,0.045
2592,1392,20,3,0.166
2593,1392,21,3,0.28
2594,1392,22,3,0.105
2595,1392,23,3,0.058
2596,1392,24,3,0.0
2597,1392,25,3,0.0
2598,1392,26,3,0.0
2599,1392,27,3,0.0
2600,1392,28,3,0.0
2601,1392,29,3,0.361
2602,1392,30,3,0.269
2603,1392,31,3,0.543
3503,1392,1,4,0.122
3504,1392,2,4,0.038
3505,1392,3,4,0.0
3506,1392,4,4,0.0
3507,1392,5,4,0.0
3508,1392,6,4,0.0
3509,1392,7,4,0.0
3510,1392,8,4,0.0
3511,1392,9,4,0.0
3512,1392,10,4,0.0
3513,1392,11,4,0.403
3514,1392,12,4,0.157
3515,1392,13,4,0.199
3516,1392,14,4,0.44
3517,1392,15,4,0.253
3518,1392,16,4,0.0
3519,1392,17,4,0.0
3520,1392,18,4,0.0
3521,1392,19,4,0.0
3522,1392,20,4,0.0
3523,1392,21,4,0.0
3524,1392,22,4,0.0
3525,1392,23,4,0.0
3526,1392,24,4,0.0
3527,1392,25,4,0.0
3528,1392,26,4,0.0
3529,1392,27,4,0.0
3530,1392,28,4,0.0
3531,1392,29,4,0.0
3532,1392,30,4,0.323
3533,1392,31,4,0.553
4433,1392,1,5,0.0
4434,1392,2,5,0.0
4435,1392,3,5,0.0
4436,1392,4,5,0.0
4437,1392,5,5,0.0
4438,1392,6,5,0.0
4439,1392,7,5,0.0
4440,1392,8,5,0.0
4441,1392,9,5,0.0
4442,1392,10,5,0.0
4443,1392,11,5,0.0
4444,1392,12,5,0.0
4445,1392,13,5,0.0
4446,1392,14,5,0.0
4447,1392,15,5,0.0
4448,1392,16,5,0.0
4449,1392,17,5,0.119
4450,1392,18,5,0.193
4451,1392,19,5,0.645
4452,1392,20,5,0.476
4453,1392,21,5,0.959
4454,1392,22,5,0.417
4455,1392,23,5,0.0
4456,1392,24,5,0.0
4457,1392,25,5,0.0
4458,1392,26,5,0.0
4459,1392,27,5,0.0
4460,1392,28,5,0.0
4461,1392,29,5,0.0
4462,1392,30,5,0.0
4463,1392,31,5,0.0
5363,1392,1,6,0.0
5364,1392,2,6,0.0
5365,1392,3,6,0.0
5366,1392,4,6,0.748
5367,1392,5,6,0.164
5368,1392,6,6,0.084
5369,1392,7,6,0.083
5370,1392,8,6,0.162
5371,1392,9,6,0.391
5372,1392,10,6,0.259
5373,1392,11,6,0.077
5374,1392,12,6,0.0
5375,1392,13,6,0.0
5376,1392,14,6,0.0
5377,1392,15,6,0.0
5378,1392,16,6,0.0
5379,1392,17,6,0.0
5380,1392,18,6,0.0
5381,1392,19,6,0.0
5382,1392,20,6,0.0
5383,1392,21,6,0.0
5384,1392,22,6,0.0
5385,1392,23,6,0.0
5386,1392,24,6,0.0
5387,1392,25,6,0.0
5388,1392,26,6,0.31
5389,1392,27,6,0.049
5390,1392,28,6,0.0
5391,1392,29,6,0.0
5392,1392,30,6,0.0
5393,1392,31,6,0.0
6293,1392,1,7,0.43
6294,1392,2,7,0.456
6295,1392,3,7,1.62
6296,1392,4,7,1.71
6297,1392,5,7,1.99
6298,1392,6,7,2.46
6299,1392,7,7,2.6
6300,1392,8,7,1.85
6301,1392,9,7,3.55
6302,1392,10,7,2.19
6303,1392,11,7,2.13
6304,1392,12,7,1.95
6305,1392,13,7,2.68
6306,1392,14,7,3.41
6307,1392,15,7,4.49
6308,1392,16,7,3.16
6309,1392,17,7,3.22
6310,1392,18,7,3.78
6311,1392,19,7,2.75
6312,1392,20,7,2.85
6313,1392,21,7,4.32
6314,1392,22,7,3.7
6315,1392,23,7,2.51
6316,1392,24,7,1.13
6317,1392,25,7,1.08
6318,1392,26,7,0.239
6319,1392,27,7,2.0
6320,1392,28,7,3.41
6321,1392,29,7,3.55
6322,1392,30,7,2.65
6323,1392,31,7,
7223,1392,1,8,0.0
7224,1392,2,8,0.0
7225,1392,3,8,0.0
7226,1392,4,8,0.0
7227,1392,5,8,0.0
7228,1392,6,8,0.0
7229,1392,7,8,0.0
7230,1392,8,8,0.0
7231,1392,9,8,0.0
7232,1392,10,8,0.0
7233,1392,11,8,0.0
7234,1392,12,8,0.0
7235,1392,13,8,0.0
7236,1392,14,8,0.0
7237,1392,15,8,0.0
7238,1392,16,8,0.0
7239,1392,17,8,0.0
7240,1392,18,8,0.023
7241,1392,19,8,0.126
7242,1392,20,8,0.165
7243,1392,21,8,0.194
7244,1392,22,8,0.134
7245,1392,23,8,0.074
7246,1392,24,8,0.014
7247,1392,25,8,0.151
7248,1392,26,8,0.288
7249,1392,27,8,0.426
7250,1392,28,8,0.563
7251,1392,29,8,0.476
7252,1392,30,8,1.23
7253,1392,31,8,
8153,1392,1,9,1.09
8154,1392,2,9,0.919
8155,1392,3,9,1.01
8156,1392,4,9,0.366
8157,1392,5,9,0.287
8158,1392,6,9,0.304
8159,1392,7,9,0.317
8160,1392,8,9,0.539
8161,1392,9,9,0.498
8162,1392,10,9,0.363
8163,1392,11,9,0.515
8164,1392,12,9,0.456
8165,1392,13,9,0.335
8166,1392,14,9,0.527
8167,1392,15,9,0.629
8168,1392,16,9,0.576
8169,1392,17,9,0.403
8170,1392,18,9,0.9
8171,1392,19,9,0.652
8172,1392,20,9,0.556
8173,1392,21,9,0.454
8174,1392,22,9,0.571
8175,1392,23,9,0.548
8176,1392,24,9,0.553
8177,1392,25,9,0.558
8178,1392,26,9,0.563
8179,1392,27,9,0.569
8180,1392,28,9,0.574
8181,1392,29,9,0.579
8182,1392,30,9,0.584
8183,1392,31,9,
9083,1392,1,10,0.589
9084,1392,2,10,0.594
9085,1392,3,10,0.599
9086,1392,4,10,0.605
9087,1392,5,10,0.61
9088,1392,6,10,0.615
9089,1392,7,10,0.62
9090,1392,8,10,0.625
9091,1392,9,10,0.63
9092,1392,10,10,0.635
9093,1392,11,10,0.641
9094,1392,12,10,0.646
9095,1392,13,10,0.651
9096,1392,14,10,0.656
9097,1392,15,10,0.661
9098,1392,16,10,0.666
9099,1392,17,10,0.672
9100,1392,18,10,0.677
9101,1392,19,10,0.682
9102,1392,20,10,0.687
9103,1392,21,10,0.692
9104,1392,22,10,0.697
9105,1392,23,10,0.702
9106,1392,24,10,0.708
9107,1392,25,10,0.713
9108,1392,26,10,0.718
9109,1392,27,10,0.723
9110,1392,28,10,0.769
9111,1392,29,10,0.816
9112,1392,30,10,0.862
9113,1392,31,10,
10013,1392,1,11,0.845
10014,1392,2,11,0.791
10015,1392,3,11,0.749
10016,1392,4,11,0.7
10017,1392,5,11,0.652
10018,1392,6,11,0.641
10019,1392,7,11,0.545
10020,1392,8,11,0.379
10021,1392,9,11,0.842
10022,1392,10,11,0.489
10023,1392,11,11,0.278
10024,1392,12,11,0.324
10025,1392,13,11,0.276
10026,1392,14,11,0.216
10027,1392,15,11,0.231
10028,1392,16,11,0.246
10029,1392,17,11,0.261
10030,1392,18,11,0.276
10031,1392,19,11,0.291
10032,1392,20,11,0.306
10033,1392,21,11,0.321
10034,1392,22,11,0.336
10035,1392,23,11,0.298
10036,1392,24,11,0.287
10037,1392,25,11,0.342
10038,1392,26,11,0.24
10039,1392,27,11,0.229
10040,1392,28,11,0.438
10041,1392,29,11,0.392
10042,1392,30,11,0.564
10043,1392,31,11,
10943,1392,1,12,0.553
10944,1392,2,12,0.349
10945,1392,3,12,0.305
10946,1392,4,12,0.37
10947,1392,5,12,0.362
10948,1392,6,12,0.342
10949,1392,7,12,0.335
10950,1392,8,12,0.408
10951,1392,9,12,0.384
10952,1392,10,12,0.392
10953,1392,11,12,0.406
10954,1392,12,12,0.356
10955,1392,13,12,0.356
10956,1392,14,12,0.526
10957,1392,15,12,0.438
10958,1392,16,12,0.262
10959,1392,17,12,0.225
10960,1392,18,12,0.259
10961,1392,19,12,0.307
10962,1392,20,12,0.089
10963,1392,21,12,0.237
10964,1392,22,12,0.09
10965,1392,23,12,0.09
10966,1392,24,12,0.086
10967,1392,25,12,0.108
10968,1392,26,12,0.119
10969,1392,27,12,0.127
10970,1392,28,12,0.196
10971,1392,29,12,0.176
10972,1392,30,12,
10973,1392,31,12,
744,1393,1,1,0.372
745,1393,2,1,0.679
746,1393,3,1,0.701
747,1393,4,1,0.603
748,1393,5,1,0.544
749,1393,6,1,1.42
750,1393,7,1,0.359
751,1393,8,1,0.239
752,1393,9,1,0.054
753,1393,10,1,0.12
754,1393,11,1,0.151
755,1393,12,1,0.228
756,1393,13,1,0.03
757,1393,14,1,0.017
758,1393,15,1,0.018
759,1393,16,1,0.018
760,1393,17,1,0.015
761,1393,18,1,0.015
762,1393,19,1,0.015
763,1393,20,1,0.013
764,1393,21,1,0.013
765,1393,22,1,0.005
766,1393,23,1,0.008
767,1393,24,1,0.011
768,1393,25,1,0.001
769,1393,26,1,0.001
770,1393,27,1,0.001
771,1393,28,1,0.001
772,1393,29,1,0.001
773,1393,30,1,0.001
774,1393,31,1,0.001
1674,1393,1,2,0.001
1675,1393,2,2,0.001
1676,1393,3,2,0.001
1677,1393,4,2,0.001
1678,1393,5,2,0.001
1679,1393,6,2,0.001
1680,1393,7,2,0.001
1681,1393,8,2,0.001
1682,1393,9,2,0.001
1683,1393,10,2,0.001
1684,1393,11,2,0.001
1685,1393,12,2,0.001
1686,1393,13,2,0.0
1687,1393,14,2,0.0
1688,1393,15,2,0.0
1689,1393,16,2,0.0
1690,1393,17,2,0.0
1691,1393,18,2,0.0
1692,1393,19,2,0.0
1693,1393,20,2,0.0
1694,1393,21,2,0.0
1695,1393,22,2,0.0
1696,1393,23,2,0.0
1697,1393,24,2,0.0
1698,1393,25,2,0.0
1699,1393,26,2,0.0
1700,1393,27,2,0.0
1701,1393,28,2,0.0
1702,1393,29,2,0.0
1703,1393,30,2,0.0
1704,1393,31,2,0.0
2604,1393,1,3,1.79
2605,1393,2,3,1.84
2606,1393,3,3,2.39
2607,1393,4,3,0.649
2608,1393,5,3,0.0
2609,1393,6,3,0.0
2610,1393,7,3,0.0
2611,1393,8,3,0.0
2612,1393,9,3,0.0
2613,1393,10,3,0.0
2614,1393,11,3,0.0
2615,1393,12,3,0.0
2616,1393,13,3,0.0
2617,1393,14,3,0.0
2618,1393,15,3,0.0
2619,1393,16,3,0.0
2620,1393,17,3,0.0
2621,1393,18,3,0.493
2622,1393,19,3,3.66
2623,1393,20,3,0.056
2624,1393,21,3,0.014
2625,1393,22,3,0.001
2626,1393,23,3,0.001
2627,1393,24,3,0.001
2628,1393,25,3,0.001
2629,1393,26,3,0.001
2630,1393,27,3,0.0
2631,1393,28,3,0.0
2632,1393,29,3,0.0
2633,1393,30,3,0.18
2634,1393,31,3,0.0
3534,1393,1,4,0.0
3535,1393,2,4,2.13
3536,1393,3,4,3.03
3537,1393,4,4,0.034
3538,1393,5,4,0.011
3539,1393,6,4,0.011
3540,1393,7,4,0.011
3541,1393,8,4,0.0
3542,1393,9,4,0.0
3543,1393,10,4,0.0
3544,1393,11,4,0.0
3545,1393,12,4,0.0
3546,1393,13,4,0.0
3547,1393,14,4,1.29
3548,1393,15,4,2.59
3549,1393,16,4,3.03
3550,1393,17,4,0.321
3551,1393,18,4,0.008
3552,1393,19,4,0.008
3553,1393,20,4,0.008
3554,1393,21,4,0.008
3555,1393,22,4,0.06
3556,1393,23,4,0.112
3557,1393,24,4,0.164
3558,1393,25,4,0.216
3559,1393,26,4,0.268
3560,1393,27,4,0.321
3561,1393,28,4,0.373
3562,1393,29,4,0.425
3563,1393,30,4,0.477
3564,1393,31,4,0.529
4464,1393,1,5,0.581
4465,1393,2,5,0.633
4466,1393,3,5,0.687
4467,1393,4,5,0.832
4468,1393,5,5,0.021
4469,1393,6,5,0.005
4470,1393,7,5,0.005
4471,1393,8,5,0.005
4472,1393,9,5,0.005
4473,1393,10,5,0.037
4474,1393,11,5,0.069
4475,1393,12,5,0.101
4476,1393,13,5,0.133
4477,1393,14,5,0.165
4478,1393,15,5,0.197
4479,1393,16,5,0.229
4480,1393,17,5,0.261
4481,1393,18,5,6.38
4482,1393,19,5,1.19
4483,1393,20,5,2.05
4484,1393,21,5,2.35
4485,1393,22,5,0.067
4486,1393,23,5,0.009
4487,1393,24,5,0.011
4488,1393,25,5,0.014
4489,1393,26,5,0.016
4490,1393,27,5,0.018
4491,1393,28,5,0.021
4492,1393,29,5,0.023
4493,1393,30,5,0.025
4494,1393,31,5,0.028
5394,1393,1,6,0.03
5395,1393,2,6,0.032
5396,1393,3,6,0.035
5397,1393,4,6,0.037
5398,1393,5,6,0.039
5399,1393,6,6,0.042
5400,1393,7,6,0.044
5401,1393,8,6,0.046
5402,1393,9,6,0.049
5403,1393,10,6,0.051
5404,1393,11,6,0.053
5405,1393,12,6,0.056
5406,1393,13,6,0.058
5407,1393,14,6,0.001
5408,1393,15,6,0.155
5409,1393,16,6,0.966
5410,1393,17,6,0.968
5411,1393,18,6,0.084
5412,1393,19,6,0.032
5413,1393,20,6,0.029
5414,1393,21,6,0.027
5415,1393,22,6,0.024
5416,1393,23,6,0.021
5417,1393,24,6,0.019
5418,1393,25,6,0.016
5419,1393,26,6,0.013
5420,1393,27,6,0.011
5421,1393,28,6,0.008
5422,1393,29,6,0.005
5423,1393,30,6,0.003
5424,1393,31,6,0.0
6324,1393,1,7,0.057
6325,1393,2,7,0.057
6326,1393,3,7,0.048
6327,1393,4,7,0.048
6328,1393,5,7,0.048
6329,1393,6,7,0.048
6330,1393,7,7,0.04
6331,1393,8,7,0.04
6332,1393,9,7,0.04
6333,1393,10,7,0.02
6334,1393,11,7,5.92
6335,1393,12,7,0.303
6336,1393,13,7,0.048
6337,1393,14,7,0.048
6338,1393,15,7,0.04
6339,1393,16,7,0.026
6340,1393,17,7,0.026
6341,1393,18,7,0.026
6342,1393,19,7,0.02
6343,1393,20,7,0.02
6344,1393,21,7,0.02
6345,1393,22,7,0.034
6346,1393,23,7,0.015
6347,1393,24,7,0.015
6348,1393,25,7,0.015
6349,1393,26,7,0.015
6350,1393,27,7,0.419
6351,1393,28,7,29.3
6352,1393,29,7,0.458
6353,1393,30,7,0.738
6354,1393,31,7,
7254,1393,1,8,0.6
7255,1393,2,8,0.178
7256,1393,3,8,0.044
7257,1393,4,8,0.04
7258,1393,5,8,0.011
7259,1393,6,8,0.011
7260,1393,7,8,0.011
7261,1393,8,8,0.011
7262,1393,9,8,0.008
7263,1393,10,8,0.1
7264,1393,11,8,0.23
7265,1393,12,8,0.158
7266,1393,13,8,0.211
7267,1393,14,8,0.176
7268,1393,15,8,0.034
7269,1393,16,8,0.005
7270,1393,17,8,0.005
7271,1393,18,8,0.005
7272,1393,19,8,0.463
7273,1393,20,8,0.509
7274,1393,21,8,0.043
7275,1393,22,8,0.015
7276,1393,23,8,0.015
7277,1393,24,8,0.011
7278,1393,25,8,0.01
7279,1393,26,8,0.015
7280,1393,27,8,0.013
7281,1393,28,8,0.005
7282,1393,29,8,0.005
7283,1393,30,8,0.005
7284,1393,31,8,
8184,1393,1,9,2.23
8185,1393,2,9,0.12
8186,1393,3,9,0.005
8187,1393,4,9,0.003
8188,1393,5,9,0.003
8189,1393,6,9,0.003
8190,1393,7,9,0.003
8191,1393,8,9,0.003
8192,1393,9,9,0.003
8193,1393,10,9,0.003
8194,1393,11,9,0.003
8195,1393,12,9,0.003
8196,1393,13,9,0.003
8197,1393,14,9,0.003
8198,1393,15,9,0.325
8199,1393,16,9,0.451
8200,1393,17,9,0.045
8201,1393,18,9,0.02
8202,1393,19,9,0.008
8203,1393,20,9,0.008
8204,1393,21,9,0.008
8205,1393,22,9,0.008
8206,1393,23,9,0.193
8207,1393,24,9,0.057
8208,1393,25,9,0.015
8209,1393,26,9,0.008
8210,1393,27,9,0.008
8211,1393,28,9,0.008
8212,1393,29,9,0.008
8213,1393,30,9,0.008
8214,1393,31,9,
9114,1393,1,10,0.008
9115,1393,2,10,0.014
9116,1393,3,10,0.038
9117,1393,4,10,0.02
9118,1393,5,10,0.015
9119,1393,6,10,0.008
9120,1393,7,10,0.008
9121,1393,8,10,0.008
9122,1393,9,10,0.008
9123,1393,10,10,0.008
9124,1393,11,10,0.008
9125,1393,12,10,0.023
9126,1393,13,10,0.013
9127,1393,14,10,0.013
9128,1393,15,10,0.018
9129,1393,16,10,0.02
9130,1393,17,10,0.013
9131,1393,18,10,0.001
9132,1393,19,10,0.006
9133,1393,20,10,0.003
9134,1393,21,10,0.003
9135,1393,22,10,0.003
9136,1393,23,10,0.003
9137,1393,24,10,0.003
9138,1393,25,10,0.003
9139,1393,26,10,0.003
9140,1393,27,10,0.001
9141,1393,28,10,0.001
9142,1393,29,10,0.001
9143,1393,30,10,0.001
9144,1393,31,10,
10044,1393,1,11,0.001
10045,1393,2,11,0.001
10046,1393,3,11,0.001
10047,1393,4,11,0.0
10048,1393,5,11,0.0
10049,1393,6,11,0.0
10050,1393,7,11,0.0
10051,1393,8,11,0.0
10052,1393,9,11,0.0
10053,1393,10,11,0.0
10054,1393,11,11,0.001
10055,1393,12,11,0.001
10056,1393,13,11,0.002
10057,1393,14,11,0.002
10058,1393,15,11,0.003
10059,1393,16,11,0.003
10060,1393,17,11,0.003
10061,1393,18,11,0.001
10062,1393,19,11,0.001
10063,1393,20,11,0.04
10064,1393,21,11,0.091
10065,1393,22,11,0.09
10066,1393,23,11,0.143
10067,1393,24,11,0.128
10068,1393,25,11,0.026
10069,1393,26,11,0.023
10070,1393,27,11,0.03
10071,1393,28,11,0.047
10072,1393,29,11,0.013
10073,1393,30,11,0.038
10074,1393,31,11,
10974,1393,1,12,0.057
10975,1393,2,12,0.09
10976,1393,3,12,0.079
10977,1393,4,12,0.068
10978,1393,5,12,0.032
10979,1393,6,12,0.033
10980,1393,7,12,0.03
10981,1393,8,12,0.015
10982,1393,9,12,0.013
10983,1393,10,12,0.015
10984,1393,11,12,0.018
10985,1393,12,12,0.034
10986,1393,13,12,0.115
10987,1393,14,12,0.121
10988,1393,15,12,0.128
10989,1393,16,12,0.142
10990,1393,17,12,0.135
10991,1393,18,12,0.095
10992,1393,19,12,0.096
10993,1393,20,12,0.073
10994,1393,21,12,0.105
10995,1393,22,12,0.015
10996,1393,23,12,0.009
10997,1393,24,12,0.057
10998,1393,25,12,0.103
10999,1393,26,12,0.048
11000,1393,27,12,0.068
11001,1393,28,12,0.056
11002,1393,29,12,0.193
11003,1393,30,12,0.0
11004,1393,31,12,
775,1394,1,1,0.108
776,1394,2,1,0.084
777,1394,3,1,0.074
778,1394,4,1,0.074
779,1394,5,1,0.074
780,1394,6,1,0.074
781,1394,7,1,0.074
782,1394,8,1,0.074
783,1394,9,1,0.074
784,1394,10,1,0.433
785,1394,11,1,0.108
786,1394,12,1,0.097
787,1394,13,1,0.243
788,1394,14,1,0.914
789,1394,15,1,0.207
790,1394,16,1,0.13
791,1394,17,1,0.115
792,1394,18,1,0.09
793,1394,19,1,0.084
794,1394,20,1,0.119
795,1394,21,1,0.108
796,1394,22,1,0.151
797,1394,23,1,0.123
798,1394,24,1,0.368
799,1394,25,1,0.155
800,1394,26,1,0.186
801,1394,27,1,0.556
802,1394,28,1,0.195
803,1394,29,1,0.139
804,1394,30,1,0.115
805,1394,31,1,0.074
1705,1394,1,2,0.16
1706,1394,2,2,0.096
1707,1394,3,2,0.084
1708,1394,4,2,0.079
1709,1394,5,2,0.079
1710,1394,6,2,0.074
1711,1394,7,2,0.061
1712,1394,8,2,0.061
1713,1394,9,2,0.072
1714,1394,10,2,0.09
1715,1394,11,2,0.09
1716,1394,12,2,0.076
1717,1394,13,2,0.065
1718,1394,14,2,0.061
1719,1394,15,2,0.057
1720,1394,16,2,0.057
1721,1394,17,2,0.057
1722,1394,18,2,0.057
1723,1394,19,2,0.057
1724,1394,20,2,0.053
1725,1394,21,2,0.048
1726,1394,22,2,0.053
1727,1394,23,2,0.053
1728,1394,24,2,0.053
1729,1394,25,2,0.046
1730,1394,26,2,0.043
1731,1394,27,2,0.043
1732,1394,28,2,0.258
1733,1394,29,2,2.08
1734,1394,30,2,0.639
1735,1394,31,2,0.198
2635,1394,1,3,0.097
2636,1394,2,3,0.322
2637,1394,3,3,1.41
2638,1394,4,3,2.5
2639,1394,5,3,3.16
2640,1394,6,3,0.383
2641,1394,7,3,0.065
2642,1394,8,3,0.065
2643,1394,9,3,0.082
2644,1394,10,3,0.061
2645,1394,11,3,0.057
2646,1394,12,3,0.057
2647,1394,13,3,0.057
2648,1394,14,3,0.061
2649,1394,15,3,0.061
2650,1394,16,3,0.057
2651,1394,17,3,0.106
2652,1394,18,3,0.765
2653,1394,19,3,0.85
2654,1394,20,3,0.678
2655,1394,21,3,0.116
2656,1394,22,3,0.102
2657,1394,23,3,0.074
2658,1394,24,3,0.069
2659,1394,25,3,0.065
2660,1394,26,3,0.065
2661,1394,27,3,0.146
2662,1394,28,3,0.779
2663,1394,29,3,4.26
2664,1394,30,3,2.58
2665,1394,31,3,0.413
3565,1394,1,4,0.09
3566,1394,2,4,0.074
3567,1394,3,4,0.074
3568,1394,4,4,0.074
3569,1394,5,4,0.074
3570,1394,6,4,0.074
3571,1394,7,4,0.065
3572,1394,8,4,0.061
3573,1394,9,4,0.061
3574,1394,10,4,0.061
3575,1394,11,4,0.057
3576,1394,12,4,0.029
3577,1394,13,4,0.0
3578,1394,14,4,0.0
3579,1394,15,4,0.0
3580,1394,16,4,1.39
3581,1394,17,4,2.51
3582,1394,18,4,6.53
3583,1394,19,4,2.4
3584,1394,20,4,0.319
3585,1394,21,4,0.086
3586,1394,22,4,0.057
3587,1394,23,4,0.057
3588,1394,24,4,0.057
3589,1394,25,4,0.057
3590,1394,26,4,0.057
3591,1394,27,4,0.057
3592,1394,28,4,0.057
3593,1394,29,4,0.0
