,sal,rooz,Month,chehrig_olia_EV
13556,1384,24,9,
13557,1384,25,9,
13558,1384,25,9,
13559,1384,25,9,
13560,1384,26,9,
13561,1384,26,9,
13562,1384,26,9,
13563,1384,27,9,
13564,1384,27,9,
13565,1384,27,9,
13566,1384,28,9,
13567,1384,28,9,
13568,1384,28,9,
13569,1384,29,9,
13570,1384,29,9,
13571,1384,29,9,
13572,1384,30,9,
13573,1384,30,9,
13574,1384,30,9,
13575,1384,31,9,
13576,1384,31,9,
13577,1384,31,9,
15066,1384,1,10,
15067,1384,1,10,
15068,1384,1,10,
15069,1384,2,10,
15070,1384,2,10,
15071,1384,2,10,
15072,1384,3,10,
15073,1384,3,10,
15074,1384,3,10,
15075,1384,4,10,
15076,1384,4,10,
15077,1384,4,10,
15078,1384,5,10,
15079,1384,5,10,
15080,1384,5,10,
15081,1384,6,10,
15082,1384,6,10,
15083,1384,6,10,
15084,1384,7,10,
15085,1384,7,10,
15086,1384,7,10,
15087,1384,8,10,
15088,1384,8,10,
15089,1384,8,10,
15090,1384,9,10,
15091,1384,9,10,
15092,1384,9,10,
15093,1384,10,10,
15094,1384,10,10,
15095,1384,10,10,
15096,1384,11,10,
15097,1384,11,10,
15098,1384,11,10,
15099,1384,12,10,
15100,1384,12,10,
15101,1384,12,10,
15102,1384,13,10,
15103,1384,13,10,
15104,1384,13,10,
15105,1384,14,10,
15106,1384,14,10,
15107,1384,14,10,
15108,1384,15,10,
15109,1384,15,10,
15110,1384,15,10,
15111,1384,16,10,
15112,1384,16,10,
15113,1384,16,10,
15114,1384,17,10,
15115,1384,17,10,
15116,1384,17,10,
15117,1384,18,10,
15118,1384,18,10,
15119,1384,18,10,
15120,1384,19,10,
15121,1384,19,10,
15122,1384,19,10,
15123,1384,20,10,
15124,1384,20,10,
15125,1384,20,10,
15126,1384,21,10,
15127,1384,21,10,
15128,1384,21,10,
15129,1384,22,10,
15130,1384,22,10,
15131,1384,22,10,
15132,1384,23,10,
15133,1384,23,10,
15134,1384,23,10,
15135,1384,24,10,
15136,1384,24,10,
15137,1384,24,10,
15138,1384,25,10,
15139,1384,25,10,
15140,1384,25,10,
15141,1384,26,10,
15142,1384,26,10,
15143,1384,26,10,
15144,1384,27,10,
15145,1384,27,10,
15146,1384,27,10,
15147,1384,28,10,
15148,1384,28,10,
15149,1384,28,10,
15150,1384,29,10,
15151,1384,29,10,
15152,1384,29,10,
15153,1384,30,10,
15154,1384,30,10,
15155,1384,30,10,
15156,1384,31,10,
15157,1384,31,10,
15158,1384,31,10,
16647,1384,1,11,
16648,1384,1,11,
16649,1384,1,11,
16650,1384,2,11,
16651,1384,2,11,
16652,1384,2,11,
16653,1384,3,11,
16654,1384,3,11,
16655,1384,3,11,
16656,1384,4,11,
16657,1384,4,11,
16658,1384,4,11,
16659,1384,5,11,
16660,1384,5,11,
16661,1384,5,11,
16662,1384,6,11,
16663,1384,6,11,
16664,1384,6,11,
16665,1384,7,11,
16666,1384,7,11,
16667,1384,7,11,
16668,1384,8,11,
16669,1384,8,11,
16670,1384,8,11,
16671,1384,9,11,
16672,1384,9,11,
16673,1384,9,11,
16674,1384,10,11,
16675,1384,10,11,
16676,1384,10,11,
16677,1384,11,11,
16678,1384,11,11,
16679,1384,11,11,
16680,1384,12,11,
16681,1384,12,11,
16682,1384,12,11,
16683,1384,13,11,
16684,1384,13,11,
16685,1384,13,11,
16686,1384,14,11,
16687,1384,14,11,
16688,1384,14,11,
16689,1384,15,11,
16690,1384,15,11,
16691,1384,15,11,
16692,1384,16,11,
16693,1384,16,11,
16694,1384,16,11,
16695,1384,17,11,
16696,1384,17,11,
16697,1384,17,11,
16698,1384,18,11,
16699,1384,18,11,
16700,1384,18,11,
16701,1384,19,11,
16702,1384,19,11,
16703,1384,19,11,
16704,1384,20,11,
16705,1384,20,11,
16706,1384,20,11,
16707,1384,21,11,
16708,1384,21,11,
16709,1384,21,11,
16710,1384,22,11,
16711,1384,22,11,
16712,1384,22,11,
16713,1384,23,11,
16714,1384,23,11,
16715,1384,23,11,
16716,1384,24,11,
16717,1384,24,11,
16718,1384,24,11,
16719,1384,25,11,
16720,1384,25,11,
16721,1384,25,11,
16722,1384,26,11,
16723,1384,26,11,
16724,1384,26,11,
16725,1384,27,11,
16726,1384,27,11,
16727,1384,27,11,
16728,1384,28,11,
16729,1384,28,11,
16730,1384,28,11,
16731,1384,29,11,
16732,1384,29,11,
16733,1384,29,11,
16734,1384,30,11,
16735,1384,30,11,
16736,1384,30,11,
16737,1384,31,11,
16738,1384,31,11,
16739,1384,31,11,
18228,1384,1,12,
18229,1384,1,12,
18230,1384,1,12,
18231,1384,2,12,
18232,1384,2,12,
18233,1384,2,12,
18234,1384,3,12,
18235,1384,3,12,
18236,1384,3,12,
18237,1384,4,12,
18238,1384,4,12,
18239,1384,4,12,
18240,1384,5,12,
18241,1384,5,12,
18242,1384,5,12,
18243,1384,6,12,
18244,1384,6,12,
18245,1384,6,12,
18246,1384,7,12,
18247,1384,7,12,
18248,1384,7,12,
18249,1384,8,12,
18250,1384,8,12,
18251,1384,8,12,
18252,1384,9,12,
18253,1384,9,12,
18254,1384,9,12,
18255,1384,10,12,
18256,1384,10,12,
18257,1384,10,12,
18258,1384,11,12,
18259,1384,11,12,
18260,1384,11,12,
18261,1384,12,12,
18262,1384,12,12,
18263,1384,12,12,
18264,1384,13,12,
18265,1384,13,12,
18266,1384,13,12,
18267,1384,14,12,
18268,1384,14,12,
18269,1384,14,12,
18270,1384,15,12,
18271,1384,15,12,
18272,1384,15,12,
18273,1384,16,12,
18274,1384,16,12,
18275,1384,16,12,
18276,1384,17,12,
18277,1384,17,12,
18278,1384,17,12,
18279,1384,18,12,
18280,1384,18,12,
18281,1384,18,12,
18282,1384,19,12,
18283,1384,19,12,
18284,1384,19,12,
18285,1384,20,12,
18286,1384,20,12,
18287,1384,20,12,
18288,1384,21,12,
18289,1384,21,12,
18290,1384,21,12,
18291,1384,22,12,
18292,1384,22,12,
18293,1384,22,12,
18294,1384,23,12,
18295,1384,23,12,
18296,1384,23,12,
18297,1384,24,12,
18298,1384,24,12,
18299,1384,24,12,
18300,1384,25,12,
18301,1384,25,12,
18302,1384,25,12,
18303,1384,26,12,
18304,1384,26,12,
18305,1384,26,12,
18306,1384,27,12,
18307,1384,27,12,
18308,1384,27,12,
18309,1384,28,12,
18310,1384,28,12,
18311,1384,28,12,
18312,1384,29,12,
18313,1384,29,12,
18314,1384,29,12,
18315,1384,30,12,
18316,1384,30,12,
18317,1384,30,12,
18318,1384,31,12,
18319,1384,31,12,
18320,1384,31,12,
930,1385,1,1,
931,1385,1,1,
932,1385,2,1,
933,1385,2,1,
934,1385,3,1,
935,1385,3,1,
936,1385,4,1,
937,1385,4,1,
938,1385,5,1,
939,1385,5,1,
940,1385,6,1,
941,1385,6,1,
942,1385,7,1,
943,1385,7,1,
944,1385,8,1,
945,1385,8,1,
946,1385,9,1,
947,1385,9,1,
948,1385,10,1,
949,1385,10,1,
950,1385,11,1,
951,1385,11,1,
952,1385,12,1,
953,1385,12,1,
954,1385,13,1,
955,1385,13,1,
956,1385,14,1,
957,1385,14,1,
958,1385,15,1,
959,1385,15,1,
960,1385,16,1,
961,1385,16,1,
962,1385,17,1,
963,1385,17,1,
964,1385,18,1,
965,1385,18,1,
966,1385,19,1,
967,1385,19,1,
968,1385,20,1,
969,1385,20,1,
970,1385,21,1,
971,1385,21,1,
972,1385,22,1,
973,1385,22,1,
974,1385,23,1,
975,1385,23,1,
976,1385,24,1,
977,1385,24,1,
978,1385,25,1,
979,1385,25,1,
980,1385,26,1,
981,1385,26,1,
982,1385,27,1,
983,1385,27,1,
984,1385,28,1,
985,1385,28,1,
986,1385,29,1,2.6
987,1385,29,1,2.6
988,1385,30,1,2.5
989,1385,30,1,2.5
990,1385,31,1,1.5
991,1385,31,1,1.5
2511,1385,1,2,4.3
2512,1385,1,2,4.3
2513,1385,2,2,5.2
2514,1385,2,2,5.2
2515,1385,3,2,2.9
2516,1385,3,2,2.9
2517,1385,4,2,3.8
2518,1385,4,2,3.8
2519,1385,5,2,3.5
2520,1385,5,2,3.5
2521,1385,6,2,4.3
2522,1385,6,2,4.3
2523,1385,7,2,3.5
2524,1385,7,2,3.5
2525,1385,8,2,3.5
2526,1385,8,2,3.5
2527,1385,9,2,3.6
2528,1385,9,2,3.6
2529,1385,10,2,5.3
2530,1385,10,2,5.3
2531,1385,11,2,7.8
2532,1385,11,2,7.8
2533,1385,12,2,5.2
2534,1385,12,2,5.2
2535,1385,13,2,7.8
2536,1385,13,2,7.8
2537,1385,14,2,4.3
2538,1385,14,2,4.3
2539,1385,15,2,4.6
2540,1385,15,2,4.6
2541,1385,16,2,6.7
2542,1385,16,2,6.7
2543,1385,17,2,7.0
2544,1385,17,2,7.0
2545,1385,18,2,6.1
2546,1385,18,2,6.1
2547,1385,19,2,6.1
2548,1385,19,2,6.1
2549,1385,20,2,4.1
2550,1385,20,2,4.1
2551,1385,21,2,5.6
2552,1385,21,2,5.6
2553,1385,22,2,2.5
2554,1385,22,2,2.5
2555,1385,23,2,3.9
2556,1385,23,2,3.9
2557,1385,24,2,5.0
2558,1385,24,2,5.0
2559,1385,25,2,2.9
2560,1385,25,2,2.9
2561,1385,26,2,2.6
2562,1385,26,2,2.6
2563,1385,27,2,5.2
2564,1385,27,2,5.2
2565,1385,28,2,5.2
2566,1385,28,2,5.2
2567,1385,29,2,3.1
2568,1385,29,2,3.1
2569,1385,30,2,4.5
2570,1385,30,2,4.5
2571,1385,31,2,6.4
2572,1385,31,2,6.4
4092,1385,1,3,5.2
4093,1385,1,3,5.2
4094,1385,2,3,5.2
4095,1385,2,3,5.2
4096,1385,3,3,3.7
4097,1385,3,3,3.7
4098,1385,4,3,6.1
4099,1385,4,3,6.1
4100,1385,5,3,7.0
4101,1385,5,3,7.0
4102,1385,6,3,4.9
4103,1385,6,3,4.9
4104,1385,7,3,3.5
4105,1385,7,3,3.5
4106,1385,8,3,6.1
4107,1385,8,3,6.1
4108,1385,9,3,6.1
4109,1385,9,3,6.1
4110,1385,10,3,3.9
4111,1385,10,3,3.9
4112,1385,11,3,3.5
4113,1385,11,3,3.5
4114,1385,12,3,6.1
4115,1385,12,3,6.1
4116,1385,13,3,6.6
4117,1385,13,3,6.6
4118,1385,14,3,4.0
4119,1385,14,3,4.0
4120,1385,15,3,4.2
4121,1385,15,3,4.2
4122,1385,16,3,6.1
4123,1385,16,3,6.1
4124,1385,17,3,6.1
4125,1385,17,3,6.1
4126,1385,18,3,8.7
4127,1385,18,3,8.7
4128,1385,19,3,7.9
4129,1385,19,3,7.9
4130,1385,20,3,7.9
4131,1385,20,3,7.9
4132,1385,21,3,4.7
4133,1385,21,3,4.7
4134,1385,22,3,4.4
4135,1385,22,3,4.4
4136,1385,23,3,6.1
4137,1385,23,3,6.1
4138,1385,24,3,8.7
4139,1385,24,3,8.7
4140,1385,25,3,7.9
4141,1385,25,3,7.9
4142,1385,26,3,9.6
4143,1385,26,3,9.6
4144,1385,27,3,9.6
4145,1385,27,3,9.6
4146,1385,28,3,7.9
4147,1385,28,3,7.9
4148,1385,29,3,8.7
4149,1385,29,3,8.7
4150,1385,30,3,9.6
4151,1385,30,3,9.6
4152,1385,31,3,7.0
4153,1385,31,3,7.0
5673,1385,1,4,2.6
5674,1385,1,4,2.6
5675,1385,2,4,5.3
5676,1385,2,4,5.3
5677,1385,3,4,8.7
5678,1385,3,4,8.7
5679,1385,4,4,8.7
5680,1385,4,4,8.7
5681,1385,5,4,7.0
5682,1385,5,4,7.0
5683,1385,6,4,7.0
5684,1385,6,4,7.0
5685,1385,7,4,7.0
5686,1385,7,4,7.0
5687,1385,8,4,9.6
5688,1385,8,4,9.6
5689,1385,9,4,7.3
5690,1385,9,4,7.3
5691,1385,10,4,8.7
5692,1385,10,4,8.7
5693,1385,11,4,8.7
5694,1385,11,4,8.7
5695,1385,12,4,8.9
5696,1385,12,4,8.9
5697,1385,13,4,7.0
5698,1385,13,4,7.0
5699,1385,14,4,7.0
5700,1385,14,4,7.0
5701,1385,15,4,8.7
5702,1385,15,4,8.7
5703,1385,16,4,9.6
5704,1385,16,4,9.6
5705,1385,17,4,7.0
5706,1385,17,4,7.0
5707,1385,18,4,7.8
5708,1385,18,4,7.8
5709,1385,19,4,7.0
5710,1385,19,4,7.0
5711,1385,20,4,9.6
5712,1385,20,4,9.6
5713,1385,21,4,11.4
5714,1385,21,4,11.4
5715,1385,22,4,12.2
5716,1385,22,4,12.2
5717,1385,23,4,12.2
5718,1385,23,4,12.2
5719,1385,24,4,10.5
5720,1385,24,4,10.5
5721,1385,25,4,9.6
5722,1385,25,4,9.6
5723,1385,26,4,7.3
5724,1385,26,4,7.3
5725,1385,27,4,5.4
5726,1385,27,4,5.4
5727,1385,28,4,4.3
5728,1385,28,4,4.3
5729,1385,29,4,4.4
5730,1385,29,4,4.4
5731,1385,30,4,6.9
5732,1385,30,4,6.9
5733,1385,31,4,8.7
5734,1385,31,4,8.7
7254,1385,1,5,8.7
7255,1385,1,5,8.7
7256,1385,2,5,8.7
7257,1385,2,5,8.7
7258,1385,3,5,8.7
7259,1385,3,5,8.7
7260,1385,4,5,9.6
7261,1385,4,5,9.6
7262,1385,5,5,9.5
7263,1385,5,5,9.5
7264,1385,6,5,8.7
7265,1385,6,5,8.7
7266,1385,7,5,8.7
7267,1385,7,5,8.7
7268,1385,8,5,8.7
7269,1385,8,5,8.7
7270,1385,9,5,9.6
7271,1385,9,5,9.6
7272,1385,10,5,9.6
7273,1385,10,5,9.6
7274,1385,11,5,11.4
7275,1385,11,5,11.4
7276,1385,12,5,11.2
7277,1385,12,5,11.2
7278,1385,13,5,7.8
7279,1385,13,5,7.8
7280,1385,14,5,8.7
7281,1385,14,5,8.7
7282,1385,15,5,8.7
7283,1385,15,5,8.7
7284,1385,16,5,8.7
7285,1385,16,5,8.7
7286,1385,17,5,9.6
7287,1385,17,5,9.6
7288,1385,18,5,10.5
7289,1385,18,5,10.5
7290,1385,19,5,10.5
7291,1385,19,5,10.5
7292,1385,20,5,11.4
7293,1385,20,5,11.4
7294,1385,21,5,12.3
7295,1385,21,5,12.3
7296,1385,22,5,12.3
7297,1385,22,5,12.3
7298,1385,23,5,12.2
7299,1385,23,5,12.2
7300,1385,24,5,13.1
7301,1385,24,5,13.1
7302,1385,25,5,13.1
7303,1385,25,5,13.1
7304,1385,26,5,9.6
7305,1385,26,5,9.6
7306,1385,27,5,7.2
7307,1385,27,5,7.2
7308,1385,28,5,5.2
7309,1385,28,5,5.2
7310,1385,29,5,5.4
7311,1385,29,5,5.4
7312,1385,30,5,6.1
7313,1385,30,5,6.1
7314,1385,31,5,6.1
7315,1385,31,5,6.1
8835,1385,1,6,2.6
8836,1385,1,6,2.6
8837,1385,2,6,3.5
8838,1385,2,6,3.5
8839,1385,3,6,5.2
8840,1385,3,6,5.2
8841,1385,4,6,2.6
8842,1385,4,6,2.6
8843,1385,5,6,3.5
8844,1385,5,6,3.5
8845,1385,6,6,7.8
8846,1385,6,6,7.8
8847,1385,7,6,8.7
8848,1385,7,6,8.7
8849,1385,8,6,7.9
8850,1385,8,6,7.9
8851,1385,9,6,6.1
8852,1385,9,6,6.1
8853,1385,10,6,7.8
8854,1385,10,6,7.8
8855,1385,11,6,8.7
8856,1385,11,6,8.7
8857,1385,12,6,9.6
8858,1385,12,6,9.6
8859,1385,13,6,10.5
8860,1385,13,6,10.5
8861,1385,14,6,12.2
8862,1385,14,6,12.2
8863,1385,15,6,12.2
8864,1385,15,6,12.2
8865,1385,16,6,11.3
8866,1385,16,6,11.3
8867,1385,17,6,11.3
8868,1385,17,6,11.3
8869,1385,18,6,12.2
8870,1385,18,6,12.2
8871,1385,19,6,12.2
8872,1385,19,6,12.2
8873,1385,20,6,12.2
8874,1385,20,6,12.2
8875,1385,21,6,11.4
8876,1385,21,6,11.4
8877,1385,22,6,9.6
8878,1385,22,6,9.6
8879,1385,23,6,7.9
8880,1385,23,6,7.9
8881,1385,24,6,7.9
8882,1385,24,6,7.9
8883,1385,25,6,8.7
8884,1385,25,6,8.7
8885,1385,26,6,8.7
8886,1385,26,6,8.7
8887,1385,27,6,6.1
8888,1385,27,6,6.1
8889,1385,28,6,6.1
8890,1385,28,6,6.1
8891,1385,29,6,7.8
8892,1385,29,6,7.8
8893,1385,30,6,8.7
8894,1385,30,6,8.7
8895,1385,31,6,7.9
8896,1385,31,6,7.9
10416,1385,1,7,5.2
10417,1385,1,7,5.2
10418,1385,2,7,5.2
10419,1385,2,7,5.2
10420,1385,3,7,5.2
10421,1385,3,7,5.2
10422,1385,4,7,5.2
10423,1385,4,7,5.2
10424,1385,5,7,6.1
10425,1385,5,7,6.1
10426,1385,6,7,6.1
10427,1385,6,7,6.1
10428,1385,7,7,6.1
10429,1385,7,7,6.1
10430,1385,8,7,6.6
10431,1385,8,7,6.6
10432,1385,9,7,7.9
10433,1385,9,7,7.9
10434,1385,10,7,5.2
10435,1385,10,7,5.2
10436,1385,11,7,6.1
10437,1385,11,7,6.1
10438,1385,12,7,3.0
10439,1385,12,7,3.0
10440,1385,13,7,2.8
10441,1385,13,7,2.8
10442,1385,14,7,3.5
10443,1385,14,7,3.5
10444,1385,15,7,3.5
10445,1385,15,7,3.5
10446,1385,16,7,4.3
10447,1385,16,7,4.3
10448,1385,17,7,5.2
10449,1385,17,7,5.2
10450,1385,18,7,4.0
10451,1385,18,7,4.0
10452,1385,19,7,5.2
10453,1385,19,7,5.2
10454,1385,20,7,3.5
10455,1385,20,7,3.5
10456,1385,21,7,6.1
10457,1385,21,7,6.1
10458,1385,22,7,3.4
10459,1385,22,7,3.4
10460,1385,23,7,2.6
10461,1385,23,7,2.6
10462,1385,24,7,3.8
10463,1385,24,7,3.8
10464,1385,25,7,2.6
10465,1385,25,7,2.6
10466,1385,26,7,3.5
10467,1385,26,7,3.5
10468,1385,27,7,3.4
10469,1385,27,7,3.4
10470,1385,28,7,3.1
10471,1385,28,7,3.1
10472,1385,29,7,1.8
10473,1385,29,7,1.8
10474,1385,30,7,3.5
10475,1385,30,7,3.5
10476,1385,31,7,
10477,1385,31,7,
11997,1385,1,8,4.3
11998,1385,1,8,4.3
11999,1385,2,8,4.3
12000,1385,2,8,4.3
12001,1385,3,8,2.1
12002,1385,3,8,2.1
12003,1385,4,8,1.2
12004,1385,4,8,1.2
12005,1385,5,8,1.0
12006,1385,5,8,1.0
12007,1385,6,8,2.6
12008,1385,6,8,2.6
12009,1385,7,8,3.8
12010,1385,7,8,3.8
12011,1385,8,8,3.9
12012,1385,8,8,3.9
12013,1385,9,8,1.8
12014,1385,9,8,1.8
12015,1385,10,8,2.6
12016,1385,10,8,2.6
12017,1385,11,8,3.5
12018,1385,11,8,3.5
12019,1385,12,8,2.6
12020,1385,12,8,2.6
12021,1385,13,8,2.6
12022,1385,13,8,2.6
12023,1385,14,8,1.3
12024,1385,14,8,1.3
12025,1385,15,8,2.5
12026,1385,15,8,2.5
12027,1385,16,8,3.4
12028,1385,16,8,3.4
12029,1385,17,8,0.9
12030,1385,17,8,0.9
12031,1385,18,8,0.9
12032,1385,18,8,0.9
12033,1385,19,8,0.9
12034,1385,19,8,0.9
12035,1385,20,8,0.9
12036,1385,20,8,0.9
12037,1385,21,8,1.7
12038,1385,21,8,1.7
12039,1385,22,8,1.7
12040,1385,22,8,1.7
12041,1385,23,8,2.6
12042,1385,23,8,2.6
12043,1385,24,8,3.1
12044,1385,24,8,3.1
12045,1385,25,8,0.9
12046,1385,25,8,0.9
12047,1385,26,8,3.5
12048,1385,26,8,3.5
12049,1385,27,8,4.3
12050,1385,27,8,4.3
12051,1385,28,8,
12052,1385,28,8,
12053,1385,29,8,
12054,1385,29,8,
12055,1385,30,8,
12056,1385,30,8,
12057,1385,31,8,
12058,1385,31,8,
13578,1385,1,9,
13579,1385,1,9,
13580,1385,2,9,
13581,1385,2,9,
13582,1385,3,9,
13583,1385,3,9,
13584,1385,4,9,
13585,1385,4,9,
13586,1385,5,9,
13587,1385,5,9,
13588,1385,6,9,
13589,1385,6,9,
13590,1385,7,9,
13591,1385,7,9,
13592,1385,8,9,
13593,1385,8,9,
13594,1385,9,9,
13595,1385,9,9,
13596,1385,10,9,
13597,1385,10,9,
13598,1385,11,9,
13599,1385,11,9,
13600,1385,12,9,
13601,1385,12,9,
13602,1385,13,9,
13603,1385,13,9,
13604,1385,14,9,
13605,1385,14,9,
13606,1385,15,9,
13607,1385,15,9,
13608,1385,16,9,
13609,1385,16,9,
13610,1385,17,9,
13611,1385,17,9,
13612,1385,18,9,
13613,1385,18,9,
13614,1385,19,9,
13615,1385,19,9,
13616,1385,20,9,
13617,1385,20,9,
13618,1385,21,9,
13619,1385,21,9,
13620,1385,22,9,
13621,1385,22,9,
13622,1385,23,9,
13623,1385,23,9,
13624,1385,24,9,
13625,1385,24,9,
13626,1385,25,9,
13627,1385,25,9,
13628,1385,26,9,
13629,1385,26,9,
13630,1385,27,9,
13631,1385,27,9,
13632,1385,28,9,
13633,1385,28,9,
13634,1385,29,9,
13635,1385,29,9,
13636,1385,30,9,
13637,1385,30,9,
13638,1385,31,9,
13639,1385,31,9,
15159,1385,1,10,
15160,1385,1,10,
15161,1385,2,10,
15162,1385,2,10,
15163,1385,3,10,
15164,1385,3,10,
15165,1385,4,10,
15166,1385,4,10,
15167,1385,5,10,
15168,1385,5,10,
15169,1385,6,10,
15170,1385,6,10,
15171,1385,7,10,
15172,1385,7,10,
15173,1385,8,10,
15174,1385,8,10,
15175,1385,9,10,
15176,1385,9,10,
15177,1385,10,10,
15178,1385,10,10,
15179,1385,11,10,
15180,1385,11,10,
15181,1385,12,10,
15182,1385,12,10,
15183,1385,13,10,
15184,1385,13,10,
15185,1385,14,10,
15186,1385,14,10,
15187,1385,15,10,
15188,1385,15,10,
15189,1385,16,10,
15190,1385,16,10,
15191,1385,17,10,
15192,1385,17,10,
15193,1385,18,10,
15194,1385,18,10,
15195,1385,19,10,
15196,1385,19,10,
15197,1385,20,10,
15198,1385,20,10,
15199,1385,21,10,
15200,1385,21,10,
15201,1385,22,10,
15202,1385,22,10,
15203,1385,23,10,
15204,1385,23,10,
15205,1385,24,10,
15206,1385,24,10,
15207,1385,25,10,
15208,1385,25,10,
15209,1385,26,10,
15210,1385,26,10,
15211,1385,27,10,
15212,1385,27,10,
15213,1385,28,10,
15214,1385,28,10,
15215,1385,29,10,
15216,1385,29,10,
15217,1385,30,10,
15218,1385,30,10,
15219,1385,31,10,
15220,1385,31,10,
16740,1385,1,11,
16741,1385,1,11,
16742,1385,2,11,
16743,1385,2,11,
16744,1385,3,11,
16745,1385,3,11,
16746,1385,4,11,
16747,1385,4,11,
16748,1385,5,11,
16749,1385,5,11,
16750,1385,6,11,
16751,1385,6,11,
16752,1385,7,11,
16753,1385,7,11,
16754,1385,8,11,
16755,1385,8,11,
16756,1385,9,11,
16757,1385,9,11,
16758,1385,10,11,
16759,1385,10,11,
16760,1385,11,11,
16761,1385,11,11,
16762,1385,12,11,
16763,1385,12,11,
16764,1385,13,11,
16765,1385,13,11,
16766,1385,14,11,
16767,1385,14,11,
16768,1385,15,11,
16769,1385,15,11,
16770,1385,16,11,
16771,1385,16,11,
16772,1385,17,11,
16773,1385,17,11,
16774,1385,18,11,
16775,1385,18,11,
16776,1385,19,11,
16777,1385,19,11,
16778,1385,20,11,
16779,1385,20,11,
16780,1385,21,11,
16781,1385,21,11,
16782,1385,22,11,
16783,1385,22,11,
16784,1385,23,11,
16785,1385,23,11,
16786,1385,24,11,
16787,1385,24,11,
16788,1385,25,11,
16789,1385,25,11,
16790,1385,26,11,
16791,1385,26,11,
16792,1385,27,11,
16793,1385,27,11,
16794,1385,28,11,
16795,1385,28,11,
16796,1385,29,11,
16797,1385,29,11,
16798,1385,30,11,
16799,1385,30,11,
16800,1385,31,11,
16801,1385,31,11,
18321,1385,1,12,
18322,1385,1,12,
18323,1385,2,12,
18324,1385,2,12,
18325,1385,3,12,
18326,1385,3,12,
18327,1385,4,12,
18328,1385,4,12,
18329,1385,5,12,
18330,1385,5,12,
18331,1385,6,12,
18332,1385,6,12,
18333,1385,7,12,
18334,1385,7,12,
18335,1385,8,12,
18336,1385,8,12,
18337,1385,9,12,
18338,1385,9,12,
18339,1385,10,12,
18340,1385,10,12,
18341,1385,11,12,
18342,1385,11,12,
18343,1385,12,12,
18344,1385,12,12,
18345,1385,13,12,
18346,1385,13,12,
18347,1385,14,12,
18348,1385,14,12,
18349,1385,15,12,
18350,1385,15,12,
18351,1385,16,12,
18352,1385,16,12,
18353,1385,17,12,
18354,1385,17,12,
18355,1385,18,12,
18356,1385,18,12,
18357,1385,19,12,
18358,1385,19,12,
18359,1385,20,12,
18360,1385,20,12,
18361,1385,21,12,
18362,1385,21,12,
18363,1385,22,12,
18364,1385,22,12,
18365,1385,23,12,
18366,1385,23,12,
18367,1385,24,12,
18368,1385,24,12,
18369,1385,25,12,
18370,1385,25,12,
18371,1385,26,12,
18372,1385,26,12,
18373,1385,27,12,
18374,1385,27,12,
18375,1385,28,12,
18376,1385,28,12,
18377,1385,29,12,
18378,1385,29,12,
18379,1385,30,12,
18380,1385,30,12,
18381,1385,31,12,
18382,1385,31,12,
992,1386,1,1,0.0
993,1386,1,1,0.0
994,1386,1,1,0.0
995,1386,2,1,0.0
996,1386,2,1,0.0
997,1386,2,1,0.0
998,1386,3,1,0.0
999,1386,3,1,0.0
1000,1386,3,1,0.0
1001,1386,4,1,0.0
1002,1386,4,1,0.0
1003,1386,4,1,0.0
1004,1386,5,1,0.0
1005,1386,5,1,0.0
1006,1386,5,1,0.0
1007,1386,6,1,0.0
1008,1386,6,1,0.0
1009,1386,6,1,0.0
1010,1386,7,1,0.0
1011,1386,7,1,0.0
1012,1386,7,1,0.0
1013,1386,8,1,0.0
1014,1386,8,1,0.0
1015,1386,8,1,0.0
1016,1386,9,1,0.0
1017,1386,9,1,0.0
1018,1386,9,1,0.0
1019,1386,10,1,0.0
1020,1386,10,1,0.0
1021,1386,10,1,0.0
1022,1386,11,1,5.2
1023,1386,11,1,5.2
1024,1386,11,1,5.2
1025,1386,12,1,4.5
1026,1386,12,1,4.5
1027,1386,12,1,4.5
1028,1386,13,1,6.1
1029,1386,13,1,6.1
1030,1386,13,1,6.1
1031,1386,14,1,6.1
1032,1386,14,1,6.1
1033,1386,14,1,6.1
1034,1386,15,1,6.1
1035,1386,15,1,6.1
1036,1386,15,1,6.1
1037,1386,16,1,7.0
1038,1386,16,1,7.0
1039,1386,16,1,7.0
1040,1386,17,1,8.7
1041,1386,17,1,8.7
1042,1386,17,1,8.7
1043,1386,18,1,7.9
1044,1386,18,1,7.9
1045,1386,18,1,7.9
1046,1386,19,1,5.2
1047,1386,19,1,5.2
1048,1386,19,1,5.2
1049,1386,20,1,4.6
1050,1386,20,1,4.6
1051,1386,20,1,4.6
1052,1386,21,1,6.1
1053,1386,21,1,6.1
1054,1386,21,1,6.1
1055,1386,22,1,6.1
1056,1386,22,1,6.1
1057,1386,22,1,6.1
1058,1386,23,1,5.2
1059,1386,23,1,5.2
1060,1386,23,1,5.2
1061,1386,24,1,6.1
1062,1386,24,1,6.1
1063,1386,24,1,6.1
1064,1386,25,1,6.1
1065,1386,25,1,6.1
1066,1386,25,1,6.1
1067,1386,26,1,5.2
1068,1386,26,1,5.2
1069,1386,26,1,5.2
1070,1386,27,1,6.1
1071,1386,27,1,6.1
1072,1386,27,1,6.1
1073,1386,28,1,6.1
1074,1386,28,1,6.1
1075,1386,28,1,6.1
1076,1386,29,1,8.7
1077,1386,29,1,8.7
1078,1386,29,1,8.7
1079,1386,30,1,7.0
1080,1386,30,1,7.0
1081,1386,30,1,7.0
