,sal,rooz,Month,golman_abShirin_EV
15589,1388,14,12,0.0
15590,1388,15,12,0.0
15591,1388,15,12,0.0
15592,1388,16,12,0.0
15593,1388,16,12,0.0
15594,1388,17,12,0.0
15595,1388,17,12,0.0
15596,1388,18,12,0.0
15597,1388,18,12,0.0
15598,1388,19,12,0.0
15599,1388,19,12,0.0
15600,1388,20,12,0.0
15601,1388,20,12,0.0
15602,1388,21,12,0.0
15603,1388,21,12,0.0
15604,1388,22,12,0.0
15605,1388,22,12,0.0
15606,1388,23,12,0.0
15607,1388,23,12,0.0
15608,1388,24,12,0.0
15609,1388,24,12,0.0
15610,1388,25,12,0.0
15611,1388,25,12,0.0
15612,1388,26,12,0.0
15613,1388,26,12,0.0
15614,1388,27,12,0.0
15615,1388,27,12,0.0
15616,1388,28,12,0.0
15617,1388,28,12,0.0
15618,1388,29,12,0.0
15619,1388,29,12,0.0
15620,1388,30,12,
15621,1388,30,12,
15622,1388,31,12,
15623,1388,31,12,
961,1389,1,1,0.0
962,1389,2,1,0.0
963,1389,3,1,0.0
964,1389,4,1,0.0
965,1389,5,1,0.0
966,1389,6,1,0.0
967,1389,7,1,0.0
968,1389,8,1,0.0
969,1389,9,1,0.0
970,1389,10,1,3.3
971,1389,11,1,3.9
972,1389,12,1,3.1
973,1389,13,1,3.6
974,1389,14,1,3.8
975,1389,15,1,3.1
976,1389,16,1,4.8
977,1389,17,1,3.6
978,1389,18,1,3.7
979,1389,19,1,3.9
980,1389,20,1,2.6
981,1389,21,1,2.8
982,1389,22,1,4.5
983,1389,23,1,5.0
984,1389,24,1,5.1
985,1389,25,1,0.9
986,1389,26,1,2.8
987,1389,27,1,3.0
988,1389,28,1,6.3
989,1389,29,1,8.1
990,1389,30,1,4.9
991,1389,31,1,4.7
2294,1389,1,2,2.9
2295,1389,2,2,4.3
2296,1389,3,2,5.6
2297,1389,4,2,3.0
2298,1389,5,2,5.2
2299,1389,6,2,3.4
2300,1389,7,2,2.2
2301,1389,8,2,5.0
2302,1389,9,2,2.6
2303,1389,10,2,3.3
2304,1389,11,2,3.0
2305,1389,12,2,3.0
2306,1389,13,2,3.5
2307,1389,14,2,6.2
2308,1389,15,2,5.6
2309,1389,16,2,7.5
2310,1389,17,2,3.4
2311,1389,18,2,3.8
2312,1389,19,2,7.4
2313,1389,20,2,5.8
2314,1389,21,2,6.6
2315,1389,22,2,7.3
2316,1389,23,2,8.7
2317,1389,24,2,4.9
2318,1389,25,2,3.3
2319,1389,26,2,7.3
2320,1389,27,2,5.8
2321,1389,28,2,4.9
2322,1389,29,2,5.6
2323,1389,30,2,6.6
2324,1389,31,2,4.4
3627,1389,1,3,5.4
3628,1389,2,3,5.9
3629,1389,3,3,7.0
3630,1389,4,3,5.8
3631,1389,5,3,3.9
3632,1389,6,3,8.6
3633,1389,7,3,6.6
3634,1389,8,3,6.6
3635,1389,9,3,4.8
3636,1389,10,3,6.6
3637,1389,11,3,5.5
3638,1389,12,3,10.9
3639,1389,13,3,10.7
3640,1389,14,3,8.2
3641,1389,15,3,8.8
3642,1389,16,3,5.4
3643,1389,17,3,4.4
3644,1389,18,3,4.9
3645,1389,19,3,6.5
3646,1389,20,3,5.6
3647,1389,21,3,8.9
3648,1389,22,3,8.2
3649,1389,23,3,8.4
3650,1389,24,3,9.6
3651,1389,25,3,7.9
3652,1389,26,3,7.5
3653,1389,27,3,10.5
3654,1389,28,3,9.3
3655,1389,29,3,8.4
3656,1389,30,3,9.6
3657,1389,31,3,10.0
4960,1389,1,4,7.0
4961,1389,2,4,10.1
4962,1389,3,4,7.0
4963,1389,4,4,6.6
4964,1389,5,4,7.4
4965,1389,6,4,10.5
4966,1389,7,4,10.5
4967,1389,8,4,10.3
4968,1389,9,4,11.1
4969,1389,10,4,9.6
4970,1389,11,4,8.7
4971,1389,12,4,7.4
4972,1389,13,4,10.5
4973,1389,14,4,6.6
4974,1389,15,4,9.2
4975,1389,16,4,6.6
4976,1389,17,4,10.1
4977,1389,18,4,9.4
4978,1389,19,4,9.9
4979,1389,20,4,8.7
4980,1389,21,4,8.7
4981,1389,22,4,8.8
4982,1389,23,4,10.1
4983,1389,24,4,10.7
4984,1389,25,4,10.7
4985,1389,26,4,10.3
4986,1389,27,4,10.9
4987,1389,28,4,10.7
4988,1389,29,4,8.7
4989,1389,30,4,8.4
4990,1389,31,4,9.6
6293,1389,1,5,10.1
6294,1389,2,5,7.9
6295,1389,3,5,10.1
6296,1389,4,5,10.7
6297,1389,5,5,10.6
6298,1389,6,5,10.2
6299,1389,7,5,8.9
6300,1389,8,5,11.8
6301,1389,9,5,9.5
6302,1389,10,5,12.1
6303,1389,11,5,12.2
6304,1389,12,5,11.0
6305,1389,13,5,12.6
6306,1389,14,5,13.1
6307,1389,15,5,9.7
6308,1389,16,5,8.7
6309,1389,17,5,9.6
6310,1389,18,5,8.0
6311,1389,19,5,7.5
6312,1389,20,5,8.7
6313,1389,21,5,8.7
6314,1389,22,5,7.9
6315,1389,23,5,7.2
6316,1389,24,5,8.4
6317,1389,25,5,8.2
6318,1389,26,5,7.9
6319,1389,27,5,7.0
6320,1389,28,5,7.0
6321,1389,29,5,7.3
6322,1389,30,5,7.4
6323,1389,31,5,7.7
7626,1389,1,6,4.2
7627,1389,2,6,5.9
7628,1389,3,6,6.6
7629,1389,4,6,4.4
7630,1389,5,6,6.0
7631,1389,6,6,6.1
7632,1389,7,6,3.5
7633,1389,8,6,5.2
7634,1389,9,6,5.0
7635,1389,10,6,3.3
7636,1389,11,6,7.0
7637,1389,12,6,4.4
7638,1389,13,6,7.4
7639,1389,14,6,4.8
7640,1389,15,6,4.8
7641,1389,16,6,5.4
7642,1389,17,6,5.2
7643,1389,18,6,8.6
7644,1389,19,6,7.9
7645,1389,20,6,6.6
7646,1389,21,6,4.1
7647,1389,22,6,3.1
7648,1389,23,6,4.4
7649,1389,24,6,3.8
7650,1389,25,6,5.5
7651,1389,26,6,5.8
7652,1389,27,6,7.9
7653,1389,28,6,5.2
7654,1389,29,6,5.7
7655,1389,30,6,5.4
7656,1389,31,6,4.2
8959,1389,1,7,5.0
8960,1389,2,7,5.3
8961,1389,3,7,4.5
8962,1389,4,7,5.2
8963,1389,5,7,5.6
8964,1389,6,7,5.4
8965,1389,7,7,4.7
8966,1389,8,7,5.2
8967,1389,9,7,4.3
8968,1389,10,7,6.6
8969,1389,11,7,6.0
8970,1389,12,7,3.8
8971,1389,13,7,2.6
8972,1389,14,7,4.7
8973,1389,15,7,5.2
8974,1389,16,7,3.5
8975,1389,17,7,4.0
8976,1389,18,7,3.5
8977,1389,19,7,2.6
8978,1389,20,7,3.8
8979,1389,21,7,3.9
8980,1389,22,7,4.1
8981,1389,23,7,5.2
8982,1389,24,7,2.8
8983,1389,25,7,2.2
8984,1389,26,7,4.9
8985,1389,27,7,3.0
8986,1389,28,7,4.4
8987,1389,29,7,3.8
8988,1389,30,7,3.4
8989,1389,31,7,
10292,1389,1,8,3.3
10293,1389,2,8,3.1
10294,1389,3,8,3.1
10295,1389,4,8,3.2
10296,1389,5,8,2.9
10297,1389,6,8,2.4
10298,1389,7,8,1.7
10299,1389,8,8,1.1
10300,1389,9,8,3.7
10301,1389,10,8,4.0
10302,1389,11,8,1.4
10303,1389,12,8,1.3
10304,1389,13,8,0.9
10305,1389,14,8,1.9
10306,1389,15,8,1.9
10307,1389,16,8,2.4
10308,1389,17,8,1.7
10309,1389,18,8,2.0
10310,1389,19,8,2.2
10311,1389,20,8,1.9
10312,1389,21,8,1.6
10313,1389,22,8,2.4
10314,1389,23,8,1.2
10315,1389,24,8,0.9
10316,1389,25,8,2.3
10317,1389,26,8,1.7
10318,1389,27,8,1.4
10319,1389,28,8,1.0
10320,1389,29,8,1.7
10321,1389,30,8,1.4
10322,1389,31,8,
11625,1389,1,9,0.4
11626,1389,2,9,0.9
11627,1389,3,9,0.9
11628,1389,4,9,0.7
11629,1389,5,9,1.3
11630,1389,6,9,0.7
11631,1389,7,9,0.4
11632,1389,8,9,1.5
11633,1389,9,9,0.9
11634,1389,10,9,2.0
11635,1389,11,9,1.2
11636,1389,12,9,0.7
11637,1389,13,9,0.4
11638,1389,14,9,1.2
11639,1389,15,9,0.4
11640,1389,16,9,0.7
11641,1389,17,9,0.7
11642,1389,18,9,0.0
11643,1389,19,9,0.0
11644,1389,20,9,0.0
11645,1389,21,9,0.0
11646,1389,22,9,0.0
11647,1389,23,9,0.0
11648,1389,24,9,0.0
11649,1389,25,9,0.0
11650,1389,26,9,0.0
11651,1389,27,9,0.0
11652,1389,28,9,0.0
11653,1389,29,9,0.0
11654,1389,30,9,0.0
11655,1389,31,9,
12958,1389,1,10,0.0
12959,1389,2,10,0.0
12960,1389,3,10,0.0
12961,1389,4,10,0.0
12962,1389,5,10,0.0
12963,1389,6,10,0.0
12964,1389,7,10,0.0
12965,1389,8,10,0.0
12966,1389,9,10,0.0
12967,1389,10,10,0.0
12968,1389,11,10,0.0
12969,1389,12,10,0.0
12970,1389,13,10,0.0
12971,1389,14,10,0.0
12972,1389,15,10,0.0
12973,1389,16,10,0.0
12974,1389,17,10,0.0
12975,1389,18,10,0.0
12976,1389,19,10,0.0
12977,1389,20,10,0.0
12978,1389,21,10,0.0
12979,1389,22,10,0.0
12980,1389,23,10,0.0
12981,1389,24,10,0.0
12982,1389,25,10,0.0
12983,1389,26,10,0.0
12984,1389,27,10,0.0
12985,1389,28,10,0.0
12986,1389,29,10,0.0
12987,1389,30,10,0.0
12988,1389,31,10,
14291,1389,1,11,0.0
14292,1389,2,11,0.0
14293,1389,3,11,0.0
14294,1389,4,11,0.0
14295,1389,5,11,0.0
14296,1389,6,11,0.0
14297,1389,7,11,0.0
14298,1389,8,11,0.0
14299,1389,9,11,0.0
14300,1389,10,11,0.0
14301,1389,11,11,0.0
14302,1389,12,11,0.0
14303,1389,13,11,0.0
14304,1389,14,11,0.0
14305,1389,15,11,0.0
14306,1389,16,11,0.0
14307,1389,17,11,0.0
14308,1389,18,11,0.0
14309,1389,19,11,0.0
14310,1389,20,11,0.0
14311,1389,21,11,0.0
14312,1389,22,11,0.0
14313,1389,23,11,0.0
14314,1389,24,11,0.0
14315,1389,25,11,0.0
14316,1389,26,11,0.0
14317,1389,27,11,0.0
14318,1389,28,11,0.0
14319,1389,29,11,0.0
14320,1389,30,11,0.0
14321,1389,31,11,
15624,1389,1,12,0.0
15625,1389,2,12,0.0
15626,1389,3,12,0.0
15627,1389,4,12,0.0
15628,1389,5,12,0.0
15629,1389,6,12,0.0
15630,1389,7,12,0.0
15631,1389,8,12,0.0
15632,1389,9,12,0.0
15633,1389,10,12,0.0
15634,1389,11,12,0.0
15635,1389,12,12,0.0
15636,1389,13,12,0.0
15637,1389,14,12,0.0
15638,1389,15,12,0.0
15639,1389,16,12,0.0
15640,1389,17,12,0.0
15641,1389,18,12,0.0
15642,1389,19,12,0.0
15643,1389,20,12,0.0
15644,1389,21,12,0.0
15645,1389,22,12,0.0
15646,1389,23,12,0.0
15647,1389,24,12,0.0
15648,1389,25,12,0.0
15649,1389,26,12,0.0
15650,1389,27,12,0.0
15651,1389,28,12,0.0
15652,1389,29,12,0.0
15653,1389,30,12,
15654,1389,31,12,
992,1390,1,1,
993,1390,2,1,
994,1390,3,1,
995,1390,4,1,
996,1390,5,1,
997,1390,6,1,
998,1390,7,1,0.9
999,1390,8,1,3.8
1000,1390,9,1,5.9
1001,1390,10,1,3.5
1002,1390,11,1,2.7
1003,1390,12,1,6.1
1004,1390,13,1,3.5
1005,1390,14,1,2.7
1006,1390,15,1,1.0
1007,1390,16,1,3.8
1008,1390,17,1,5.1
1009,1390,18,1,4.8
1010,1390,19,1,4.5
1011,1390,20,1,5.2
1012,1390,21,1,2.8
1013,1390,22,1,3.4
1014,1390,23,1,17.9
1015,1390,24,1,4.2
1016,1390,25,1,4.4
1017,1390,26,1,7.5
1018,1390,27,1,4.0
1019,1390,28,1,4.9
1020,1390,29,1,4.0
1021,1390,30,1,4.4
1022,1390,31,1,6.1
2325,1390,1,2,7.0
2326,1390,2,2,3.6
2327,1390,3,2,4.5
2328,1390,4,2,6.9
2329,1390,5,2,6.1
2330,1390,6,2,8.5
2331,1390,7,2,8.3
2332,1390,8,2,6.2
2333,1390,9,2,2.9
2334,1390,10,2,4.4
2335,1390,11,2,2.6
2336,1390,12,2,5.2
2337,1390,13,2,7.7
2338,1390,14,2,5.9
2339,1390,15,2,6.6
2340,1390,16,2,7.3
2341,1390,17,2,8.4
2342,1390,18,2,9.4
2343,1390,19,2,8.2
2344,1390,20,2,7.9
2345,1390,21,2,8.7
2346,1390,22,2,6.9
2347,1390,23,2,7.6
2348,1390,24,2,10.5
2349,1390,25,2,8.1
2350,1390,26,2,8.8
2351,1390,27,2,5.8
2352,1390,28,2,6.8
2353,1390,29,2,7.3
2354,1390,30,2,9.0
2355,1390,31,2,9.3
3658,1390,1,3,8.6
3659,1390,2,3,12.8
3660,1390,3,3,4.5
3661,1390,4,3,8.3
3662,1390,5,3,9.2
3663,1390,6,3,9.8
3664,1390,7,3,10.1
3665,1390,8,3,8.2
3666,1390,9,3,7.0
3667,1390,10,3,6.3
3668,1390,11,3,11.4
3669,1390,12,3,10.3
3670,1390,13,3,10.0
3671,1390,14,3,10.4
3672,1390,15,3,9.4
3673,1390,16,3,8.3
3674,1390,17,3,10.9
3675,1390,18,3,8.7
3676,1390,19,3,8.9
3677,1390,20,3,9.6
3678,1390,21,3,10.7
3679,1390,22,3,8.7
3680,1390,23,3,9.8
3681,1390,24,3,10.9
3682,1390,25,3,9.3
3683,1390,26,3,10.2
3684,1390,27,3,8.9
3685,1390,28,3,13.4
3686,1390,29,3,10.5
3687,1390,30,3,10.0
3688,1390,31,3,11.0
4991,1390,1,4,11.7
4992,1390,2,4,9.1
4993,1390,3,4,8.6
4994,1390,4,4,9.8
4995,1390,5,4,9.9
4996,1390,6,4,8.0
4997,1390,7,4,8.7
4998,1390,8,4,5.5
4999,1390,9,4,3.5
5000,1390,10,4,8.4
5001,1390,11,4,9.4
5002,1390,12,4,8.0
5003,1390,13,4,8.4
5004,1390,14,4,6.5
5005,1390,15,4,8.2
5006,1390,16,4,9.6
5007,1390,17,4,8.7
5008,1390,18,4,11.4
5009,1390,19,4,9.8
5010,1390,20,4,10.5
5011,1390,21,4,10.5
5012,1390,22,4,11.0
5013,1390,23,4,11.5
5014,1390,24,4,8.6
5015,1390,25,4,10.1
5016,1390,26,4,9.2
5017,1390,27,4,8.7
5018,1390,28,4,9.2
5019,1390,29,4,9.6
5020,1390,30,4,10.8
5021,1390,31,4,10.5
6324,1390,1,5,9.8
6325,1390,2,5,10.3
6326,1390,3,5,10.5
6327,1390,4,5,12.1
6328,1390,5,5,9.4
6329,1390,6,5,10.1
6330,1390,7,5,7.5
6331,1390,8,5,10.1
6332,1390,9,5,10.1
6333,1390,10,5,10.1
6334,1390,11,5,8.6
6335,1390,12,5,7.3
6336,1390,13,5,7.7
6337,1390,14,5,10.0
6338,1390,15,5,9.8
6339,1390,16,5,11.4
6340,1390,17,5,12.2
6341,1390,18,5,11.4
6342,1390,19,5,11.3
6343,1390,20,5,11.4
6344,1390,21,5,10.0
6345,1390,22,5,10.0
6346,1390,23,5,9.6
6347,1390,24,5,9.1
6348,1390,25,5,8.7
6349,1390,26,5,9.8
6350,1390,27,5,7.7
6351,1390,28,5,10.1
6352,1390,29,5,10.1
6353,1390,30,5,8.9
6354,1390,31,5,9.4
7657,1390,1,6,10.3
7658,1390,2,6,9.1
7659,1390,3,6,10.1
7660,1390,4,6,9.2
7661,1390,5,6,7.7
7662,1390,6,6,7.0
7663,1390,7,6,5.9
7664,1390,8,6,5.0
7665,1390,9,6,6.6
7666,1390,10,6,5.5
7667,1390,11,6,3.9
7668,1390,12,6,3.7
7669,1390,13,6,5.6
7670,1390,14,6,5.4
7671,1390,15,6,5.2
7672,1390,16,6,2.4
7673,1390,17,6,4.0
7674,1390,18,6,4.4
7675,1390,19,6,5.2
7676,1390,20,6,3.9
7677,1390,21,6,2.4
7678,1390,22,6,3.5
7679,1390,23,6,3.7
7680,1390,24,6,3.8
7681,1390,25,6,2.8
7682,1390,26,6,3.3
7683,1390,27,6,6.1
7684,1390,28,6,7.0
7685,1390,29,6,7.0
7686,1390,30,6,7.6
7687,1390,31,6,7.6
8990,1390,1,7,3.1
8991,1390,2,7,3.9
8992,1390,3,7,4.4
8993,1390,4,7,5.2
8994,1390,5,7,3.7
8995,1390,6,7,2.1
8996,1390,7,7,2.1
8997,1390,8,7,2.2
8998,1390,9,7,1.7
8999,1390,10,7,2.6
9000,1390,11,7,1.4
9001,1390,12,7,2.4
9002,1390,13,7,2.1
9003,1390,14,7,4.2
9004,1390,15,7,2.6
9005,1390,16,7,2.9
9006,1390,17,7,2.6
9007,1390,18,7,3.8
9008,1390,19,7,3.9
9009,1390,20,7,3.9
9010,1390,21,7,1.3
9011,1390,22,7,4.5
9012,1390,23,7,4.3
9013,1390,24,7,1.8
9014,1390,25,7,2.2
9015,1390,26,7,1.9
9016,1390,27,7,1.7
9017,1390,28,7,4.7
9018,1390,29,7,2.3
9019,1390,30,7,1.6
9020,1390,31,7,
10323,1390,1,8,1.9
10324,1390,2,8,2.3
10325,1390,3,8,1.9
10326,1390,4,8,1.9
10327,1390,5,8,2.9
10328,1390,6,8,1.6
10329,1390,7,8,0.5
10330,1390,8,8,2.0
10331,1390,9,8,1.2
10332,1390,10,8,1.3
10333,1390,11,8,1.4
10334,1390,12,8,0.9
10335,1390,13,8,0.4
10336,1390,14,8,3.6
10337,1390,15,8,1.0
10338,1390,16,8,0.7
10339,1390,17,8,3.6
10340,1390,18,8,
10341,1390,19,8,
10342,1390,20,8,
10343,1390,21,8,
10344,1390,22,8,
10345,1390,23,8,
10346,1390,24,8,
10347,1390,25,8,
10348,1390,26,8,
10349,1390,27,8,
10350,1390,28,8,
10351,1390,29,8,
10352,1390,30,8,
10353,1390,31,8,
11656,1390,1,9,
11657,1390,2,9,
11658,1390,3,9,
11659,1390,4,9,
11660,1390,5,9,
11661,1390,6,9,
11662,1390,7,9,
11663,1390,8,9,
11664,1390,9,9,
11665,1390,10,9,
11666,1390,11,9,
11667,1390,12,9,
11668,1390,13,9,
11669,1390,14,9,
11670,1390,15,9,
11671,1390,16,9,
11672,1390,17,9,
11673,1390,18,9,
11674,1390,19,9,
11675,1390,20,9,
11676,1390,21,9,
11677,1390,22,9,
11678,1390,23,9,
11679,1390,24,9,
11680,1390,25,9,
11681,1390,26,9,
11682,1390,27,9,
11683,1390,28,9,
11684,1390,29,9,
11685,1390,30,9,
11686,1390,31,9,
12989,1390,1,10,
12990,1390,2,10,
12991,1390,3,10,
12992,1390,4,10,
12993,1390,5,10,
12994,1390,6,10,
12995,1390,7,10,
12996,1390,8,10,
12997,1390,9,10,
12998,1390,10,10,
12999,1390,11,10,
13000,1390,12,10,
13001,1390,13,10,
13002,1390,14,10,
13003,1390,15,10,
13004,1390,16,10,
13005,1390,17,10,
13006,1390,18,10,
13007,1390,19,10,
13008,1390,20,10,
13009,1390,21,10,
13010,1390,22,10,
13011,1390,23,10,
13012,1390,24,10,
13013,1390,25,10,
13014,1390,26,10,
13015,1390,27,10,
13016,1390,28,10,
13017,1390,29,10,
13018,1390,30,10,
13019,1390,31,10,
14322,1390,1,11,
14323,1390,2,11,
14324,1390,3,11,
14325,1390,4,11,
14326,1390,5,11,
14327,1390,6,11,
14328,1390,7,11,
14329,1390,8,11,
14330,1390,9,11,
14331,1390,10,11,
14332,1390,11,11,
14333,1390,12,11,
14334,1390,13,11,
14335,1390,14,11,
14336,1390,15,11,
14337,1390,16,11,
14338,1390,17,11,
14339,1390,18,11,
14340,1390,19,11,
14341,1390,20,11,
14342,1390,21,11,
14343,1390,22,11,
14344,1390,23,11,
14345,1390,24,11,
14346,1390,25,11,
14347,1390,26,11,
14348,1390,27,11,
14349,1390,28,11,
14350,1390,29,11,
14351,1390,30,11,
14352,1390,31,11,
15655,1390,1,12,
15656,1390,2,12,
15657,1390,3,12,
15658,1390,4,12,
15659,1390,5,12,
15660,1390,6,12,
15661,1390,7,12,
15662,1390,8,12,
15663,1390,9,12,
15664,1390,10,12,
15665,1390,11,12,
15666,1390,12,12,
15667,1390,13,12,
15668,1390,14,12,
15669,1390,15,12,
15670,1390,16,12,
15671,1390,17,12,
15672,1390,18,12,
15673,1390,19,12,
15674,1390,20,12,
15675,1390,21,12,
15676,1390,22,12,
15677,1390,23,12,
15678,1390,24,12,
15679,1390,25,12,
15680,1390,26,12,
15681,1390,27,12,
15682,1390,28,12,
15683,1390,29,12,
15684,1390,30,12,
15685,1390,31,12,
1023,1391,1,1,3.5
1024,1391,2,1,3.5
1025,1391,3,1,1.9
1026,1391,4,1,1.3
1027,1391,5,1,2.5
1028,1391,6,1,4.4
1029,1391,7,1,3.7
1030,1391,8,1,4.5
1031,1391,9,1,4.4
1032,1391,10,1,4.4
1033,1391,11,1,4.4
1034,1391,12,1,4.8
1035,1391,13,1,4.4
1036,1391,14,1,5.0
1037,1391,15,1,5.7
1038,1391,16,1,3.0
1039,1391,17,1,4.8
1040,1391,18,1,4.9
1041,1391,19,1,6.1
1042,1391,20,1,6.3
1043,1391,21,1,6.1
1044,1391,22,1,5.9
1045,1391,23,1,6.6
1046,1391,24,1,6.3
1047,1391,25,1,6.3
1048,1391,26,1,6.3
1049,1391,27,1,6.3
1050,1391,28,1,5.1
1051,1391,29,1,5.3
1052,1391,30,1,7.0
1053,1391,31,1,4.2
2356,1391,1,2,4.8
2357,1391,2,2,5.0
2358,1391,3,2,4.8
2359,1391,4,2,7.2
2360,1391,5,2,3.7
2361,1391,6,2,6.5
2362,1391,7,2,6.1
2363,1391,8,2,6.6
2364,1391,9,2,7.9
2365,1391,10,2,8.0
2366,1391,11,2,8.9
2367,1391,12,2,9.8
2368,1391,13,2,9.6
2369,1391,14,2,9.6
2370,1391,15,2,9.5
2371,1391,16,2,8.7
2372,1391,17,2,9.6
2373,1391,18,2,6.2
2374,1391,19,2,5.4
2375,1391,20,2,6.6
2376,1391,21,2,2.0
2377,1391,22,2,6.0
2378,1391,23,2,7.9
2379,1391,24,2,5.8
2380,1391,25,2,7.2
2381,1391,26,2,2.0
2382,1391,27,2,3.3
2383,1391,28,2,3.5
2384,1391,29,2,4.2
2385,1391,30,2,2.5
2386,1391,31,2,3.5
3689,1391,1,3,2.8
3690,1391,2,3,5.4
3691,1391,3,3,5.6
3692,1391,4,3,6.1
3693,1391,5,3,5.2
3694,1391,6,3,9.0
3695,1391,7,3,6.1
3696,1391,8,3,7.5
3697,1391,9,3,7.1
3698,1391,10,3,7.7
3699,1391,11,3,4.4
3700,1391,12,3,7.5
3701,1391,13,3,7.9
3702,1391,14,3,8.8
3703,1391,15,3,6.1
3704,1391,16,3,9.2
3705,1391,17,3,7.4
3706,1391,18,3,7.9
3707,1391,19,3,8.3
3708,1391,20,3,8.4
3709,1391,21,3,8.0
3710,1391,22,3,9.0
3711,1391,23,3,8.9
3712,1391,24,3,8.5
3713,1391,25,3,8.7
3714,1391,26,3,9.1
3715,1391,27,3,7.6
3716,1391,28,3,7.9
3717,1391,29,3,7.9
3718,1391,30,3,6.3
3719,1391,31,3,6.7
5022,1391,1,4,10.3
5023,1391,2,4,8.7
5024,1391,3,4,7.3
5025,1391,4,4,10.5
5026,1391,5,4,8.0
5027,1391,6,4,9.8
5028,1391,7,4,10.5
5029,1391,8,4,9.8
5030,1391,9,4,9.2
5031,1391,10,4,8.7
5032,1391,11,4,7.7
5033,1391,12,4,8.4
5034,1391,13,4,8.7
5035,1391,14,4,7.9
5036,1391,15,4,10.5
5037,1391,16,4,10.5
5038,1391,17,4,8.7
5039,1391,18,4,8.6
5040,1391,19,4,8.5
5041,1391,20,4,8.0
5042,1391,21,4,8.9
5043,1391,22,4,9.8
5044,1391,23,4,8.9
5045,1391,24,4,8.4
5046,1391,25,4,9.4
5047,1391,26,4,11.2
5048,1391,27,4,11.1
5049,1391,28,4,11.8
5050,1391,29,4,10.1
5051,1391,30,4,9.9
5052,1391,31,4,7.2
6355,1391,1,5,9.1
6356,1391,2,5,9.8
6357,1391,3,5,9.8
6358,1391,4,5,9.3
6359,1391,5,5,9.1
6360,1391,6,5,9.3
6361,1391,7,5,7.3
6362,1391,8,5,8.0
6363,1391,9,5,7.9
6364,1391,10,5,9.1
6365,1391,11,5,8.7
6366,1391,12,5,9.3
6367,1391,13,5,5.7
6368,1391,14,5,7.0
6369,1391,15,5,7.5
6370,1391,16,5,7.5
6371,1391,17,5,6.7
6372,1391,18,5,6.1
6373,1391,19,5,7.0
6374,1391,20,5,7.9
6375,1391,21,5,7.9
6376,1391,22,5,8.7
6377,1391,23,5,7.9
6378,1391,24,5,8.0
6379,1391,25,5,7.7
6380,1391,26,5,7.7
6381,1391,27,5,7.0
6382,1391,28,5,6.8
6383,1391,29,5,6.4
6384,1391,30,5,7.3
6385,1391,31,5,7.1
7688,1391,1,6,7.1
7689,1391,2,6,6.7
7690,1391,3,6,7.0
7691,1391,4,6,7.5
7692,1391,5,6,6.6
7693,1391,6,6,7.7
7694,1391,7,6,6.6
7695,1391,8,6,6.8
7696,1391,9,6,6.6
7697,1391,10,6,7.1
7698,1391,11,6,6.8
7699,1391,12,6,6.3
7700,1391,13,6,6.8
7701,1391,14,6,7.2
7702,1391,15,6,7.1
7703,1391,16,6,7.7
7704,1391,17,6,6.6
7705,1391,18,6,7.7
7706,1391,19,6,7.5
7707,1391,20,6,6.8
7708,1391,21,6,7.5
7709,1391,22,6,6.8
7710,1391,23,6,7.5
7711,1391,24,6,7.0
7712,1391,25,6,8.2
7713,1391,26,6,7.8
7714,1391,27,6,7.8
7715,1391,28,6,7.6
7716,1391,29,6,8.3
7717,1391,30,6,7.1
7718,1391,31,6,7.3
9021,1391,1,7,5.7
9022,1391,2,7,3.1
9023,1391,3,7,7.4
9024,1391,4,7,5.8
9025,1391,5,7,6.8
9026,1391,6,7,5.7
9027,1391,7,7,5.7
9028,1391,8,7,5.2
9029,1391,9,7,5.7
9030,1391,10,7,6.1
9031,1391,11,7,5.7
9032,1391,12,7,7.0
9033,1391,13,7,5.2
9034,1391,14,7,6.3
9035,1391,15,7,4.5
9036,1391,16,7,4.4
9037,1391,17,7,2.4
9038,1391,18,7,3.2
9039,1391,19,7,4.4
9040,1391,20,7,5.2
9041,1391,21,7,1.3
9042,1391,22,7,3.1
9043,1391,23,7,3.0
9044,1391,24,7,3.8
9045,1391,25,7,1.5
9046,1391,26,7,1.9
9047,1391,27,7,3.7
9048,1391,28,7,4.1
9049,1391,29,7,1.6
9050,1391,30,7,2.0
9051,1391,31,7,
10354,1391,1,8,1.6
10355,1391,2,8,0.5
10356,1391,3,8,3.1
10357,1391,4,8,1.6
10358,1391,5,8,1.6
10359,1391,6,8,2.1
10360,1391,7,8,2.5
10361,1391,8,8,1.6
10362,1391,9,8,2.4
10363,1391,10,8,2.6
10364,1391,11,8,1.9
10365,1391,12,8,1.6
10366,1391,13,8,2.1
10367,1391,14,8,1.6
10368,1391,15,8,2.2
10369,1391,16,8,2.0
10370,1391,17,8,1.9
10371,1391,18,8,1.6
10372,1391,19,8,1.6
10373,1391,20,8,1.1
10374,1391,21,8,1.3
10375,1391,22,8,2.5
10376,1391,23,8,1.3
10377,1391,24,8,0.8
10378,1391,25,8,1.3
10379,1391,26,8,1.7
10380,1391,27,8,1.0
10381,1391,28,8,1.0
10382,1391,29,8,1.4
10383,1391,30,8,1.1
10384,1391,31,8,
11687,1391,1,9,1.4
11688,1391,2,9,0.8
11689,1391,3,9,0.4
11690,1391,4,9,0.9
11691,1391,5,9,0.4
11692,1391,6,9,1.9
11693,1391,7,9,1.7
11694,1391,8,9,0.9
